종목코드,대표자,설립일,주소
034730,"최태원, 장용호",19910413,서울특별시 종로구 종로 26 SK주식회사
03473K,,,
034830,"최윤성, 김성진(각자 대표이사)",19960404,서울특별시 강남구 테헤란로 137 코레이트타워
035000,박애리,19840530,서울특별시 마포구  마포대로 155 LG마포B/D15F
035150,"김한준, 전제형(각자 대표이사)",19861006,경기도 시흥시 공단1대로27번길 47
035250,남한규,19980629,강원도 정선군 사북읍 하이원길 265 강원랜드
035420,최수연,19990602,경기도 성남시 분당구 정자일로 95 1784
035510,양윤지,19970429,"서울특별시 강남구 테헤란로 231 이스트 24층(역삼동, 센터필드)"
035720,정신아,19950216,제주특별자치도 제주시 첨단로 242
036420,"이중원, 홍정인(각자대표)",19870928,서울특별시 강남구 도산대로 156
036460,최연혜,19830818,대구광역시 동구 첨단로 120-
036530,김도환,19820927,서울특별시 강남구 테헤란로 305 한국기술센터 20층
036570,"김택진, 박병무 (공동대표이사)",19970311,경기도 성남시 분당구 대왕판교로644번길 12 엔씨알앤디센터
036580,김남욱,19991001,경기도 안성시  미양면 제2공단4길 33
037270,최성준,19961115,"서울특별시 영등포구 국제금융로 10 19층, (여의도동, 쓰리아이에프씨)"
037560,송구영,19950331,"경기도 고양시 덕양구 동송로 30 17층(동산동, MBN미디어센터)"
037710,이동훈,19950410,광주광역시 서구  무진대로 932 (주)광주신세계
039130,송미선,19931101,서울특별시 종로구 인사동5길 41 (주)하나투어
039490,엄주성,20000401,서울특별시 영등포구 의사당대로 96 TP타워(사학연금 서울회관)
039570,이준형,19990917,서울특별시 서초구 효령로 346 서초 HDC랩스 타워
041650,박세종,19750813,대구광역시 달성군 논공읍 논공중앙로33길 10
042660,김희철,20001023,경상남도 거제시 거제대로 3370 (아주동)
042700,곽동신,19801224,인천광역시 서구 가좌로30번길 14
044380,김희라,19880510,서울특별시 서초구 사임당로 32 2층(서초동)
044450,박찬도,19840627,서울특별시 종로구 인사동길 12 대일빌딩 8층
044820,"허민호, 이병주",19921112,"경기도 성남시 분당구 판교로 255 에프-801(삼평동,판교이노밸리)"
047040,김보현,20001227,서울특별시 중구 을지로 170 (을지로4가)
047050,대표이사 사장 이계인,20001227,서울특별시 강남구 테헤란로 440 포스코센터
047400,이우선,20000630,대구광역시 달서구  성서공단남로 151
047810,김종출,19991001,경상남도 사천시  사남면 공단1로 78 한국항공우주산업
049800,김익환,19920103,충청북도 보은군 장안면 우진플라임로 100 본관동
051600,김홍연,19840327,전라남도 나주시 문화로 211 -
051630,임경섭,20010103,울산광역시 남구  장생포로 93
051900,이선주,20010403,서울특별시 중구 후암로 98 LG서울역빌딩
051905,,,
051910,김동춘,20010401,서울특별시 영등포구  여의대로 128
051915,,,
052690,김태균,19751001,경상북도 김천시 혁신로 269 (율곡동)
053210,지정용,20010112,"서울특별시 마포구 매봉산로 758층, 9층"
053690,"윤요현, 박서영",19960618,서울특별시 강남구 테헤란로87길 36 도심공항타워 층
055490,허지행,19940801,"경기도 수원시 영통구 대학4로 17 제8층 812호, 813호(이의동, 에이스광교타워 1차)"
055550,진옥동,20010901,서울특별시 중구 세종대로9길 20 태평로2가
057050,"정교선, 한광영(각자 대표이사)",20010529,서울특별시 강동구  올림픽로70길 34
058430,대표이사 사장 천시열,19880215,경상북도 포항시 남구  철강로 173 포스코강판주식회사
058650,"이태성, 김수호",20010701,서울특별시 마포구 양화로 45
058730,"한상원, 한남철",19960126,전라남도 화순군  동면 동농공길 26-2
058850,이창호,20010702,대전광역시 서구 갈마로 160
058860,양율모,20010627,서울특별시 영등포구 여의대로 14 케이티빌딩 10층
060980,김광헌,19991127,경기도 용인시 기흥구 기흥단지로 46 -
062040,"박동석, 한익희 (공동대표)",19940326,경기도 안산시 단원구 시화벤처로 481
063160,박완갑,20011112,서울특별시 서대문구  충정로 8
064350,이용배,19990701,경상남도 창원시 의창구  창원대로 488
064400,현신균,19870114,서울특별시 강서구 마곡중앙8로 71
064960,권형순,20020206,부산광역시 기장군  철마면 여락송정로 363
066570,류재철,20020401,서울특별시 영등포구  여의대로 128 LG트윈타워
066575,,,
066970,허제홍,20000727,대구광역시 달서구 이곡동로 11
067830,이상준,20020508,서울특별시 노원구  한글비석로 57 (하계동)
068270,"기우성, 서진석",19910227,인천광역시 연수구 아카데미로 23
068290,김진용,20020702,서울특별시 서초구  명달로 94 (주)삼성출판사
069260,김우찬,20020915,서울특별시 중구 마른내로 27 타워107 15층
069460,육영수,20021001,대구광역시 달성군  논공읍 논공중앙로 211
069620,"이창재, 박성수",20021001,경기도 화성시 향남읍 제약공단4길 35-14 -
069640,"김지원, 임동환(각자 대표이사)",19950331,서울특별시 강남구  논현로 633
069730,"홍하종, 홍석빈 (각자 대표이사)",19710901,전라남도 순천시  서면 산단1길 15
069960,"정지선, 정지영 (각자대표)",20021101,서울특별시 강남구 테헤란로98길 12 -
070960,박인준,20000214,강원도 평창군  대관령면 올림픽로 715
071050,김남구,20030111,서울특별시 영등포구  의사당대로 88
071055,,,
071090,엄정근,20030101,충청남도 당진시 송악읍 부곡공단4길 28-252
071320,하동근,19851101,경기도 성남시 분당구 분당로 368
071840,남창희,19870701,서울특별시 강남구  삼성로 156  롯데하이마트빌딩
071950,노병구,19920724,서울특별시 영등포구 선유로52길 17
071970,유정대,20010615,경상남도 창원시 성산구 적현로 222 STX중공업
072130,유지원,19990714,경기도 성남시 분당구 황새울로240번길 3
072710,황청용,20030710,서울특별시 동작구  여의대방로 112 (신대방동)
073240,정일택,20030630,전남광주통합특별시 광산구 어등대로 658 -
074610,"최용인, 홍은식 각자대표",20031203,경기도 화성시  비봉면 현대기아로 818-11
075180,"정석태, 쿠마카와 테츠야",19990331,충청남도 천안시 동남구 병천면 가전5길 133
075580,"김진종, 윤지원 (각자대표)",19990920,울산광역시 울주군 온산읍 당월로 216-18
077500,앤드류김,19951125,"경기도 성남시 분당구  황새울로 314 (서현동,유니퀘스트빌딩)"
077970,이상수,20040401,경상남도 창원시 성산구  공단로474번길 36
078000,"금한태, 배성 (각자 대표이사)",20000111,서울특별시 서초구  법원로3길 20-7
078520,신유정,20000107,"서울특별시 중구 남대문로 78 7층(명동1가, 타임워크명동빌딩)"
078930,"허태수, 홍순기 (각자 대표이사)",20040701,서울특별시 강남구 논현로 508
078935,,,
079160,정종민,19990330,서울특별시 용산구 한강대로23길 55 아이파크몰 6층(한강로동)
079430,민왕일,19990610,경기도 용인시 처인구  남사면 경기동로 316 리바트
079550,신익현,19980225,경기도 용인시 기흥구 마북로 207 엘아이지넥스원(주)
079900,"고현국, 이형환 (각자대표)",19991112,충청북도 음성군  금왕읍 대금로 1264
079980,김석현,20001101,서울특별시 강남구  학동로 343
081000,박성진,20041202,충청북도 음성군  대소면 대금로 157
081660,윤근창,19910723,"서울특별시 성북구 보문로 35 9층, 10층"
082640,성대규,19890701,서울특별시 종로구 종로 33 (청진동)
082740,김종서,19991230,경상남도 창원시 성산구 공단로 67 (신촌동)
083420,양준화,20030101,충남 서산시 대산읍 독곳리 411-13
084010,이경백,19540610,부산광역시 사하구 하신번영로 69
084670,최성원,20050704,경기도 안양시 동안구 흥안대로 67
084680,"박동진, 민혜정",20050705,대구광역시 달서구  두류공원로 200
084690,"임창욱, 최성수 각자대표이사",20050801,서울특별시 중구 세종대로9길 41 올리브타워 2층
084695,,,
084870,우종완,20010101,서울특별시 송파구 중대로 168 신한빌딩(가락동)
085310,박제완,19840801,부산광역시 강서구 과학산단로 194-11 (주)엔케이
085620,"김재식, 황문규",19880307,"서울특별시 마포구 만리재로 24 (신공덕동, 미래에셋생명빌딩)"
086280,이규복,20010222,서울특별시 성동구 왕십리로 83-21 -
086790,함영주,20051201,서울특별시 중구 을지로 66 (을지로 2가)
088350,"권혁웅, 이경근",19460909,서울특별시 영등포구 63로 50
088790,임병남,20060303,서울특별시 금천구  가산디지털1로 75
089470,신 우 철,20000115,충청남도 당진시  석문면 대호만로 1221-32 현대EP 주식회사
089590,김이배,20050125,제주특별자치도 제주시 신대로 64 3층
089860,최진환,20051020,"경기도 안양시 동안구 전파로 88, 8층"
090080,"황순용, 김주영",20060502,대구광역시 달성군 논공읍 논공로 597
090350,김종우,20060602,경기도 안양시 만안구  박달로 351
090355,,,
090370,하지성,20001103,"서울특별시 강남구 선릉로 801 3층(신사동, 배강빌딩)"
090430,"서경배, 김승환",20060601,서울특별시 용산구 한강대로 100 (한강로2가)
090435,,,
090460,최영식,19990310,인천광역시 부평구 평천로199번길 25
091810,이상윤,20030701,대구광역시 중구 동덕로 167 케이티대구타워 신관 10층 (동인동2가)
092200,김정렬,19760803,울산광역시 울주군  두동면 봉계농공길 8
092220,배석홍,20060912,서울특별시 서초구  마방로10길 5
092230,양준영,20060901,서울특별시 마포구  마포대로 137 KPX빌딩 19층
092440,윤현도,19881101,"인천광역시 남동구  은봉로 111 49동 1호(논현동, 남동공단)"
092780,"홍순겸,양준규(각자대표)",19770701,경기도 안산시 단원구 해봉로255번길 16
092790,"김이용, 박영회(각자 대표이사)",19900115,경상북도 포항시 남구 대송면 송덕로212번길 195
093050,"오규식, 김상균 (각자 대표이사)",20061103,서울특별시 강남구 언주로 870 (신사동)
093240,최준호,20020425,"인천광역시 연수구 하모니로177번길 49 업무동 10층(송도동, 형지글로벌 패션복합센터)"
093370,김용민,20061124,경기도 화성시  팔탄면 현대기아로 72-37
094280,"남경환, 홍혜진(각자대표이사)",19970509,서울특별시 영등포구  선유동2로 57 이레빌딩 15층
095570,"문지회, 곽정호",20000210,"서울특별시 송파구 정의로8길 9 (문정동,AJ빌딩)"
095720,윤승현,20070509,경기도 파주시  회동길 20
096760,"이경하, 차성남",20070703,경기도 과천시 과천대로7길 38 -
096770,"추형욱, 장용호",20070703,서울특별시 종로구  종로 26
096775,,,
097230,"송경한, 유상철",20070803,부산광역시 영도구  태종로 233 한진중공업
097520,민동욱,20041222,"인천광역시 연수구 송도과학로16번길 13-39 엠씨넥스 타워 송도동, 엠씨넥스타워"
097950,"손경식,윤석환(각자 대표이사)",20070904,서울특별시 중구  동호로 330
097955,,,
100090,강영규,19961101,경상남도 고성군 동해면 내산3길 51-1
100220,양태회,20020121,경기도 과천시 과천대로2길 54 그라운드브이 14층
100250,"양준영, 최창호(각자대표이사)",20080107,부산광역시 부산진구 새싹로 73 -
100840,신경인,20080205,경상남도 창원시 성산구  완암로 12
101140,강지연,20080305,서울특별시 강남구 언주로135길 21 2층(논현동)
101530,"신정훈, 이상진(각자대표)",20010711,충청남도 천안시 서북구 성거읍 천흥8길 67-26
102260,"이만우, 백진우 (각자 대표이사)",20080514,부산광역시 사하구  신산로 99
102460,"정순옥, 유용환 (각자 대표이사)",19641125,"서울특별시 강남구 테헤란로 620 에이동 12층 (대치동, 미래에셋타워)"
103140,"류진, 박우동",20080704,경기도 평택시  포승읍 평택항로156번길 134 (주)풍산
103590,유상석(단독 대표이사),20080702,경기도 화성시  만년로 905-17
104700,이병제,20080903,경상남도 창원시 성산구  공단로103번길 12 한국철강(주)
105560,양종희,20080929,"서울특별시 영등포구 국제금융로8길 26 (여의도동, 국민은행 여의도본점)"
105630,"김익환, 김경, 김동녕",20090106,서울특별시 영등포구 은행로 29 정우빌딩
105840,"이재상, 백승한 각자대표",19800513,경기도 화성시 동부대로970번길 110
107590,"김정돈, 박미령",20090202,경기도 용인시 수지구 포은대로59번길 20 -
108320,이윤태,19991111,대전광역시 유성구 테크노2로 222
108670,노진서,20090402,서울특별시 종로구 새문안로 58 LX광화문빌딩
108675,,,
109070,허용호,20090225,충청남도 당진시 시곡로 307 -
111110,박용철 박진호,19850318,"서울특별시 마포구 마포대로 19 신화빌딩, 11층, 12층"
111380,정인수,19921215,경기도 김포시 통진읍 대곶북로 370-26
111770,성기학,20090702,서울특별시 중구  만리재로 159
112610,방성훈,20060816,서울특별시 강남구 언주로 723 -
114090,윤두현,20050906,서울특별시 강남구 삼성로 610 삼성동
117580,대표이사 김영훈 대표이사 박문희,20091001,대구광역시 중구 명덕로 85 (남산동)
118000,이수진,20091201,"경기도 화성시 병점중앙로 156 202호(진안동, 드림빌딩)"
119650,박기서,20100106,서울특별시 마포구 상암산로 34디지털큐브 12층
120030,장원영,20100101,경상북도 포항시 남구 괴동로 43 (장흥동)
120110,"허성, 김민태",20100105,서울특별시 강서구 마곡동로 110 코오롱 One&Only 타워
120115,,,
122900,김학재,20001208,서울특별시 강남구 삼성로 511 아이콘 삼성
123690,이용준,20100503,서울특별시 종로구 청계천로 35
123700,김휘중 (단독 대표이사),20100504,경기도 안산시 단원구  별망로459번길 20 (주)에스제이엠
123890,신찬혁,20010320,"서울특별시 강남구 테헤란로 306 (역삼동, 카이트타워)"
126560,김성일,19920316,"서울특별시 서초구 반포대로 19 (서초동, 현대퓨처넷빌딩)"
126720,"한봉섭,정보윤(각자대표)",19830416,충청남도 천안시 서북구 천일고3길 47
128820,"김영대,이은우(공동대표)",20100630,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티 9층, 11층)"
128940,황상연,20100705,경기도 화성시  팔탄면 무하로 214
129260,최우일,19560223,부산광역시 중구  충장대로9번길 52 마린센터 13층
130660,함흥규,19900411,서울특별시 중구  서소문로 115 한산빌딩
133820,장재훈,20070918,경상남도 창녕군 창녕읍 창밀로 259-33
134380,"김정만, 김태호 (각자대표)",20110103,울산광역시 남구  장생포로 247
134790,"김태은, 우인환 (각자대표)",20101216,경기도 평택시 세교산단로 67-20 (주)시디즈
136490,이범권,20110104,경기도 이천시  대월면 사동로 76
137310,이효근,20101227,"경기도 수원시 영통구 덕영대로1556번길 16 씨동 4층, 5층"
138040,김용범,20110328,서울특별시 강남구  강남대로 382
138930,빈대인,20110315,부산광역시 남구 문현금융로 30(문현동)
139130,황병우,20110517,대구광역시 북구 옥산로 111 대구은행 제2본점 9층
139480,한채양,20110503,서울특별시 중구 세종대로7길 37
139990,이현식,19991029,경상북도 구미시 4공단로 321
143210,"홍승재, 이현익(각자대표)",19720303,인천광역시 서구 가정로37번길 50
145210,황 응 연,19990402,광주광역시 북구 첨단연신로29번길 12 (주)다이나믹디자인(연제동 1036번지)
145720,"서승우, 윤병호",20000607,경기도 수원시 영통구 창룡대로 256번길 76(이의동) 덴티움지식산업센터
145990,이운익,20111103,서울특별시 종로구 종로33길 31 삼양사
145995,,,
155660,홍석빈,19650401,부산광역시 강서구 녹산산업중로192번길 7
161000,김성완,20120903,서울특별시 마포구 양화로 188 9층(동교동)
161390,"안종선, 이상훈(공동대표이사)",20120901,경기도 성남시 분당구 판교로 286 -
161890,최현규,20121002,세종특별자치시  전의면 덕고개길 12-11
163560,TANIYAMA KEN,20121005,부산광역시 금정구 공단동로55번길 28
170900,정재훈,20130304,서울 동대문구 용두동 138 ~255 천호대로 64
175330,김기홍,20130701,전라북도 전주시 덕진구  백제대로 566
178920,송금수,20080602,충청북도 진천군 이월면 고등1길 27
180640,"조원태, 류경표",20130801,서울특별시 중구 서소문로 117 -
18064K,,,
181710,정우진,20130801,경기도 성남시 분당구  대왕판교로645번길 16 플레이뮤지엄
183190,"임경태, 김웅종",20131002,서울 강남구 역삼2동 726 아세아타워빌딩 14층
185750,김영주,20131105,서울 서대문구 충정로3가 3가 368 종근당빌딩
192080,김가람,20120501,서울특별시 강남구 테헤란로 152 강남파이낸스센터 16층
192400,구본학,19781115,경상남도 양산시 유산공단2길 14(교동)
192650,"김형민, 박찬홍(각자대표)",19980922,경기도 성남시 분당구 대왕판교로 670 유스페이스2 A동 10층
192820,"최경, 이병만",20140303,"경기도 화성시  향남읍 제약공단1길 27, 2길 46"
194370,홍재성,19880201,서울특별시 송파구 위례성대로 138 (방이동)
195870,최영식,20140306,경상남도 창원시 성산구 웅남로 726
200880,강용석,20140702,경기도 안양시 동안구 부림로170번길 41-22 (관양동)
204320,조성현,20140902,경기도 평택시 포승읍 하만호길 32
207940,임존종보 (Rim John Chongbo),20110422,인천광역시 연수구 송도바이오대로 300
210540,박치웅,20141203,경상남도 창원시 성산구 웅남로 812 (성주동)
210980,김도현,20040427,경기도 성남시 분당구 판교로 332 (삼평동)
213500,"한경록, 고민혁",20150102,"서울특별시 중구 을지로 100 비동 (을지로2가, 파인애비뉴)"
214320,김정아,20050517,서울특별시 강남구 강남대로 308
214330,"김진곤, 김두인(각자대표)",19890701,광주광역시 광산구 용아로 717
214390,김태영,19870331,충청남도 아산시 실옥로 174
214420,"김승철, 배진형 (각자 대표이사)",20060726,서울특별시 서초구 남부순환로 2557 토니모리 빌딩
217590,지영완,20121231,충청남도 천안시 서북구 입장면 연곡길 443
226320,임진성,20060207,서울특별시 강남구 학동로 311 주식회사 잇츠한불
227840,"정몽혁, 김원갑, 권철호",20151002,서울특별시 종로구 율곡로2길 25
229640,이상호,20150515,"강원특별자치도 동해시 대동로 215 (송정동, 1686)"
234080,노정열,19940510,충청남도 당진시 송악읍 한진1길 28
241560,"스캇성철박, 조덕제",20140425,"경기도 성남시 분당구 정자일로 155 정자동, 분당두산타워"
241590,이계영,20151117,"부산광역시 연제구 중앙대로 1079 장천빌딩 6층 (연산동, 장천빌딩)"
244920,"곽근호, 황승목(각자대표)",20070607,"서울특별시 강남구 테헤란로4길 14 14층(역삼동, 미림타워)"
248070,전성호,20150702,경기도 용인시 기흥구 용구대로 2354 (마북동)
248170,박진선,20160704,"서울특별시 중구 충무로 2 8층 (필동1가, 매일경제빌딩)"
249420,"윤웅섭, 이재준(공동 대표이사)",20160801,서울특별시 서초구 바우뫼로27길 2
251270,김병규,20111117,"서울특별시 구로구 디지털로26길 38 (구로동, 지타워)"
259960,김창한,20070326,서울특별시 강남구 테헤란로 231
264900,윤석빈,20170302,서울특별시 용산구 한강대로72길 3(남영동)
26490K,,,
267250,"정기선, 조영철",20170403,경기도 성남시 분당구 분당수서로 477 HD현대 글로벌 R&D센터
267260,김영기,20170403,경기도 성남시 분당구 분당수서로 477 HD현대 글로벌 R&D센터
267270,문재영,20170403,"경기도 성남시 분당구 분당수서로 477 11층(정자동, HD현대그룹 글로벌 R&D센터)"
267290,"송재호, 박성수",20170401,울산광역시 북구 염포로 260-10(진장동) 주식회사 경동도시가스
267850,윤찬의,19910902,"서울특별시 종로구 우정국로 26 에이동 21층, 22층(표시층 23층, 25층) (공평동, 센트로폴리스)"
268280,"배원, 김태준(각자대표)",20170501,전라북도 완주군 봉동읍 완주산단1로 167
271560,이승준,20170601,서울특별시 강남구 남부순환로 2745 -
271940,임만규,20121102,전라북도 완주군 봉동읍 완주산단5로 97-46
271980,"성석제, 한상철 (공동대표)",20170601,서울특별시 서초구 사평대로 343 제일약품 사옥
272210,손재일,20000111,경상북도 구미시 산호대로 264-60 -
272450,박병률,20080123,서울특별시 강서구 마곡중앙로 143 르웨스트시티 비동 8층(마곡동)
272550,윤석환,20141101,서울특별시 종로구 종로33길 31
278470,김병훈,20141010,"서울특별시 송파구 올림픽로 300 36층(신천동, 롯데월드타워앤드롯데월드몰)"
279570,최우형,20160114,서울특별시 중구 을지로 170 을지트윈타워
280360,"신동빈, 서정호",20171001,서울특별시 영등포구 양평로21길 10
281820,"양호근, 최동규 (각자 대표이사)",20171101,경기도 안성시 미양면 제2공단3길 12 -
282330,민승배,20171101,서울특별시 강남구 테헤란로 405 BGF사옥
284740,구본학,20171204,경기도 시흥시 엠티브이북로 349(정왕동)
285130,안재현,20171201,경기도 성남시 분당구 판교로 310
28513K,,,
286940,김경엽,20171102,서울특별시 금천구 가산디지털2로 179 롯데센터
293480,최태홍,19780119,경기도 화성시 향남읍 제약단지로 13-39
294870,정경구,20180502,서울특별시 용산구 한강대로23길 55 현대아이파크몰 9층
298000,이천석,20180604,서울특별시 서초구 반포대로 235
298020,"이창황, 유영환",20180604,서울특별시 마포구 마포대로 119
298040,우태희,20180604,서울특별시 마포구 마포대로 119 효성빌딩
298050,"임진달, 성낙양(각자 대표이사)",20180604,서울특별시 마포구 마포대로 119 효성빌딩
298690,정병섭,20070831,부산광역시 강서구 유통단지1로57번가길 6
300720,"전근식, 오해근",20180702,서울특별시 서초구 효령로 275 서초동 1587 한일시멘트빌딩
302440,안재용,20180701,인천광역시 연수구 연구단지로 38 -
306200,"이휘령, 홍만기",20180903,서울특별시 마포구 양화로 45
307950,류석문,20000410,서울특별시 강남구 테헤란로 510 루첸타워
308170,"강상우, 최재흔",19940221,울산광역시 북구 모듈화산업로 115
316140,임종룡,20190111,서울특별시 중구 소공로 51
317400,구본삼,20000408,서울특별시 중구 마른내로 27 TOWER 107 13층~14층
317450,"이관순,차봉권",19881108,경기도 화성시 팔탄면 노하길 361-12
322000,박종환,20161221,"경기도 성남시 분당구 분당수서로 477 9층(정자동, HD현대그룹 글로벌 R&D센터)"
323410,윤호영,20160122,"경기도 성남시 분당구 분당내곡로 131 (백현동, 판교테크원)"
326030,이동훈,20110401,경기도 성남시 분당구 판교역로 221
329180,"이상균, 금석호 (각자 대표이사)",20190603,울산광역시 동구 방어진순환도로 1000
336260,"이두순, 윤재동 (각자 대표이사)",20191001,전라북도 익산시 석암로7길 100 (팔봉동)
33626K,,,
33626L,,,
336370,곽근만,20191001,전북특별자치도 익산시 용안면 동지산안대길 46 -
33637K,,,
33637L,,,
339770,송종화,19991112,경기도 성남시 수정구 금토로80번길 15-3 (금토동)
344820,"정몽익, 변종오(각자대표이사)",20200102,서울특별시 서초구 강남대로 587(잠원동)
352820,이재상,20050204,서울특별시 용산구 한강대로 42 용산트레이드센터
353200,신영환,20200501,경기도 안산시 단원구 강촌로 230
35320K,,,
361610,이상민,20190401,서울특별시 종로구 종로 51 종로타워빌딩
363280,오동헌,20200901,"서울특별시 영등포구 여의공원로 111, 10층(여의도동)"
36328K,,,
372910,김선영,19711221,경기도 용인시 처인구 양지면 중부대로1960번길 53
373220,김동명,20201201,"서울특별시 영등포구 여의대로 108, 타워 1"
375500,박상신,20210104,"서울특별시 강서구 공항대로 165 에이동(마곡동, 원그로브)"
37550K,,,
37550L,,,
377300,신원근,20170403,경기도 성남시 분당구 판교역로 166 카카오페이판교아지트 B동 15층
377740,조병기,20030328,경기도 화성시 삼성1로4길 22
378850,김형진,20210303,경상남도 양산시 충렬로 61
381970,정인국,20171129,서울특별시 영등포구 선유로43길 27
383220,김창수,20210503,서울특별시 강남구 테헤란로8길 8 -
383800,"구본준, 노진서",20210503,서울특별시 종로구 새문안로 58 LG광화문빌딩
38380K,,,
402340,김정규,20211102,서울특별시 중구 을지로 65 SK T타워
403550,박재욱,20111031,제주특별자치도 제주시 공항서로 141 (도두이동)
439260,"왕삼동, 이석문",19870930,전라남도 해남군 화원면 조선소길 498
443060,김성준,20161128,경기도 성남시 분당구 분당수서로 477 경기도 성남시 분당구 분당수서로 477
446070,한상준,20221102,"서울특별시 중구 서소문로 50 6층(중림동, 센트럴플레이스)"
450080,이규봉,20170426,경상북도 포항시 북구 흥해읍 영일만산단남로75번길 15
452260,김영훈,20230302,"서울특별시 마포구 양화로 81 H스퀘어빌딩 6층, 7층, 8층"
45226K,,,
453340,박홍진,20230302,경기도 용인시 수지구 문인로 30
454910,"박인원, 김민표, 조길성",20150731,경기도 수원시 권선구 산업로156번길 79
456040,김유신,20230502,서울특별시 중구 소공로 94 OCI빌딩
457190,류승호,20230502,서울특별시 서초구 사평대로 84
460850,박상훈,20230601,서울특별시 중구 을지로5길 19
460860,최삼영,20230601,서울특별시 중구 을지로5길 19
462520,최광철,20230704,전라남도 광양시 산업로 55
462870,김형태,20131202,서울특별시 서초구 서초대로77길 55
465770,유재호,20230901,부산광역시 중구 중앙대로 102 17층(부산빌딩)
475150,김해중,20240304,경기도 성남시 분당구 판교로 332
475560,백종원,19940112,"서울특별시 강남구 봉은사로1길 39 5, 6층"
480370,"김유곤, 안근표 (공동 대표이사)",20040223,"경기도 용인시 기흥구 신구로12번길 32, 씨케이빌딩"
483650,반성연,20160309,"서울특별시 마포구 마포대로 78 (도화동, 자람빌딩), 12층"
484870,김병근,20201201,경상남도 창원시 성산구 완암로 171
487570,"노기수, 안성훈 (각자 대표이사)",20240701,서울특별시 마포구 마포대로 119 (공덕동)
489790,김기철,20240902,경기도 성남시 분당구 판교로319번길 6
499790,박민수,20241202,"서울특별시 강남구 논현로 508, GS타워"
0001A0,"김기철, 박주동",20201109,전라남도 여수시 산단중앙로 233
000250,전인석,19431229,경기도 화성시 향남읍 제약공단2길 71
000440,"한상열, 한상은 (각자 대표이사)",19461008,서울특별시 용산구  한남대로 82
0004V0,문두성,20110111,경상남도 밀양시 부북면 사포산단1길 35
0004Y0,황선국,20241209,서울특별시 영등포구 국제금융로8길 32
0007C0,박외진,20110322,서울특별시 강남구 선릉로 704 청담벤처프라자 8층 &nbsp
0007J0,신태현,20181102,"서울특별시 서초구 서초대로 111 2층(방배동, JS빌딩)"
0008Z0,"배재혁, 황외열(공동 대표이사)",20170622,"경기도 화성시 동탄순환대로 830 (영천동, 동탄SKV1center) 7층"
0009K0,허남구,20180827,"서울특별시 송파구 정의로 67 9층, 10층, 11층(문정동, 엠케이타워)"
001000,박재흥,19760308,대구 동구 각산동 291-1
0010F0,허찬회,19941227,"충청북도 충주시 주덕읍 중원산업로 101(당우리, (주)보원케미칼)"
0010V0,김진국,19801222,"서울특별시 구로구 디지털로33길 28, 608호"
0011A0,김명진,20091120,대전광역시 유성구 테크노1로 57 &nbsp
0011T0,"정민교, 최영훈",20160526,대구광역시 수성구 알파시티1로31길 9
0013V0,박용준,20150904,부산광역시 영도구 태종로99번길 36(봉래동2가)
001540,"어진, 박인철 (각자 대표)",19590212,경기도 과천시 과천대로7길 12 (갈현동) 프리즘스퀘어2 A동
0015G0,조현일,19990414,충청북도 청주시 청원구 오창읍 각리1길 45 &nbsp
0015N0,김영균,20010201,서울특별시 강남구 강남대로 162길 41-4(신사동)
0015S0,홍석민,20160714,"경기도 수원시 영통구 광교중앙로266번길 40, 4층(하동, 에스케이법조타운) &nbsp"
0017J0,민남홍,20140217,경기도 용인시 기흥구 용구대로2211번길 7
001810,이도균,19560726,서울특별시 강남구  강남대로 656 (신사동)
001840,한주희,19560830,서울특별시 강남구 테헤란로 207 아가방앤컴퍼니빌딩 7층
002230,황재용,19571212,서울특별시 성동구 왕십리로 46(성수동1가)
002290,박종웅,19580205,서울특별시 강남구  언주로 329
002680,하상경,19590626,부산 남구 대연3동 598-7
002800,이병기,19590909,세종특별자치시  소정면 소정산단동로 9 -
003100,이상필,19610125,인천 중구 항동 34-2
003310,정석원,19620116,서울특별시 광진구 천호대로 549 20층
003380,김홍국,19500401,전라북도 익산시 중앙로 121 -
0037T0,김세준,20250317,서울특별시 영등포구 여의나루로 50
003800,안성호,19770512,경기도 성남시 중원구 사기막골로105번길 42
0039P0,"이주민, 이동호",20150203,"서울특별시 서초구 서초대로74길 4, 20층"
0041B0,허명현,20250325,"서울특별시 영등포구 의사당대로 97, 17층"
0041J0,이정국,20250326,서울특별시 영등포구 여의나루로 60
0041L0,박정수,20250331,서울특별시 영등포구 의사당대로 82 하나증권빌딩
0044K0,남궁혁,20250408,서울특별시 서초구 서초대로74길 11
004590,최훈학,19660520,서울특별시 강남구  학동로 120
004650,"이연희, 임우석 (각자대표이사)",19660616,전라북도 전주시 덕진구 원만성로 15
004780,"박봉국, 박봉준 (각자대표이사)",19661224,서울특별시 강남구 역삼로 221
005160,이원휘,19670901,서울특별시 중구  다동길 46
005290,이준혁,19730710,인천광역시 서구  백범로 644
0054V0,김수한,20250509,서울특별시 영등포구 여의대로 108
005670,"성민겸, 최영길(각자대표)",19680809,대구광역시 달서구 성서서로 121 -
005710,"허재건,양광직,김재덕(각자대표)",19680910,경기도 안산시 단원구 원시로 179
005860,차상협,19681126,경기도 용인시 기흥구 하갈로 127(하갈동)
005990,"김정완, 권태훈(각자대표이사)",19690214,서울시 종로구 종로1길 50 더케이트윈타워A동
