종목코드,대표자,설립일,주소
237690,Sung Moo-je,20080818,"경기도 시흥시 협력로 231(정왕동, 시화공단 1나 802호) &nbsp"
237750,윤남선,19990304,경기도 과천시 과천대로7길 68 과천 E타워
237820,조명진,20100312,경기도 성남시 분당구 황새울로359번길 11 &nbsp
237880,한현옥,19970531,서울특별시 성동구 왕십리로 66 -
238090,권오빈,20100623,충청북도 음성군 대소면 한삼로 224-7
238120,정연철,20081002,경기도 군포시 고산로148번길 18 -
238200,"이원범, 박명수(각자대표)",19991012,강원도 홍천군 홍천읍 농공단지길 23-16
238490,김주환,19990115,인천광역시 남동구 남동서로 126
239340,김남현,20160212,서울특별시 서초구 반포대로 3 이스트빌딩 -
239610,이해연,20000928,"경기도 의왕시 안양판교로 89 (포일동, 에이치엘사이언빌딩)"
239890,현서용,20090824,"경기도 용인시 기흥구 동백중앙로16번길 16-25, 804호(중동, 대우프론티어밸리 1단지) &nbsp"
240550,최낙이,20141226,충청남도 보령시 웅천읍 산업단지길 30
240600,"여현국, 이미연",20100519,충청북도 청주시 흥덕구 2순환로742번길 42
240810,Tae Hyuk Ahn,20160404,경기도 평택시 진위면 진위산단로 75
241520,윤건수,20120118,서울특별시 성동구 뚝섬로1길 10 (성수동1가) 3층
241690,"이좌영, 이시은, 이민규(공동대표)",20000623,부산광역시 사하구 신산로 140 (신평동) 유니테크노
241710,"조임래, 박은희(각자대표)",19991005,충청북도 음성군 대소면 대금로 196번길 17-12
241770,"이재정, 박영순 (각자대표)",20001101,경기도 평택시 산단로121번길 89 (주)메카로
241790,이동준,20120302,충청북도 보은군 삼승면 남부로 3790-52 -
241820,김소연,20080212,"서울특별시 금천구 디지털로9길 99 (가산동, 스타밸리) 701호"
241840,이상백,20040106,"서울특별시 마포구 월드컵북로 396 연구개발타워 14층 1401호 (상암동, 누리꿈스퀘어)"
242040,"정철, 김화중(공동대표이사)",20160330,"서울특별시 강서구 마곡중앙8로3길 41 (마곡동, 나무기술 마곡R&D센터)"
243070,Song Soo-young,20160503,경기도 성남시 수정구 창업로 17 판교 아이스퀘어 A동 8층
243840,황만용,20090813,경기도 오산시 양산로 48
244460,김태현,20061116,경기도 용인시 기흥구 동백중앙로16번길 16-4 에이스동백타워1동 20층
245620,"이민섭, 마민철, 김봉조 (각자대표)",20130506,인천광역시 연수구 갯벌로 143 -
246250,이영태,20070117,"경기도 수원시 영통구 창룡대로 260, 광교센트럴비즈타워7층 (이의동)"
246690,이동현,20080228,"서울특별시 강남구 선릉로 531, 3층 302호"
246710,윤원수,20130311,경기도 시흥시 마유로 96 -
246720,조응준,20060127,"경기도 수원시 영통구 광교로 145, 11층(이의동, 차세대융합기술연구원 에이동)"
246960,"이경률, 백세연 (각자대표)",20100419,서울특별시 영등포구 선유로13길 25 에이스하이테크시티 2차 1209호
247540,"각자 대표이사 최문호, 김장우",20160502,충청북도 청주시 청원구 오창읍 2산단로 100 송대리 329
247660,신동근,20030417,충청남도 천안시 서북구 직산읍 4산단4로 48
250000,김대영,20151102,서울특별시 강남구 강남대로 518 화이트518
250060,김지헌,20160701,경기도 성남시 분당구 판교로 253 이노밸리C동 2층 203호
250930,전춘섭,20160715,경기도 군포시 공단로 356-3 (지번 주소: 경기도 군포시 산본1동 1026-2)
251120,"모상현, 정대현",20051111,"인천광역시 연수구 송도미래로 30 A동 509호, 510호, 511호"
251370,"전성욱, 김균록 (각자대표)",19990211,인천광역시 연수구 송도미래로 111 와이엠티 송도R&D센터
251630,"김선중, 김민 (각자대표이사)",20060530,경기도 성남시 수정구 금토로 61 (금토동)
251970,"이재신, 이도훈",20010810,인천광역시 부평구 부평대로329번길 46
252500,이훈구,20160818,충청북도 진천군 초평면 은암길 36 -
252990,최유진,20160610,"경기도 성남시 분당구 판교로255번길 28, 8층(삼평동, DHK솔루션빌딩) -"
253450,Jang Kyung-ik,20160503,"서울특별시 마포구 매봉산로 75 1701호 (상암동, 디디엠씨)"
253590,염동현,20160905,경기도 안양시 동안구 시민대로327번길 12-26 주식회사 네오셈
253840,손미진,20111209,대전광역시 유성구 테크노2로 206 사무동2층 수젠텍
254120,김형철,20160920,경기도 성남시 중원구 사기막골로 177 금강하이테크밸리 619호
254490,이정,19960104,서울특별시 구로구 경인로53길 15 나동 4403호
255220,박창호,20091211,"인천광역시 서구 봉수대로300번길 15, 300번길 9 &nbsp"
255440,강경인,20020411,경기도 파주시 탄현면 한산로 69
256150,"고인선, 이광규",20031126,대전광역시 유성구 테크노8로 13
256630,"안범모, 강대현",20161013,충청남도 아산시 둔포면 아산밸리로 89 -
256840,최완규,20161014,"대구광역시 달서구 성서공단로11길 62 대구테크노파크 벤처공장 1호관 405호(사무실),502호, 503호, 206호,"
256940,김하용,20000904,서울특별시 강남구 테헤란로13길 8-11 킵스빌딩 4층
257370,"이규호, 오영현 (각자 대표)",20011015,대구광역시 달서구 성서공단로25길 16 &nbsp
257720,김성운,20020119,"경기도 성남시 분당구 판교역로 231, 에스동 907호"
258610,최연지,20090519,부산광역시 강서구 범방2로 6 &nbsp
258790,배환국,20161101,"경기도 과천시 과천대로7나길 9 5층(갈현동,디엑스타워)"
258830,신용섭,20100803,경기도 파주시 신촌2로 11
259630,김종성,20030408,충청북도 청주시 흥덕구 옥산면 옥산산단로 27 엠플러스 사옥
260660,이항구,19921228,서울특별시 서초구 바우뫼로27길 7-21 (양재동)
260930,정인용,20010508,서울특별시 서초구 효령로 234 씨티케이코스메틱스
260970,여경목,19981215,충청북도 청주시 흥덕구 오송읍 오송생명4로 163
261200,심기봉,20161201,대구광역시 달서구 성서서로 99 덴티스
261520,박광목,20010226,"대구광역시 수성구 알파시티1로31길 2, 401호"
261780,정재준,20000609,"경기도 성남시 중원구 둔촌대로 560,  406,407호(상대원동, 벽산테크노피아)"
262260,임종현,20000627,"경기도 안양시 동안구 부림로170번길 41-14 (관양동, 에이프로 글로벌센터)"
262840,"김순모,박원일(각자대표)",19961127,"서울특별시 강남구 도곡로 121 (역삼동), (주)아이퀘스트 빌딩"
263020,최민석,20000512,경기도 안산시 단원구 별망로 345
263050,권병세,20150227,"서울특별시 금천구 가산디지털1로 58 408호 (가산동, 에이스한솔타워)"
263600,이준용,19920801,경상북도 구미시 산동면 첨단기업7로 98-23
263690,박정병,20030925,경기도 광명시 하안로 60 광명테크노파크 E동 7층
263700,이민경,20120410,서울특별시 강남구 역삼로2길 16 S타워 11층
263720,최원영,20120104,서울특별시 구로구 디지털로32길 30 코오롱디지털타워빌란트. 1301-1308호
263750,허진영,20100910,"경기도 과천시 과천대로2길 48 (갈현동, 펄어비스 홈 원)"
263770,김종식,20170123,경상북도 포항시 남구 철강로 290 (주)유에스티
263800,"배복태, 정교중",20110103,"서울특별시 강남구 언주로 620, 10층"
263810,김승천,19880701,경상남도 김해시 진영읍 본산로269번길 16-34 -
263860,이동범,20050106,"경기도 안양시 동안구 벌말로 66 12층 A-F(관양동,평촌역 하이필드)"
263920,이충모,20020625,인천광역시 서구 원적로7번길 29 (주)에스엔피월드
264450,"이상근, 이정길(공동대표)",20170302,경기도 성남시 분당구 판교로255번길 68
264660,"홍사문, 홍중선 (각자 대표이사)",20020716,경기도 안성시 원곡면 승량길 162 &nbsp
264850,심재귀,20170210,인천광역시 서구 파랑로466번길 30 (청라동) -
265520,Yoo Ho Sun,20170302,경기도 화성시  동탄면 동탄산단8길 15-5 &nbsp
265560,엄준형,20000808,충청남도 아산시 둔포면 아산밸리로 132
265740,김학철,20120423,인천광역시 연수구 갯벌로145번길 15-8 &nbsp
267320,박근노,20170322,경기도 평택시 진위면 마산6로 6 -
267790,박영준,20100107,서울특별시 용산구 새창로44길 10 2층
267980,"김선희, 이인기(각자대표)",20170501,서울특별시 종로구 종로1길 50 &nbsp
269620,이종원,20040716,대전광역시 유성구 테크노7로 32-13(용산동)
270520,김재섭,20170420,"경기도 성남시 수정구 창업로 43 4층 제비-402호(시흥동,판교글로벌비즈센터)"
270660,정우철,20150106,"경기도 과천시 과천대로7나길 60 과천어반허브 A동 6층(603호,604호,606호)"
270870,김도언,20010412,서울시 송파구 백제고분로 27길 6-14 (삼전동 101-3) -
271830,김재웅,20050805,경기도 화성시 동탄면 동탄산단9길 9-22
272110,심호섭,20050428,충청남도 아산시 음봉면 스마트산단1로 22 케이엔제이
272290,"장경호, 강정태(각자 대표이사)",20170601,충청남도 아산시 둔포면 아산밸리로 171
273060,"김종원, 최호준(각자 대표이사)",20170601,경기도 성남시 수정구 금토로 69 다우디지털스퀘어 5층
273640,조현길,20040811,충청북도 청주시 흥덕구 옥산면 과학산업3로 38
274090,케네스민규리,20130408,경상남도 사천시 사남면 외국기업로 152-44
274400,조준희,20000524,서울특별시 강서구 마곡중앙8로7길 5 &nbsp
275630,고필주,20100827,"서울특별시 구로구 디지털로26길 111, 1606,1607,1608호 (구로동, 제이앤케이디지털타워)"
276040,"박원철, AOKI EIJI (각자 대표이사)",20020416,서울특별시 강남구 논현로68길 14 -
276730,김백산,20150209,제주특별자치도 제주시 한림읍 금능농공길 62-11
277070,김진하,20060705,"서울특별시 강남구 테헤란로 234, 4층(역삼동, 삼익빌딩)"
277410,김윤세,20170726,경상남도 함양군 수동면 수동농공길 23-26 -
277810,이정호,20110210,세종특별자치시  집현중앙3로 8 세종특별자치시 집현중앙3로 8(집현동)
277880,표인식,20110701,"경기도 화성시 동탄첨단산업1로 27 영천동, 금강 펜테리움 IX타워 코벤트가든 M201"
278280,이상율,20071008,충청북도 충주시 주덕읍 중원산업로 312
278650,백성진,20120419,인천광역시 연수구 아카데미로79번길 38 -
279600,"송민규, 유영근(각자 대표이사)",20000620,경기도 성남시 분당구 판교역로 230 삼환하이펙스B동 9층 제906호  (지번주소:경기도 성남시 분당구 삼평동
281740,김진동,20170922,세종특별자치시  전의면 산단길 22-144 -
282720,"이윤철, 이기보",19931201,"울산광역시 남구 삼산로 257, 7층"
282880,"이재환, 최현순 각자 대표이사",19981016,충청남도 아산시 둔포면 아산밸리로 285 (주)코윈테크
284620,이기섭,20171103,경기도 성남시 분당구 대왕판교로 660 유스페이스1 A동 1210호 일부
285490,오춘택,20070223,"경기도 용인시 기흥구 흥덕중앙로 120 1101호, 1105호, 1106호, 1107호, 1111호, 1112호, 1113호(영덕동, ？"
285800,심영수,19960109,인천광역시 서구 마중로 129
286750,최종욱,20070515,경기도 평택시 산단로52번길 68
287840,박태교,20150401,대전광역시 대덕구 신일동로 101
288180,"김종판, 윤승욱",19900604,경상남도 김해시 진례면 테크노밸리로 12
288330,Andrew Kim,20150917,"경기도 성남시 분당구 판교로 255번길 58, 303호 (삼평동, 씨즈타워)"
288620,"홍성민, 홍문교 각자대표이사",20140228,서울특별시 송파구 법원로6길 11 4층
288980,한상진,20140325,"경기도 성남시 수정구 달래내로 46 810호 (시흥동, 성남글로벌융합센터)"
289010,이재준,20130421,"서울특별시 서초구 매헌로 16 하이브랜드빌딩 16층, 18층"
289080,"박성호, 홍원호",20060405,"서울특별시 영등포구 국제금융로 10 46층 (여의도동, 쓰리아이에프씨)"
289220,"하승봉, 이지철",20080605,서울특별시 강남구 학동로37길 8 &nbsp
289930,한민석,20170502,경기도 화성시 삼성1로5길 46
290090,정한섭(단독대표),20100121,경기도 화성시 삼성1로4길 7-4
290120,이석근,20161004,전라북도 완주군 봉동읍 완주산단8로 66
290270,정동섭,20031215,서울특별시 강동구 고덕비즈밸리로2가길 67 휴네시온타워 휴네시온타워
290520,박웅기,20000803,경기도 시흥시 마유로238번길 21
290550,이지열,20120621,인천광역시 부평구 평천로199번길 25 -
290560,Myunghoon Lee,20050121,"서울특별시 송파구 법원로9길 26, 제4층 제디-405호(문정동, 에이치비지니스파크)"
290650,"이환철, 이재호 (각자 대표이사)",20110802,"경기도 성남시 중원구 둔촌대로 474, 605호, 606호, 607호 (선텍시티)"
290660,백명훈,20100603,경기도 성남시 수정구 창업로 42 판교제2테크노밸리 경기기업성장센터 801호
290670,이준각,19941229,경기도 화성시 팔탄면 현대기아로 25-13
290690,정재준,19960702,충청남도 공주시 정안면 정안농공단지길 32-22
290720,김우주,20130114,"서울특별시 강남구 영동대로106길 17 4층,5층"
290740,하동길,20120904,경기도 용인시 기흥구 흥덕1로 13 제타워동 35층 제에이3504호
291230,조재덕,20180206,서울특별시 강남구 도산대로 128 8층
291650,정집훈,20110401,"경기도 성남시 분당구 판교로228번길 15 3동 301호(삼평동, 판교세븐벤처밸리1)"
291810,김동기,20150904,경기도 용인시 기흥구 기흥로 58 기흥 ICT밸리 SKV1 B동 B335호
293490,"김태환, 이시우 (공동대표이사)",20130822,"경기도 성남시 분당구 판교역로 152, 14층(백현동, 알파돔타워 3) &nbsp"
293580,이승원,20070806,서울특별시 강남구 테헤란로 534 글라스타워빌딩 3층
293780,이수진,20090724,"경기도 용인시 기흥구 흥덕1로 13 타워동 30층(영덕동, 흥덕아이티밸리)"
294090,김재진,20110927,경기도 성남시 분당구 돌마로 172 분당서울대학교병원 헬스케어혁신파크 H2202호
294140,이종일,20120918,경상북도 구미시 산동면 산호대로 1105-65
294570,김종현,20061214,"서울특별시 영등포구 영신로 220, KnK디지털타워 19층"
294630,문승현,20041117,경기도 안성시 원곡면 승량길 52
295310,문승호,20120607,경기도 안양시 동안구 시민대로248번길 25
296640,"심현섭, 장인수(공동대표이사)",20070111,서울특별시 송파구 법원로6길 7 유탑테크밸리 12층
297090,김창헌,20071109,서울특별시 강남구 언주로 723 8층(논현동)
297570,신정관,20180426,경기도 성남시 분당구 황새울로258번길 31 11층
297890,이재원,20010906,세종특별자치시  소정면 소정산단6로 48 에이치비솔루션 주식회사
298060,김유정,20140702,"인천광역시 연수구 갯벌로145번길 7-7 (송도동, 에스씨엠생명과학(주))"
298380,이상훈,20160216,서울 강남구 봉은사로 456 에이비엘바이오빌딩
298540,박영준,20040220,서울특별시 용산구 새창로44길 10 -
298830,"배현섭, 오승욱",20020306,경기도 성남시 수정구 금토로80번길 37 인피니티타워 E동
299030,오태봉,20030318,경기도 용인시 처인구 남사면 전나무골길2번길 56-7
299170,이윤석,20180511,서울특별시 송파구 삼학사로 47(삼전동) -
299660,강창율,20061201,서울특별시 관악구 관악로 1 서울대학교 관악 940동(연구공원지원시설) B119호
299900,조재덕,20160415,서울특별시 강남구 도산대로 128 국민연금강남회관 9층
300080,이정수,20120824,서울특별시 강남구 영동대로96길 20 대화빌딩 6층
300120,이석중,20100118,"경기도 과천시 과천대로7나길 60 과천어반허브 C동 5층, 6층"
301300,김경서,20000708,서울특별시 용산구 독서당로 97 (한남동)
302430,이갑수,20080603,경기도 화성시 정남면 정남산단1길 40 -
302550,이근용,20030731,충청북도 청주시 흥덕구 오송읍 오송생명2로 84 -
303030,홍근의,20180626,"경기도 용인시 기흥구 흥덕1로 13 흥덕아이티밸리 1901호, (주)지니틱스"
303360,임국진,20000322,"서울특별시 강서구 양천로 401, 강서한강자이타워 A동 702호"
303530,이성진,20080110,"서울특별시 금천구 디지털로9길 47 한신IT타워 2차 9층, 11층"
303810,박재원,20170501,서울특별시 강남구 테헤란로108길 7
304100,이경일,19810817,서울특별시 송파구 올림픽로35길 123 향군타워 9층
304360,강세일,20030811,"경기도 파주시 문발로 320 사무동, 연구동"
304840,"강성민, 전용범",20020909,"경기도 성남시 분당구 판교로 242, 판교디지털센터 C동 7층"
305090,김경남,20020802,경기도 성남시 분당구 판교역로 225-15 업무B동 6층
306040,이주영,20080314,서울특별시 강남구 도곡로 156 SJ빌딩
306620,"허준영(각자 대표이사), 이광노(각자 대표이사)",20180824,경기도 안양시 동안구 부림로 146 네온테크 -
307180,송성근,20180831,충청남도 천안시 동남구 수신면 장산동길 32 아이엘사이언스 천안공장
307280,김원일,20180903,경상북도 구미시 1공단로5길 56 ㈜원바이오젠
307750,홍종호,20180911,"경기도 안양시 동안구 학의로 282 B동 1516호 (관양동,금강펜테리움)"
307870,"이정훈, 송창종 (각자 대표이사)",20180912,"서울특별시 영등포구 선유로 146 2층 210호(양평동3가, 이앤씨드림타워)"
307930,김학범,20061018,서울특별시 강남구 테헤란로 620 에이동 14층
308080,기평석,20130201,서울특별시 금천구 가산로9길 66 더리즌밸리 지식산업센터(가산동)
308100,최준호,20160801,인천광역시 연수구 하모니로177번길 49 형지글로벌 패션복합센터
308430,김권,20100721,서울특별시 종로구 대학로 103 서울대학교 암연구소 6층
309710,김인규,20050526,충청북도 청주시 청원구 오창읍 양청송대길 231
309930,송윤섭 (단독대표이사),20181011,"서울특별시 서초구 매헌로 16 하이브랜드 패션관 5층(양재동, 라시따델라모다)"
309960,박기호,19960704,"서울특별시 강남구 테헤란로 512, 13층(대치동, 신안빌딩)"
310200,전승택,20181015,"서울특별시 영등포구 국제금융로 10 28층(여의도동, Three IFC)"
310210,김현태,20150224,인천광역시 연수구 송도과학로 32 에스동 18층
310870,"이종훈, 임동하(각자대표이사)",20181022,경상북도 경산시 진량읍 공단7로 42 대원리 498번지 디와이씨 주식회사
311320,신현국,20050503,경기도 안성시 금석3길 30
311390,이준우 (단독대표이사),20070108,"서울특별시 강남구 언주로93길 27 12층(역삼동, 아시아미디어센터)"
311690,윤상배,20091118,서울특별시 중구 세종대로 14 그랜드센트럴타워 B동 7층
312610,김명훈,19980916,대구광역시 달성군 구지면 국가산단대로33길 270 -
313760,김용선,20030821,경기도 용인시 처인구 모현읍 초부로54번길 7-3
314130,"홍유석, 배지수, 박한수 (각자 대표이사)",20150924,"경기도 수원시 영통구 창룡대로256번길 50 7층, 8층"
314140,윤재훈,20160805,서울특별시 강남구 삼성로 634
314930,임욱빈,19991008,서울특별시 성동구 아차산로5길 24-4
315640,최우식,20080204,"서울특별시 구로구 디지털로33길 48 19층(구로동, 대륭포스트타워 7차)"
317120,최승욱,20030926,서울특별시 강남구 언주로135길 25 (논현동)
317240,김용채,20190111,"서울특별시 영등포구 양평로 96 1층,6층,8층(양평동4가,티에스빌딩)"
317330,김병기,20060316,충청남도 천안시 동남구 풍세면 풍세산단2로 39 &nbsp
317530,김동하,20141030,서울특별시 구로구 디지털로31길 20 902호
317690,"권성훈, 홍영석 (공동대표이사)",20101129,"서울특별시 금천구 가산디지털1로 131 B동 16층(가산동, 비와이씨하이시티)"
317770,윤상철,20170403,"경기도 성남시 중원구 사기막골로62번길 37 1207호 (상대원동, 스타타워)"
317830,"심상균, 심효준",19880309,경상남도 양산시 어곡공단로 123
317850,이원해,19890616,경기도 시흥시 엠티브이26로58번길 56 -
317870,한정철,20010116,충청북도 제천시 한방엑스포로 85(왕암동) -
318000,부삼열,20010302,충청남도 천안시 동남구 성남면 대흥신덕길 84-19
318010,이병욱,20000315,서울특별시 강서구 마곡중앙8로3길 37 -
318020,이철환,20060728,"서울특별시 금천구 디지털로 178 (가산동, 가산퍼블릭) A동 26층"
318060,심운섭,20170102,서울특별시 금천구 가산디지털1로 225 6층
318160,이권선,20150707,"경기도 안양시 동안구 시민대로 401 대륭테크노타운15차 제2001호,제2101호"
318410,"강기태,전용태",20080619,대전광역시 대덕구 문평동로 25 -
319400,도익한,20190218,서울시 종로구 율곡로 194 현대그룹빌딩
319660,"이경일, 하형찬 각자대표",20190401,경기도 화성시 삼성1로4길 48
320000,김백산,20190305,경기도 군포시 고산로 166 104동 1001호
321260,"김영선, 임이빈",20190313,경기도 군포시 고산로148번길 17 군포IT밸리 411호
321370,김병남,20150605,경기도 화성시 동부대로 792 (주)센서뷰
321550,김훈택,20161206,"경기도 성남시 수정구 창업로40번길 30 6층 (시흥동, 판교아이티센터)"
321820,박승현,20100717,서울특별시 강남구 도산대로 430 3층(청담동)
322180,김정하,20060825,서울특별시 강남구 학동로5길 7
322310,"각자 대표이사 이준우, 최성원",20031021,경기도 화성시 동탄구 삼성1로5길 25 -
322510,김동민,20140218,충청북도 청주시 청원구 오창읍 양청송대길 10 청주미래누리터(지식산업센터) 204호
322780,오영섭,20190401,서울특별시 마포구 월드컵북로 361 8층(DMC이안상암2단지)
323280,김종학,20190405,충청남도 천안시 서북구 성환읍 비아이티산단로 235 -
323350,남기중,20091120,경기도 안산시 단원구 목내동 390-1 -
323990,이제중 (단독 대표이사),20100218,전라남도 화순군 화순읍 산단길 98-1 (주)박셀바이오
327260,남동우,20071228,"경기도 안산시 단원구 강촌로 213, 215(목내동) ."
328130,서범석,20130823,"서울특별시 강남구 강남대로 374 4층~9층(역삼동, 케이스퀘어 강남II)"
328380,이정근,20190604,"경기도 과천시 과천대로12길 117 지동 701호,702호,802호(문원동 과천지식정보타운공공주택지구지식10블록"
330350,성대영,20040819,서울특별시 서초구 동산로12길 9
330730,유승운,20170531,"서울특별시 강남구 테헤란로 211 14층(역삼동, 케이에프에이에스빌딩)"
330860,"이창우, 이병구(각자 대표이사)",20190401,충청북도 괴산군 청안면 네패스로 42 주식회사 네패스아크
331380,구형모,20190710,경기도 안양시 동안구 엘에스로91번길 16-17 포커스빌딩
331520,신재명,20190715,서울특별시 금천구 남부순환로 1282 밸로프타워
331740,"이석우, 김덕수(각자대표이사)",20190823,"서울특별시 영등포구 여의공원로 115 세우빌딩, 8층"
331920,"박종갑, 김효기",20101129,"서울특별시 금천구 가산디지털1로 131, A동 19층 및 20층 2004호 외 &nbsp"
332290,"김창균, 이경원",20190724,경기도 수원시 권선구 서호로 89 5동 106호
332370,노현철,20051208,"서울특별시 구로구 디지털로33길 50, 601"
332570,유대규,20061201,"경기도 성남시 분당구 황새울로319번길 8-4 (서현동, 삼헌빌딩)"
333050,"김인수, 윤영호 (각자 대표이사)",20190731,서울특별시 마포구 상암산로 76 YTN 뉴스퀘어 14층
333430,김성욱,20190807,부산광역시 강서구 녹산산단165로14번길 31 주식회사 일승
333620,진승언,20060112,충청남도 아산시 음봉면 스마트산단3로 18 (주)엔시스
334970,김진우,20150602,충청북도 청주시 흥덕구 오송읍 오송생명1로 197
335810,김한신,20090928,대전시 유성구 테크노2로 306
335870,"임신영, 김동린(각자대표)",20190902,"서울특별시 강남구 테헤란로98길 15 11층 (대치동, 송강빌딩)"
336060,"김학성, 박창훈",20190904,"서울특별시 구로구 디지털로26길 61 1001호(구로동, 에이스하이엔드타워2차)"
336570,"김종원, 김정현",20190916,대전광역시 유성구 테크노8로 64 (용산동)
336680,박영근,20040524,경상북도 구미시 옥계2공단로 46-14
337930,이수연 (단독 대표이사),20170823,"서울특별시 성동구 뚝섬로1길 63, 12층(성수동1가, 영창디지털타워)"
338220,이예하,20141210,서울특별시 서초구 강남대로 479 9층
338840,"박영우, 박범찬(각자대표)",20071231,"대전광역시 유성구 테크로 4로 17, 비715호"
339950,김석철,20191011,"서울특별시 서초구 강남대로 279 4,5층(서초동, 백향빌딩)"
340360,김삼연,20191017,경기도 안양시 동안구 벌말로 112 주식회사 다보링크
340440,나상수,20191017,경기도 평택시 오성면 오성북로 154-51 (주)세림비앤지
340450,기창석,20130731,경기도 용인시 기흥구 이현로30번길 107
340570,최윤소,19980609,경기도 용인시 수지구 신수로 767 에이동 2401호
340810,남운성,20100531,서울특별시 강남구 테헤란로22길 12
340930,오윤호,20120405,경기도 안성시 원곡면 지문로 203-160 유일에너테크(주)
342870,김상무,20140129,서울특별시 서초구 효령로46길 97
344860,이광훈,20050907,"서울특별시 구로구 디지털로33길 28, 301호"
347000,"하승철, 변기수",20041123,경기도 오산시 독산성로 445 (주)센코
347700,최광수,20120926,서울특별시 강남구 삼성로95길 27 3층
347740,"박진오, 이해광(각자대표)",20101007,서울특별시 영등포구 국회대로62길 25 교육시설재난공제회관 4층
347770,김민용,20160119,인천광역시 남동구 남동동로138번길 15 -
347850,이슬기,20141128,"경기도 성남시 수정구 금토로80번길 27 (금토동, 텔레칩스) 4층"
347860,황영규,20160603,서울특별시 강남구 논현로 653 3층(논현동)
347890,강원희,19990408,경기도 안양시 동안구 시민대로327번길 11-35 엠투아이빌딩
348030,임중수,20070709,"서울특별시 성동구 성수이로 62 7층 (성수동2가, 무신사성수S1)"
348080,김성준,20160715,충청북도 청주시 흥덕구 오송읍 의료단지길 143 -
348150,이한승,20140811,"서울특별시 관악구 관악로 1 220동 745-1호(신림동, 서울대학교종합연구동)"
348210,박태훈,20100623,경기도 화성시 동탄산단9길 23-12
348340,박종훈,20130214,서울특별시 성동구 아차산로 78 (성수동2가)
348350,"유승교,박현열(각자 대표이사)",20031211,대전광역시 유성구 테크노2로 300 (탑립동)
348370,오정강,20120216,충청북도 제천시 바이오밸리로 107
351320,"이정주,신동희(각자대표)",20200306,경기도 시흥시 엠티브이26로58번길 25 (정왕동)
351330,"김창수, 김범수",20061128,경기도 군포시 군포첨단산업1로 15
351870,최영섭,20040622,서울특별시 강남구 학동로43길 6
352090,"강기환, 최준수",19991008,서울특별시 강서구 화곡로68길 143
352480,"배수아, 차건아 (각자 대표이사)",20131025,경기도 화성시 삼성1로5길 39
352700,하춘욱,20030527,부산광역시 강서구 녹산산업중로192번길 24
352770,백서현,20110621,"경기도 수원시 영통구 대학4로 17 제 4층 416호(이의동, 에이스광교타워 1차)"
352910,황도연,20030318,경기도 성남시 분당구 판교로 338 3층
352940,이혁재,19971106,- -
353190,김진석,20200331,"서울특별시 금천구 가산디지털2로 115 416호(가산동, 대륭테크노타운3차)"
353590,최찬욱,20120131,경기도 안양시 만안구 전파로24번길 63
353810,"김재원, 조석현(각자대표)",20200501,서울특별시 강남구 강남대로 310 (역삼동 837-11) 유니온센터 3층
354200,김민식,20151030,"서울특별시 구로구 디지털로 288 303호. 304호. 305호. 306호. 307호. 제지1층 제비 127호, 제지1층 제비 1"
354320,"신상호, 박준표",20011101,경상남도 창원시 성산구 공단로 148
355150,한규진,20200428,인천광역시 남동구 남동서로 261 주식회사 코스텍시스
355390,김광일,20170425,"서울특별시 강남구 테헤란로 309 삼성제일빌딩, 5층"
355690,한택수,20160215,서울특별시 구로구 디지털로31길 38-9 에이스테크노타워1차 6층 603-2호
356680,주갑수,20101210,"경기도 과천시 과천대로7나길 34 3층(갈현동, 가비아@)"
356860,백성현,20110325,경기도 안산시 단원구 신원로 305
356890,육동현,20050112,서울특별시 서초구 효령로 39
357230,최승호,20120406,서울특별시 영등포구 양평로 115 -
357550,임형섭,20001218,경기도 안산시 단원구 별망로459번길 24
357580,"김인응, 김병규 각자 대표이사",20081101,충청남도 천안시 서북구 직산읍 모시리 308 천안 제4지방산업단지 19-1블럭
357780,박영수,20200701,"경기도 성남시 수정구 금토로 52 F동 (금토동, 솔브레인)"
357880,신재혁,20131028,서울특별시 강남구 테헤란로 516 정헌빌딩 4층
358570,"장명호, 홍준호(각자대표이사)",20170719,"서울특별시 송파구 송파대로 167 비동 1014호(문정동, 문정역 테라타워)"
359090,윤문태,20200618,"서울특별시 강남구 역삼로 412 (대치동, 씨엔알빌딩)"
360070,노환진,20120215,경기도 이천시 호법면 덕평로 554-30
360350,이준희,20070613,대전광역시 유성구 테크노2로 199
361390,유태삼,20041103,"경기도 군포시 농심로72번길 1 (당정동,제노코빌딩)"
361570,"김진우, 김도훈",20100305,"서울특별시 광진구 자양로 129 12층(자양동, 알비더블유타워)"
361670,박상익,20000612,경기도 성남시 중원구 둔촌대로 446
362320,최석주,20171114,서울특별시 강남구 언주로 735 16층
362990,김기철,20120820,"서울특별시 구로구 디지털로33길 12 1410,1411,1412호"
363250,"서유진, 박성영",20100324,대전광역시 유성구 테크노2로 200-9
363260,유범령,20200813,서울시 강남구 역삼동 721-38 -
364950,안진호,20140822,경기도 수원시 권선구 산업로 94 -
365270,유재현,20160512,서울특별시 서초구 효령로 23-1 -
365330,홍성균,20150701,충청북도 충주시 엄정면 세고개로 154
365340,이강명,20170329,전북특별자치도 군산시 새만금북로 122 -
365590,고범규,20200909,경기도 성남시 분당구 대왕판교로644번길 49 DTC타워 10층(삼평동)
