종목코드,재무제표종류,유동자산_2023,유동자산_2022,유동자산_2021,유동부채_2023,유동부채_2022,유동부채_2021,부채총계_2023,부채총계_2022,부채총계_2021,자본총계_2023,자본총계_2022,자본총계_2021,매출액_2023,매출액_2022,매출액_2021,영업이익_2023,영업이익_2022,영업이익_2021,당기순이익_2023,당기순이익_2022,당기순이익_2021
071950,CFS,27347301089.0,30927207710.0,33926678068.0,50668790741.0,50790972728.0,55625237254.0,59599078671.0,58375881363.0,60259190280.0,10847539218.0,17870243546.0,19040055661.0,73746191894.0,97886470716.0,110769785777.0,-3034190053.0,-704501535.0,-4666241262.0,-6690888544.0,-1663238571.0,-5265753179.0
071970,CFS,196470091901.0,165093772307.0,182389805124.0,206642830744.0,184789558770.0,244851204057.0,228637992918.0,224154879957.0,276445468016.0,225375915294.0,192136113895.0,153961262140.0,245020790824.0,177460633009.0,137403818447.0,17924999731.0,11120635288.0,-8032257079.0,31641504580.0,14143936944.0,-7828437540.0
072130,CFS,30979584609.0,35544007776.0,38603932873.0,5993188329.0,5219751195.0,6904788519.0,8118758110.0,7242894540.0,9512538390.0,54830211281.0,53780737043.0,52204135220.0,36639038647.0,30044902862.0,29681809011.0,-1777259096.0,845798193.0,3147724544.0,1436086547.0,2207360787.0,14606475501.0
072710,CFS,333375108446.0,249773988834.0,229153164470.0,319919550927.0,249036398908.0,240720011726.0,380779227828.0,311863433252.0,289723336280.0,1124279984014.0,1077267430845.0,1038914395724.0,769496371794.0,674579201408.0,641495585628.0,75309845521.0,52812907521.0,55765471354.0,67264054937.0,34206190797.0,49163434609.0
073240,CFS,2002202864697.0,1764940163323.0,1553028645650.0,1886332067676.0,2342835848721.0,1500526343781.0,3431924258799.0,3450429792209.0,3060638117114.0,1399056998591.0,1244555611275.0,1281567868390.0,4041412157685.0,3559158461842.0,2601223215947.0,411010498490.0,23135670517.0,-41517840259.0,171848469734.0,-77469716124.0,-71850672717.0
074610,CFS,68982242990.0,57415297536.0,48698471324.0,86218960725.0,54988092370.0,29072455139.0,92817664767.0,55540873039.0,30435535805.0,79342256717.0,64786770329.0,72374342668.0,44887669106.0,26895279587.0,55395307036.0,-23921334947.0,-13174840671.0,-1916356326.0,-60808657454.0,-36257081136.0,-19549396989.0
075180,CFS,147595062283.0,149093964941.0,150471452225.0,23565966168.0,22533193757.0,25272284828.0,27269308416.0,26237446966.0,29993561554.0,230301783101.0,229972314823.0,238384936363.0,140307231181.0,138037550411.0,127605612573.0,-7620523972.0,-3096423313.0,326215326.0,3330585962.0,-5954986070.0,14025569682.0
075580,CFS,125520791840.0,154824317452.0,199499601560.0,247450768256.0,245938218461.0,241375169056.0,312332840336.0,342503861017.0,367209564922.0,231686076362.0,209345312736.0,203194732371.0,384796445852.0,410053666579.0,250380851313.0,33554734501.0,24932252322.0,3715273239.0,22730327421.0,13357564878.0,14059998585.0
077500,CFS,420677252489.0,397107859468.0,271743346847.0,240395764592.0,259498772647.0,170132481979.0,240747285701.0,262882234237.0,181823563167.0,213657095076.0,347841183941.0,308508654724.0,665926330174.0,729547548896.0,585583158915.0,33985725771.0,47307137709.0,32555669788.0,16341231290.0,44083014070.0,60395383783.0
077970,CFS,490899000000.0,468460000000.0,427101000000.0,577722000000.0,539906000000.0,490794000000.0,639500000000.0,593143000000.0,553505000000.0,259634000000.0,260245000000.0,283975000000.0,630377000000.0,544021000000.0,493455000000.0,18868000000.0,-8816000000.0,3644000000.0,5685000000.0,-26683000000.0,1005000000.0
078000,CFS,78046273159.0,88389298441.0,78276342387.0,12180398934.0,17895877859.0,11088759115.0,14189706820.0,20552807021.0,12790697041.0,112622664084.0,111521033992.0,109384757073.0,40637609678.0,42568934878.0,34822430276.0,3042871954.0,2855339110.0,1154358790.0,5336791438.0,3869096895.0,1810715915.0
078520,CFS,104272776716.0,122000890479.0,116388272149.0,66562573474.0,60523173688.0,61295420152.0,86155959163.0,79356396676.0,79159922956.0,87685530825.0,116075360229.0,114657547116.0,273645246857.0,247873188440.0,262945930671.0,11422012724.0,9975863944.0,-22379323056.0,6146524829.0,1074165022.0,-43362048445.0
078930,CFS,5982341000000.0,5978612000000.0,5388853000000.0,6573930000000.0,6527808000000.0,5501784000000.0,16823230000000.0,17434432000000.0,16988343000000.0,17625195000000.0,16487810000000.0,14202944000000.0,25978494000000.0,28582513000000.0,20165049000000.0,3721802000000.0,5120181000000.0,2651346000000.0,1578711000000.0,2482704000000.0,1614682000000.0
078935,,,,,,,,,,,,,,,,,,,,,,
079160,CFS,474595169749.0,682681904094.0,620645630707.0,1032488905523.0,1238638115169.0,975423222361.0,2932973509969.0,3208379045793.0,3484207008067.0,261241200463.0,393089340695.0,301285367542.0,1545839243146.0,1273191852459.0,733257447682.0,49065796701.0,-70236132416.0,-235797697550.0,-123353396404.0,-214507519598.0,-338788006843.0
079430,CFS,511898828276.0,452085667414.0,430586106427.0,454030879648.0,374995667877.0,320525539478.0,497104513997.0,415626223927.0,374591023346.0,402356810429.0,438533106520.0,489057475175.0,1585704938901.0,1495701107465.0,1406599311907.0,-19852125058.0,-27895323942.0,20240762169.0,-34135531271.0,-50771042676.0,13495394324.0
079550,CFS,2535880560459.0,1822951227868.0,1485925497598.0,2650650421124.0,1899456288192.0,1481145703317.0,2763399823997.0,2077548155320.0,1813542650473.0,1052359009288.0,935179067809.0,763304384997.0,2308571092877.0,2220751868438.0,1822194315440.0,186378438940.0,179111737872.0,97201006836.0,174962143119.0,122939587371.0,105055805629.0
079900,,,,,,,,,,,,,,,,,,,,,,
079980,CFS,301874456947.0,280186390814.0,341936114471.0,369208999534.0,289591977541.0,331277092580.0,511335643613.0,412487679943.0,375572102961.0,271387142946.0,381271947564.0,467843094304.0,927679169915.0,1021725981973.0,1082571526935.0,-71628570854.0,-83009289041.0,6490560612.0,-107986865065.0,-81474057070.0,3496357171.0
081000,CFS,479972969090.0,482564983960.0,525926040690.0,38484272037.0,45177478662.0,72918803258.0,62179846965.0,71340431456.0,106685386546.0,531849507648.0,527965220351.0,535076855622.0,154457870494.0,186836814030.0,187663975968.0,-4369731314.0,3272205622.0,9095705126.0,10565000347.0,-3857396672.0,10803090521.0
081660,CFS,2241652636407.0,2293320102517.0,2041130391810.0,1161274004710.0,1092677843044.0,1051388684026.0,2426230645598.0,2247238042986.0,1982367579088.0,2553918905270.0,2574563334802.0,2306489236326.0,4006627455519.0,4221750126628.0,3793958639955.0,303493542620.0,435072372234.0,492851154169.0,153056827039.0,467543841046.0,337809329714.0
082640,CFS,,,,,,,29965457519850.0,30006997132947.0,34059408798037.0,2903979870319.0,4859589804127.0,3043935891765.0,,,,,,,270645544253.0,-11358865121.0,275618795726.0
082740,CFS,655667267221.0,471073549323.0,344869456683.0,603567818478.0,498756380835.0,431103692458.0,912709874130.0,734604466698.0,586523408202.0,224148291136.0,221625827940.0,209101318087.0,854384414147.0,764242847008.0,598999092899.0,8728565174.0,-29534217363.0,-39778154646.0,-426426612.0,-40272392255.0,-39738223201.0
083420,CFS,82164430553.0,93549310437.0,103451539802.0,78319227043.0,67888815687.0,77813472794.0,81009098842.0,74168153281.0,88296552358.0,120368825236.0,122477181787.0,123392698882.0,282345762196.0,324927356354.0,286224270189.0,4952176367.0,17219652079.0,20850251543.0,3349835122.0,2870341147.0,15928806384.0
084010,CFS,634087784965.0,745924997777.0,811251810574.0,243862856202.0,390488522073.0,487403725481.0,271812694772.0,422049932807.0,512229905753.0,843966379889.0,798446876859.0,720207675718.0,1447832026434.0,2141616301745.0,2030305293579.0,109934599541.0,215379902495.0,201800787108.0,77048614856.0,137607060099.0,163681147068.0
084670,CFS,17506049196.0,17607060819.0,17679587204.0,77785149571.0,77580062177.0,62373087396.0,99329870208.0,90255923833.0,84315063665.0,69064045409.0,75242450320.0,84514490803.0,119970715686.0,104429014786.0,81175925442.0,-287881125.0,-11216972073.0,-22023394046.0,-3093450679.0,-12794473042.0,-23943626892.0
084680,CFS,40408168287.0,46776319544.0,50134099015.0,155215535939.0,123652911198.0,116778536776.0,186383287497.0,185352588241.0,194324047779.0,235283236246.0,246352426459.0,238850678162.0,115275724966.0,126461962948.0,125777554615.0,7922828646.0,14610430386.0,1934269007.0,-9443187616.0,5633003780.0,-13811440442.0
084690,CFS,2137143406101.0,2099794475095.0,1822610184658.0,1331150905892.0,1312750489105.0,1207059740276.0,2576171992995.0,2460226574943.0,2134955896798.0,1583313432652.0,1555100873867.0,1491136537267.0,5259400430149.0,5226659820074.0,4205969181748.0,114614891500.0,143809242039.0,163034063085.0,65516157066.0,78060700923.0,142732811771.0
084695,,,,,,,,,,,,,,,,,,,,,,
084870,CFS,78531513406.0,83592436433.0,71417873988.0,37927184356.0,46335440247.0,49743919023.0,47020621926.0,52145159202.0,62327748051.0,63026081285.0,60182472482.0,54694742274.0,197103368035.0,203091521251.0,188075549588.0,7860055406.0,1957768075.0,5337805554.0,6736053468.0,4927301235.0,-19619878069.0
085310,CFS,169799529022.0,85643414298.0,71679874499.0,41882694058.0,40936876556.0,26677276032.0,62956180856.0,57514392119.0,28011921563.0,184709905261.0,128231542792.0,102714606639.0,91535244729.0,76687877838.0,69091619546.0,-1104109608.0,870341567.0,1930104625.0,59156274919.0,10681446399.0,11161953014.0
085620,CFS,,,,,,,30181275852828.0,30954564227888.0,37248407257122.0,2910747636564.0,4086946927729.0,2678305586719.0,,,,,,,117205082184.0,124815149251.0,79085296201.0
086280,CFS,8771518130998.0,8181858080896.0,6968211360179.0,4467588471380.0,4343758217774.0,3942961992175.0,6941096283685.0,6998172212338.0,6358516107411.0,7783923620253.0,6879612287958.0,5812412135354.0,25683197164064.0,26981880971123.0,21779581931003.0,1554032510087.0,1798516596130.0,1126245705403.0,1070090664293.0,1192805576043.0,783175862240.0
086790,CFS,,,,,,,551744278000000.0,530975132000000.0,466945930000000.0,40181717000000.0,37628148000000.0,35499340000000.0,,,,,,,3468356000000.0,3639410000000.0,3581582000000.0
088350,CFS,,,,,,,132426755373738.0,126615799732833.0,150171792112671.0,15475087526211.0,19694680831182.0,13419581014660.0,,,,,,,825980778277.0,1170477624233.0,1249160234936.0
088790,CFS,69679906511.0,74702031477.0,81649151267.0,15646040146.0,23708931283.0,34636861962.0,16788657567.0,25027285482.0,35781861962.0,107507976244.0,104173494389.0,100662783139.0,56370619279.0,63417016273.0,58961462990.0,3761675112.0,6093797742.0,3775884191.0,4390520650.0,4571584441.0,3568236830.0
089470,CFS,407081529904.0,394001263744.0,387571799503.0,244657330416.0,205485758775.0,188572816468.0,288562520329.0,289863741271.0,275234382972.0,316877870594.0,313466475616.0,307654078651.0,1008120084643.0,1038391339478.0,846749543775.0,33040068846.0,22557559038.0,29454042467.0,10854827963.0,15436443404.0,982283220.0
089590,CFS,507538374899.0,563875752137.0,390602612266.0,1121502725707.0,854616060690.0,488274740101.0,1669691471708.0,1357023834316.0,1082667273848.0,311202861948.0,287651014229.0,184088787569.0,1724008542239.0,702503275808.0,273079199084.0,169792117648.0,-177502073624.0,-317159495233.0,134328659855.0,-179674354361.0,-272277860116.0
089860,CFS,1042066609958.0,1114873306797.0,969909893225.0,2308745355072.0,2332932577432.0,2183965095064.0,5352827789031.0,5631000169189.0,4751832763070.0,1365281271287.0,1296203936875.0,1237336411178.0,2752292105099.0,2738939589270.0,2422658838497.0,305192202982.0,308394412876.0,245494852201.0,115205052028.0,88328519054.0,113578198380.0
090080,CFS,159904878917.0,140723346138.0,122936942030.0,179990843871.0,143913923052.0,140985745625.0,209045458106.0,195168304315.0,194125631930.0,43366110642.0,41432301802.0,25989805786.0,564038964404.0,519932246828.0,424123466253.0,9937617006.0,5734166110.0,5916278187.0,3632456925.0,6083364529.0,205128216.0
090350,CFS,318102040248.0,308281426153.0,303768289781.0,209206835810.0,217385647823.0,209944462732.0,294352124785.0,315503885865.0,325655494532.0,374279148488.0,352673416288.0,344991439338.0,780507251019.0,747090556280.0,725809849359.0,41882595839.0,25746794042.0,25487107319.0,27866551190.0,11548261970.0,14445731072.0
090355,,,,,,,,,,,,,,,,,,,,,,
090370,CFS,13062812352.0,29548680677.0,36359141002.0,7903693947.0,8845996179.0,25559289266.0,38453397614.0,11129379056.0,28601817313.0,73402387315.0,78887374616.0,56432227388.0,21598887656.0,22659042216.0,29344936324.0,-3860136978.0,-2047208320.0,-2114389876.0,-7437666523.0,-4146497020.0,-14647574283.0
090430,CFS,1952196456821.0,1735019347862.0,2018526858100.0,813257101661.0,831116935949.0,1157485393842.0,1013805677645.0,1022508074100.0,1372414055290.0,4872705211057.0,4779275104059.0,4744299877622.0,3673963593157.0,4134932512111.0,4863128496699.0,108171257062.0,214233255761.0,343357809050.0,173878928996.0,129264244958.0,180857693977.0
090435,,,,,,,,,,,,,,,,,,,,,,
090460,CFS,575063094262.0,529238911435.0,505029567771.0,419181211549.0,412054834185.0,371498083286.0,438800022718.0,431683937037.0,385423568360.0,650561021927.0,577975229499.0,407976854064.0,1591992250709.0,1681053919767.0,1036962656916.0,84792055684.0,131267542314.0,71085420062.0,84855132551.0,140664719735.0,81735535426.0
091810,CFS,454129212400.0,240567964178.0,105237465337.0,465369371202.0,411247105427.0,247979168551.0,1126731302741.0,983093107924.0,687706321881.0,157142050991.0,59402782636.0,47341367572.0,1348759428136.0,525821186068.0,214395239315.0,139411816543.0,-103929570861.0,-148326842134.0,99132288401.0,-118672293887.0,-156243779164.0
092200,CFS,263981943673.0,259062264516.0,217062695612.0,417110795910.0,436115678244.0,428402553774.0,523567831521.0,504681102341.0,496346184821.0,160517010036.0,143552471804.0,132520163209.0,728664902522.0,695890221570.0,590132045596.0,36108435116.0,31286785173.0,27294787166.0,21004760938.0,4736429088.0,29487084295.0
092220,CFS,220290923725.0,165155822486.0,200544236084.0,68880711409.0,76334029383.0,97809214207.0,91040501304.0,96489867891.0,121440786125.0,356705359570.0,304646644633.0,279148380991.0,206935260144.0,256171262590.0,267472591083.0,-33000542024.0,18028423745.0,26525638383.0,-37798918010.0,22270600167.0,10173157277.0
092230,CFS,850600644892.0,712440592151.0,775560557650.0,375113159809.0,385145633327.0,342386067150.0,465634459176.0,448980401917.0,445438442973.0,1463012190805.0,1370913400737.0,1369419596361.0,1207010159501.0,1240447444718.0,1238702229927.0,65375088832.0,55528882649.0,54144022659.0,137402456691.0,37511313045.0,82325362935.0
092440,CFS,121666512856.0,136973121835.0,144393688217.0,12916892376.0,14109220139.0,14480397457.0,13999939722.0,14831931489.0,15480427091.0,251146199319.0,250227255028.0,244102707028.0,144440857401.0,131329892496.0,128459666433.0,6417822420.0,9642345481.0,11356562672.0,4378917213.0,8494259121.0,9775236517.0
092780,CFS,191195478589.0,195354574191.0,169751356616.0,196028355896.0,180512934178.0,174633393086.0,247492713207.0,249740813399.0,249350068131.0,125141852327.0,124525221103.0,113278151185.0,421732458047.0,397883097756.0,354590526034.0,13298980181.0,7437519525.0,10313756467.0,7814446685.0,2876656062.0,7678379597.0
092790,CFS,314008530263.0,287366485555.0,196143628515.0,157312312995.0,230370423611.0,248663229983.0,197535613796.0,302747491634.0,315069585339.0,444944994289.0,285264825396.0,101502812990.0,619052056916.0,668403649813.0,424718548060.0,157337247358.0,181300504021.0,16977488102.0,129580237655.0,144193113559.0,-1128019547.0
093050,CFS,1249422000765.0,1345770117110.0,1344328285474.0,816243783716.0,742787794617.0,613206040109.0,1042077873710.0,927192269932.0,1042768391210.0,1713549888020.0,1656848106538.0,1498369503383.0,1900725823265.0,1968540364635.0,1793103979720.0,57379138443.0,185160686386.0,158865864141.0,80053774341.0,177302502827.0,136154462569.0
093240,CFS,70799227485.0,62186943491.0,107552178363.0,36593933717.0,25323796690.0,49551370976.0,55199612789.0,41486677550.0,70234922857.0,69926775307.0,67738955474.0,60210231155.0,94485977330.0,137271368719.0,135281634693.0,2485737507.0,3940036180.0,-259927687.0,1997534039.0,8078888548.0,-771546500.0
093370,CFS,255501368173.0,345182994320.0,182189876242.0,335279574922.0,381174152613.0,161987662527.0,521907370047.0,518459264841.0,332875873872.0,331469581873.0,415296152192.0,283458550164.0,523191899192.0,610564329261.0,381256774874.0,-46105756733.0,105370138192.0,58138943581.0,-84392136579.0,112437648934.0,31279494106.0
094280,CFS,87343649144.0,92177295184.0,65848347987.0,88062268771.0,95274397111.0,106821414945.0,106070813281.0,111070179540.0,138085361213.0,70214000455.0,65748556887.0,103319403267.0,503774955158.0,511266620347.0,475904429382.0,19190293316.0,22323153949.0,20287985472.0,14579375004.0,14921412242.0,14388125433.0
095570,CFS,303255111295.0,301533703715.0,273911548846.0,675267840653.0,814364855406.0,525176778325.0,1202505532188.0,1119677498878.0,992584894057.0,419651809690.0,363691241407.0,364402562221.0,1001975993554.0,1193651665953.0,981947656833.0,78385856886.0,76418662736.0,48071717838.0,16472354950.0,8667178478.0,76737133075.0
095720,CFS,394803380147.0,434029833476.0,461202951368.0,372678084101.0,379836993112.0,370129439408.0,418313652447.0,425863102369.0,398095902920.0,321062631234.0,364929127793.0,373543605331.0,890054559174.0,933284596402.0,813875932203.0,5572227230.0,27552372229.0,26788937250.0,-32199314502.0,3109290078.0,44176534515.0
096760,CFS,495176779272.0,509210359269.0,444986960464.0,728483025916.0,717041136150.0,495071309694.0,827511707972.0,824316934495.0,760956330503.0,348754719955.0,333262773002.0,304823144541.0,928071670924.0,864536430725.0,788936980895.0,144899316626.0,103257348706.0,68728818585.0,31025900001.0,46482142077.0,4434634082.0
096770,CFS,33279589404000.0,31966675885000.0,21481684513000.0,29399178862000.0,27557209671000.0,14512449137000.0,50815545738000.0,43976612895000.0,29924245706000.0,30019967513000.0,23242311382000.0,19620696364000.0,77288485864000.0,78056939448000.0,46853415718000.0,1903886320000.0,3917340789000.0,1741672570000.0,554894277000.0,1895179127000.0,488509884000.0
096775,,,,,,,,,,,,,,,,,,,,,,
097230,CFS,1727429000000.0,1430318000000.0,948999000000.0,2125811000000.0,1418222000000.0,949994000000.0,2549673000000.0,2182707000000.0,1953231000000.0,340912000000.0,384990000000.0,432005000000.0,2162073000000.0,1788163000000.0,1706532000000.0,-108787000000.0,6625000000.0,-108991000000.0,-114319000000.0,-50160000000.0,-139844000000.0
097520,CFS,262566944718.0,247605783091.0,277247365181.0,209611357651.0,197959395089.0,209467529963.0,212084767581.0,229823432579.0,226561392084.0,323612702499.0,309066577971.0,298966196208.0,932490110758.0,1108637950325.0,1009273639991.0,18224255538.0,10702196295.0,23878951946.0,27923690827.0,22973446783.0,39505208461.0
097950,CFS,8673140890000.0,9759274570000.0,7695894684000.0,9121901459000.0,9749512896000.0,7915867743000.0,17826337301000.0,18484219204000.0,16049003859000.0,11779942250000.0,11529022641000.0,10806800418000.0,29023472909000.0,30079513121000.0,26289227767000.0,1291582413000.0,1664708210000.0,1524429392000.0,559462096000.0,802674084000.0,892393213000.0
097955,,,,,,,,,,,,,,,,,,,,,,
100090,CFS,754790512544.0,594390293947.0,301286813979.0,687194081824.0,642506418910.0,495761277618.0,733064705288.0,694046434953.0,559312172336.0,698841961592.0,525957499199.0,180080017849.0,925835675846.0,691830139228.0,503060400073.0,75604296314.0,71940779701.0,26431994695.0,57548769236.0,28013900233.0,-86811625287.0
100220,CFS,142839496486.0,140300766261.0,119587165784.0,179227892266.0,83561652212.0,67485717164.0,181432555065.0,112016003859.0,71577714119.0,181188705233.0,197210083654.0,199936825820.0,252371391671.0,253028639290.0,215573813894.0,-5810962795.0,3546451200.0,7742344856.0,-12359024137.0,-1021655503.0,6033786742.0
100250,CFS,244656502766.0,175888049046.0,165041512751.0,157817468988.0,153726030915.0,114537539670.0,216313549023.0,194455945015.0,176049121264.0,426767364095.0,402629316512.0,390040148008.0,271104256117.0,234557602802.0,224791427777.0,3515267242.0,5231538199.0,6857969366.0,38195479439.0,27888408900.0,14973552928.0
100840,CFS,250689496206.0,253392256767.0,199665053593.0,126574846363.0,99795812834.0,66163572462.0,147149187415.0,170636295809.0,87294231899.0,276014273067.0,259136406029.0,244849256040.0,321955650203.0,202878635272.0,171088093279.0,20777120986.0,3561445020.0,13280960143.0,22727501737.0,18804694387.0,12503180650.0
101140,CFS,11331638255.0,16733498860.0,31901785510.0,2114007977.0,36361573269.0,77774503403.0,2620539622.0,37399819172.0,96452041143.0,143083249830.0,106884029240.0,178022922910.0,6240804636.0,10419522009.0,10480817714.0,-6151980412.0,-6068323461.0,-7932253132.0,11344109632.0,-117218208176.0,94124949825.0
101530,CFS,133507764188.0,130960147832.0,120148929170.0,250628648726.0,272667311688.0,252505720952.0,416672704885.0,437389311669.0,395102131054.0,268298745670.0,253865643478.0,259754311997.0,624865973087.0,590266473598.0,567703451336.0,45723953375.0,23170927168.0,26022114822.0,21703503021.0,-2248226202.0,-307380904.0
102260,CFS,502174619253.0,457682236848.0,394351508708.0,400352534810.0,351666796315.0,316478628606.0,445611887526.0,410505252005.0,361792854334.0,525000968052.0,489006502447.0,457002898248.0,1117998853514.0,1140123619934.0,925978520043.0,81599865964.0,55370343076.0,45320054620.0,58715253362.0,46832993652.0,42391509833.0
102460,CFS,99813141579.0,109006467229.0,164804436048.0,125602239438.0,47951489175.0,47503064467.0,251150969113.0,236926485584.0,232741035733.0,248624544580.0,247765256067.0,245237136430.0,151071143910.0,154038839268.0,142801367549.0,4033629819.0,9633099174.0,3739195891.0,3583373124.0,7433682163.0,5537251535.0
103140,CFS,2239437467040.0,2013246003210.0,1859455077778.0,1352196007511.0,1117973551094.0,1108833495035.0,1694674158819.0,1553056946285.0,1462625455417.0,1965954520498.0,1842240245511.0,1685635003844.0,4125263947257.0,4372982501228.0,3509498278523.0,228636480718.0,231619553412.0,314125035707.0,156440326543.0,175261942564.0,243387043769.0
103590,CFS,433757560045.0,360680352497.0,358603605679.0,384892900350.0,321654655572.0,367087635956.0,557745967855.0,494610873687.0,514885050517.0,371142176219.0,344902375464.0,323057560316.0,1246731647188.0,1164706090212.0,932362520580.0,60756520579.0,31490877242.0,20402669112.0,31387172779.0,22259261237.0,13986184916.0
104700,CFS,687547285696.0,650225461253.0,612203146825.0,84315666918.0,129583963953.0,166234467031.0,120716792280.0,150021131956.0,186519007034.0,851747532604.0,798528365480.0,722188490606.0,905095863024.0,1064176509409.0,886650133446.0,86552278453.0,121498017095.0,103286644200.0,68179597574.0,87395337944.0,97251554504.0
105560,CFS,,,,,,,656864842000000.0,634557025000000.0,615601914000000.0,58873310000000.0,54107801000000.0,48293920000000.0,,,,6435319000000.0,5289175000000.0,6097617000000.0,4563431000000.0,3931401000000.0,4384381000000.0
105630,CFS,679072959856.0,772270727784.0,769983240786.0,500471619853.0,620599734973.0,641867539924.0,593553250948.0,702124695430.0,751823859857.0,643694359723.0,537086481739.0,464417140986.0,1708756427696.0,2204761177310.0,1671997051772.0,168225105469.0,179585878967.0,106694162989.0,112035180540.0,85635184928.0,67340655868.0
105840,CFS,105364907398.0,95530996575.0,99487614470.0,29084239889.0,35100263649.0,28216461943.0,43017758395.0,50483944670.0,70225425898.0,197283317760.0,176569430992.0,159569193116.0,129059322239.0,124056658737.0,107647372733.0,15365138090.0,11894433807.0,8369873909.0,13944552349.0,11784761014.0,-6164798405.0
107590,CFS,127762065745.0,158573166004.0,135070272422.0,104046859852.0,138171344618.0,109716812950.0,197574631444.0,229582717353.0,191049963834.0,269928526385.0,256303689726.0,235758441462.0,443162257779.0,499293421104.0,421385924191.0,15564411112.0,22840986830.0,29724423052.0,17037305526.0,26602299713.0,40232180768.0
108320,CFS,902885508054.0,1009649198828.0,1031063337504.0,207337013241.0,324401670974.0,363583458447.0,228301207505.0,339257893379.0,372198273673.0,976763737232.0,950360648754.0,800332708247.0,1901444975029.0,2119345363613.0,1898845716028.0,129035656339.0,310623962750.0,369621952134.0,101203533006.0,233692540409.0,296424020561.0
108670,CFS,1105282000000.0,1078800000000.0,1148724000000.0,1041605000000.0,1060606000000.0,1220060000000.0,1551810000000.0,1703786000000.0,1683973000000.0,832982000000.0,779943000000.0,863418000000.0,3525807000000.0,3611151000000.0,3459792000000.0,109822000000.0,14940000000.0,70452000000.0,61786000000.0,-117721000000.0,12664000000.0
108675,,,,,,,,,,,,,,,,,,,,,,
109070,CFS,27488558048.0,25964084655.0,21889883088.0,7924286030.0,13303132201.0,17138120531.0,11872344785.0,18158116569.0,23434918940.0,22262267153.0,14793215256.0,9609633773.0,23947360256.0,22967075806.0,39946492326.0,-1335469778.0,-4812464335.0,-1408564353.0,-1376873314.0,-9902822429.0,-1586432478.0
111110,CFS,183911460675.0,194844461916.0,194397839441.0,144993046248.0,148100110035.0,132833023320.0,164296054666.0,180582898935.0,182611847823.0,151689581331.0,135515238561.0,120075890501.0,441548776508.0,479999576039.0,344867583539.0,35118432806.0,40584324713.0,20619478511.0,17191428993.0,26766722348.0,11783094520.0
111380,CFS,110409839253.0,100661073116.0,91412377946.0,68534456172.0,116807275604.0,127956291558.0,84551635875.0,146889417464.0,153736047206.0,132757372638.0,51605117461.0,24935570339.0,216057247215.0,250589220895.0,168382892583.0,28253714819.0,42653702422.0,18834602811.0,20625632427.0,28098801937.0,14952931606.0
111770,CFS,3346930108724.0,2821445719291.0,2044753390256.0,1123291101204.0,822686884772.0,525247244441.0,1709153120150.0,1399319640332.0,1113408478688.0,3587970520506.0,3114304140479.0,2434211959092.0,3604377025404.0,3910960903824.0,2792518463435.0,637146368834.0,823027257046.0,442515129012.0,533070681256.0,743155039128.0,334303486017.0
112610,CFS,1352942897287.0,1005500112869.0,1072915913571.0,1417059643340.0,623838051512.0,572665722799.0,1888228795542.0,856500062309.0,827324537109.0,944418879016.0,927606916131.0,943776341816.0,1520162115494.0,1374893317788.0,1195036447011.0,104666101614.0,42121940314.0,101124410465.0,18936302304.0,-6941229042.0,64728654075.0
114090,CFS,344824809120.0,262720452008.0,236965182812.0,173078713466.0,161100630495.0,101123517036.0,227557871552.0,227057758258.0,147757777932.0,411810411984.0,382455408392.0,383548330363.0,396693647873.0,262110551065.0,85086860671.0,51017881015.0,-13917278200.0,-145828746668.0,43848395239.0,-22744367290.0,-113272118808.0
117580,CFS,274998084878.0,304783692464.0,232683598867.0,364453020666.0,345343379610.0,247699919884.0,483594707410.0,520696425282.0,425136420563.0,319603451088.0,313793532919.0,317343114088.0,999533749249.0,1020936453937.0,770440986512.0,20391954237.0,938738843.0,16047844903.0,14937263678.0,-755414347.0,11912931284.0
118000,CFS,53267472656.0,73473340529.0,82433087323.0,15958644033.0,48449827516.0,53281511102.0,17600313698.0,60277758402.0,56902662749.0,137704448054.0,129579569605.0,119400404873.0,55750068754.0,19098326977.0,18613345272.0,-8903733352.0,-300469614.0,-1785310686.0,-26019814209.0,-49554716459.0,7779693790.0
119650,CFS,363818557052.0,265002514123.0,291775302624.0,294167230779.0,229916925659.0,265341602034.0,372977142675.0,266719036966.0,335125784942.0,41449077749.0,56754683717.0,49951174598.0,436615281950.0,421583746860.0,355034769777.0,-21089869641.0,3629851717.0,4647615173.0,-44388516861.0,-22130142929.0,11964972231.0
120030,CFS,123081991414.0,112016258371.0,104086173727.0,8131196275.0,8405270975.0,11267167972.0,9294843701.0,9248179273.0,13139110252.0,146243340609.0,135885117324.0,126409830887.0,66614293267.0,66976160497.0,68155874819.0,10580671009.0,9435412968.0,14137036323.0,13005386271.0,10522135281.0,14543457911.0
120110,CFS,2288259192253.0,2456933837738.0,2213219051329.0,2417412267433.0,2651217278486.0,2232369975656.0,3073061698076.0,3270361413054.0,3050719238156.0,2929657066606.0,2733101602938.0,2550566027743.0,5061157921399.0,5367473556072.0,4662050395448.0,157625474066.0,242496098882.0,252713195422.0,50777732316.0,189160141708.0,203824696413.0
120115,,,,,,,,,,,,,,,,,,,,,,
