종목코드,종목명,업종명,시장구분,대표자,현재가,등락률,PBR,PER,ROE,매출액성장률(%),영업이익성장률(%),부채비율(%),유동비율(%),3개월수익률(%),6개월수익률(%),12개월수익률(%),평균거래대금(억원),시가총액,매출액,영업이익,EPS,BPS,상장주수,결산월,설립일,주소,경상이익,3년연속흑자
092600,앤씨앤,28전기·전자,KOSDAQ,최종현,2400,-7.51,0.3,0.97,52.0,9.63,41.89,66.67,115.71,-51.37,-10.45,-26.15,4.8,119,162,-4,2486.0,7975.0,5016,12.0,19970513.0,경기도 성남시 분당구 대왕판교로 660 유스페이스1 에이동 5층,-14,False
092730,네오팜,23화학,KOSDAQ,김양수,18620,-3.07,1.49,10.73,15.0,10.83,16.19,11.51,838.3,-8.28,-0.8,-0.9,8.7,3083,1322,288,1736.0,12490.0,16027,12.0,20000701.0,대전 유성구 탑립동 928번지,323,True
092870,엑시콘,27기계·장비,KOSDAQ,"최명배, 박영우 (각자대표이사)",14140,-9.82,0.94,20.58,6.0,108.87,100.5,17.25,319.89,-60.17,-22.09,41.4,80.6,1998,98,-20,687.0,15111.0,13050,12.0,20010308.0,"경기도 성남시 분당구 판교로 255번길 28, 7층(삼평동, 디에이치케이솔루션빌딩) &nbsp",12,False
093190,빅솔론,28전기·전자,KOSDAQ,노현철 단독 대표이사 ,8430,3.95,0.61,8.86,12.0,11.61,61.25,11.08,675.36,6.84,39.8,34.02,2.0,1558,375,56,952.0,13716.0,19238,12.0,20021114.0,경기도 성남시 분당구 판교로 344 아이디스타워 5층,76,True
093320,케이아이엔엑스,,KOSDAQ,김지욱,143800,-3.1,3.41,41.04,11.0,11.83,1.36,44.47,205.24,33.15,9.85,64.53,16.1,6173,425,89,3504.0,42214.0,4880,12.0,20000617.0,경기도 과천시 과천대로7나길 34 4층(갈현동),95,True
093380,풍강,26금속,KOSDAQ,김진용,2670,-0.37,0.36,32.96,7.0,-2.73,-19.66,30.48,226.79,-2.38,-4.81,-3.78,1.6,263,661,36,81.0,7333.0,9879,8.0,19740910.0,경기도 화성시  우정읍 남양만로 745,63,True
093520,매커스,11유통,KOSDAQ,"신동철, 성종률",18990,-0.89,1.31,12.62,20.0,20.62,25.35,85.37,193.22,-27.79,-12.49,-8.48,7.5,2167,553,91,1505.0,14459.0,11901,12.0,20061214.0,서울특별시 강남구 논현로114길 5 -,94,True
093640,케이알엠,28전기·전자,KOSDAQ,박광식,3195,-0.78,1.48,-7.41,-18.0,-19.4,-4.24,15.11,405.38,-34.12,-19.52,-29.0,4.4,1024,16,-18,-431.0,2159.0,32843,12.0,19981218.0,"서울특별시 서초구 서초대로 67 성령빌딩 (방배동 869-9,11) 2층",-15,False
093920,서원인텍,28전기·전자,KOSDAQ,김재윤,4825,-0.52,0.42,13.63,4.0,-8.71,105.99,3.2,2743.61,-6.67,-5.76,-16.09,1.3,888,365,10,354.0,11528.0,18600,12.0,19830815.0,경기도 군포시 공단로140번길 32-15 -,44,True
094170,동운아나텍,28전기·전자,KOSDAQ,김동철,29300,-0.68,0.0,0.0,0.0,-7.69,-86.15,58.81,560.33,-34.6,6.35,61.79,49.2,6074,0,0,0.0,0.0,20909,12.0,20060701.0,서울특별시 서초구 반포대로 22 서초 평화빌딩 12층,0,True
094360,칩스앤미디어,28전기·전자,KOSDAQ,김상현,9950,-5.06,2.42,35.54,10.0,,31.03,24.67,1024.53,-46.79,-43.24,-41.47,21.9,2148,58,2,280.0,4120.0,21355,12.0,20030306.0,"서울특별시 강남구 테헤란로 509 엔씨타워1  7층,8층",14,True
094480,갤럭시아머니트리,,KOSDAQ,신동훈,5000,-2.91,1.65,23.58,7.0,0.74,33.87,214.06,128.85,-42.86,-54.34,-51.27,18.0,1804,351,46,212.0,3035.0,39229,12.0,19941005.0,서울시 강남구 수서동 715번지 수서오피스 빌딩 12층,30,True
094820,일진파워,10건설,KOSDAQ,이광섭,11220,-2.69,1.15,9.11,17.0,28.05,32.05,43.54,184.02,-45.0,-28.85,4.47,43.7,1598,638,70,1231.0,9773.0,15078,12.0,19900207.0,울산광역시 울주군  온산읍 산암로 42 (주)일진에너지,85,True
094840,슈프리마에이치큐,28전기·전자,KOSDAQ,이재원,12570,-3.31,0.51,9.84,5.0,5.33,52.0,2.94,1708.63,7.9,71.02,72.66,5.2,1265,73,10,1278.0,24654.0,9806,12.0,20000504.0,경기도 성남시 분당구  정자일로 248 파크뷰 16층,22,False
094850,참좋은여행,06일반서비스,KOSDAQ,이종혁(대표이사),4210,0.0,0.0,0.0,0.0,,390.09,72.45,177.96,-25.22,-27.29,-38.36,2.2,589,0,0,0.0,0.0,14000,12.0,20070220.0,"서울특별시 중구 서소문로 135 (서소문동, 연호빌딩)",0,True
094860,네오리진,,KOSDAQ,이우존유홍,1250,-9.62,1.33,-2.56,-22.0,-37.19,-62.32,34.88,181.89,-16.72,11.41,9.27,2.7,754,67,-11,-489.0,943.0,53110,12.0,20070220.0,"서울특별시 강남구 학동로 155 (논현동, 원영빌딩지하1층,3층, 4층, 5층, 6층)",55,False
094940,푸른로보틱스,28전기·전자,KOSDAQ,함현철,5360,-6.78,1.15,-74.44,-3.0,-32.58,-113.61,22.05,301.49,-47.45,-53.11,-26.88,30.8,466,43,-5,-72.0,4670.0,8361,12.0,19970724.0,서울특별시 서초구 효령로60길 23-10 (주)푸른빌딩 2층,-8,False
094970,제이엠티,28전기·전자,KOSDAQ,"정수연, 정도연(각자대표)",2555,-3.4,0.3,3.0,14.0,8.71,-28.84,32.19,274.92,-29.32,-4.49,-2.67,5.8,437,680,34,852.0,8646.0,16748,12.0,19980601.0,경기도 평택시 산단로 63-19 (모곡동),63,False
095190,신화프리텍,26금속,KOSDAQ,배진기,2175,1.64,1.27,-21.53,-5.0,8.28,-222.33,115.64,119.77,-12.65,-10.12,7.41,5.1,1341,1208,22,-101.0,1706.0,65260,12.0,20030320.0,경상남도 창원시 성산구 웅남로 767 (남산동),-43,False
095270,웨이브일렉트로,29의료·정밀기기,KOSDAQ,"박천석,박병래(각자대표)",3880,0.78,0.91,38.8,2.0,-4.62,-415.5,57.74,275.81,-58.59,-16.92,-13.87,13.9,528,158,-11,100.0,4249.0,14372,12.0,19991013.0,경기도 수원시 영통구 센트럴타운로 114-6 4층 402호,-12,False
095340,ISC,11유통,KOSDAQ,김정렬 (단독 대표이사),134600,-8.56,5.13,50.83,13.0,9.48,22.07,13.24,575.54,-42.72,29.05,130.87,553.3,29506,683,236,2648.0,26223.0,21197,12.0,20010222.0,경기도 성남시 수정구 금토로40번길 26 -,266,True
095500,미래나노텍,23화학,KOSDAQ,김철영,6850,-6.55,0.65,15.36,5.0,11.74,40.06,63.29,110.46,-35.74,-41.0,-36.92,27.1,2127,1243,85,446.0,10551.0,31009,12.0,20020801.0,충청북도 청원군  옥산면 과학산업1로 16 미래나노텍(주),135,False
095610,테스,27기계·장비,KOSDAQ,"이재호, 주재영 (각자 대표이사)",136100,-11.68,6.16,47.18,18.0,46.4,51.69,24.12,431.18,51.73,185.32,446.59,828.5,32079,972,222,2885.0,22090.0,19360,12.0,20020919.0,경기도 용인시 처인구 양지면 중부대로 2374-36,288,False
095660,네오위즈,,KOSDAQ,"김승철, 배태근 (공동대표)",17830,-0.56,0.66,7.8,11.0,29.38,36.02,17.77,313.3,-24.77,-32.97,-28.25,12.8,3710,1014,70,2287.0,26889.0,21636,12.0,20070426.0,경기도 성남시 분당구 대왕판교로645번길 14네오위즈판교타워,202,True
095700,제넥신,06일반서비스,KOSDAQ,"홍성준, 최재현",2475,1.85,0.0,0.0,0.0,55.96,2.88,50.46,39.24,-56.43,-46.14,-54.34,8.4,1072,0,0,0.0,0.0,45540,12.0,19990608.0,서울특별시 강서구 마곡중앙로 172 바이오이노베이션파크,0,False
095910,에스에너지,28전기·전자,KOSDAQ,"홍성민, 홍문교 각자대표이사",778,-14.03,0.55,-1.4,-35.0,-28.22,266.13,205.26,49.7,-58.94,-43.66,-44.47,25.8,280,264,-60,-554.0,1405.0,37296,12.0,20010112.0,서울특별시 송파구 법원로6길 11 4층,-75,True
096240,크레버스,06일반서비스,KOSDAQ,"이동훈, 김형준 (각자대표)",8600,0.35,1.54,14.5,12.0,-1.56,-47.24,256.57,60.09,-20.44,-28.51,-37.86,3.7,870,584,26,593.0,5570.0,10238,12.0,20020605.0,서울특별시 강남구 테헤란로 521 파르나스타워 21층,20,True
096250,와이즈넛,,KOSDAQ,강용성,5800,-6.45,1.12,43.28,7.0,-0.54,-93.91,9.24,1120.8,-48.03,-48.72,-60.38,11.3,786,72,-14,134.0,5170.0,13106,12.0,20000615.0,경기도 성남시 분당구 대왕판교로644번길 49,-10,True
096350,대창솔루션,26금속,KOSDAQ,이창수,1770,-0.06,2.03,-9.41,-15.0,5.69,141.54,216.4,82.03,-45.03,-19.73,-15.71,9.8,596,212,15,-188.0,872.0,36854,12.0,19771026.0,부산광역시 강서구 화전산단1로 155 화전동,10,False
096530,씨젠,24제약,KOSDAQ,"천종윤, 이대훈 각자대표이사",27400,-0.54,1.24,29.65,5.0,15.45,300.23,18.61,525.71,9.6,10.26,-9.12,105.2,14205,1291,236,924.0,22020.0,52225,12.0,20000918.0,서울특별시 송파구 오금로 91(방이동) 7층,393,False
096610,알에프세미,28전기·전자,KOSDAQ,반재용,2965,0.0,3.58,30.26,10.0,-8.98,136.71,57.33,220.56,0.0,0.0,0.0,0.0,515,54,2,98.0,829.0,17386,12.0,19991022.0,전북특별자치도 완주군 봉동읍 완주산단6로 12 알에프세미 전주1공장,13,False
096630,에스코넥,28전기·전자,KOSDAQ,김치원,1847,-1.18,0.33,0.82,24.0,-20.36,288.28,69.34,67.63,-54.56,-48.55,-51.01,4.4,287,581,3,2254.0,5660.0,15876,12.0,20000111.0,경기도 광주시  오포읍 마루들길172번길 30,-10,True
096690,에이루트,28전기·전자,KOSDAQ,서문동군,5140,1.98,0.21,-1.23,-15.0,-24.77,79.28,32.6,113.11,-34.35,-45.11,-56.23,0.7,205,135,-30,-4190.0,24807.0,4022,12.0,20020408.0,경기도 오산시  가장산업동로 28-6,-30,False
096870,엘디티,28전기·전자,KOSDAQ,김정준,2395,2.13,1.07,-59.88,-2.0,10.14,136.61,11.18,940.5,-2.04,1.48,-6.26,2.0,186,100,-8,-40.0,2247.0,8347,12.0,19971113.0,충청남도 천안시 서북구  한들1로 126-33,-3,False
097780,에코볼트,30운송장비·부품,KOSDAQ,한재관,1233,0.98,0.15,-1.83,-8.0,34.3,119.82,14.08,407.19,-34.28,-34.83,-47.6,0.7,267,280,-7,-675.0,8247.0,20293,12.0,20041118.0,충청남도 아산시 음봉면 산동로 433-31 -,9,False
097800,윈팩,28전기·전자,KOSDAQ,신동호(단독대표이사),1769,-3.49,3.11,-5.74,-53.0,1.9,38.6,107.8,43.54,-25.83,-30.35,-25.04,9.0,508,741,-233,-308.0,568.0,27290,12.0,20020403.0,경기도 용인시 처인구  백암면 청강가창로 50,-303,False
097870,효성오앤비,23화학,KOSDAQ,"박태헌,김방식,박문현",4965,-2.65,0.5,15.0,1.0,-14.04,-19.46,12.4,514.77,-24.66,-14.84,-26.01,3.4,431,179,31,331.0,9928.0,8490,6.0,19840823.0,충남 아산시 신동 279-10,15,True
098070,한텍,26금속,KOSDAQ,김강식,26250,-5.41,1.8,9.12,25.0,10.3,127.65,41.09,198.52,-43.55,-29.34,-32.86,23.3,2518,470,76,2879.0,14605.0,11121,12.0,19981009.0,울산광역시 울주군 온산읍 연자로 51,104,True
098120,마이크로컨텍솔,28전기·전자,KOSDAQ,양승은,22000,-7.76,2.25,10.83,23.0,33.43,27.06,18.49,482.71,-39.81,20.15,4.76,43.4,1895,276,54,2031.0,9781.0,8312,12.0,19991228.0,충청남도 천안시 서북구 성거읍 오송2길 15-21,67,True
098460,고영,27기계·장비,KOSDAQ,고광일,25800,-6.35,5.08,120.0,8.0,18.12,588.63,19.19,559.15,-39.01,-10.73,76.11,803.2,17460,727,99,215.0,5079.0,68204,12.0,20020425.0,경기도 용인시 수지구 포은대로59번길 18 (상현동),204,True
098660,에스티오,20섬유·의류,KOSDAQ,김흥수,1470,5.0,0.8,-3.83,-21.0,1.81,-644.88,221.32,97.07,-14.19,-19.89,-32.1,0.4,185,159,-7,-384.0,1846.0,12500,12.0,20030222.0,"서울특별시 강서구  양천로 583 우림블루나인 (염창동, 우림블루나인비즈니스센터비동 15층)",-12,False
099190,아이센스,29의료·정밀기기,KOSDAQ,"차근식, 남학현(각자 대표이사)",16030,0.75,1.4,-86.18,-2.0,11.7,-46.26,65.09,138.38,-29.69,4.98,-14.51,12.2,4359,751,9,-186.0,11419.0,28757,12.0,20000504.0,서울특별시 서초구 반포대로28길 43 아이센스 빌딩,19,True
099220,SDN,11유통,KOSDAQ,"백형근,정성원",702,-5.65,0.58,-26.0,-3.0,3.35,105.9,110.7,117.71,-48.76,-34.88,-47.38,10.6,423,172,2,-27.0,1215.0,62944,12.0,19940318.0,경기도 성남시 수정구 대왕판교로 1281 -,-9,False
099320,쎄트렉아이,30운송장비·부품,KOSDAQ,김이을,78700,-7.63,3.46,56.38,5.0,22.36,62.68,53.63,152.09,-54.4,-44.97,70.16,131.3,8125,372,-20,1396.0,22735.0,10951,12.0,19991229.0,대전광역시 유성구 엑스포로 441 (문지동),-20,True
099390,브레인즈컴퍼니,,KOSDAQ,강선근,3125,0.32,0.44,5.05,13.0,-3.07,-7.03,7.42,1533.18,-33.23,-35.57,-48.6,0.8,256,41,-12,619.0,7049.0,8208,12.0,20000316.0,서울특별시 성동구 성수이로 87,-2,True
099410,동방선기,30운송장비·부품,KOSDAQ,정대진,3200,4.4,1.07,7.39,16.0,17.25,127.57,34.29,451.76,-41.71,-38.7,-4.33,12.6,401,357,41,433.0,2998.0,14000,12.0,19940706.0,경상남도 창원시 진해구 명제로 73,45,True
099430,바이오플러스,24제약,KOSDAQ,정현규,3590,-2.45,1.26,14.65,9.0,10.78,-68.33,44.85,60.12,-38.53,-32.65,-53.13,19.3,2222,265,57,245.0,2841.0,61640,12.0,20030523.0,"경기도 성남시 중원구 사기막골로45번길 14, 18층 제에이-1801,1802호(상대원동, 성남 우림라이온스밸리2차",72,True
099440,스맥,27기계·장비,KOSDAQ,권오혁,3360,1.36,2.34,-8.94,-27.0,-15.37,-169.14,83.97,150.66,-24.15,-52.0,-10.88,22.6,2040,292,-48,-376.0,1435.0,68243,12.0,19960305.0,경상남도 김해시 주촌면 골든루트로 157-10,-50,False
099520,DGI,28전기·전자,KOSDAQ,"박상열,박근식 (각자 대표이사)",1284,0.0,2.52,-17.59,-9.0,18.82,-678.04,27.85,331.16,0.0,0.0,0.0,0.0,581,74,-5,-73.0,509.0,45281,12.0,19980227.0,서울특별시 금천구  가산디지털1로 212 코오롱디지털타워애스턴 906호,-2,False
099750,이지케어텍,,KOSDAQ,홍우선,6650,0.76,2.03,14.91,15.0,5.26,50.73,27.19,250.36,-25.11,-28.65,-24.53,1.6,882,789,50,446.0,3282.0,13659,3.0,20010207.0,"서울특별시 중구 퇴계로 307 4층, 5층, 6층(광희동1가,광희빌딩)",64,False
100030,인지소프트,,KOSDAQ,정정기,16200,-2.53,0.61,2.49,45.0,0.17,100.12,19.75,542.94,-16.11,-27.84,-8.68,1.7,563,46,9,6513.0,26761.0,3283,12.0,20000223.0,서울특별시 강남구 테헤란로 131 16층,137,True
100120,뷰웍스,29의료·정밀기기,KOSDAQ,김후식,22800,-1.72,0.82,10.13,12.0,7.97,7.67,34.56,208.17,-17.84,12.87,8.31,18.4,2054,582,88,2251.0,27823.0,8971,12.0,19990918.0,경기도 안양시 동안구 부림로 17041-3,109,True
100130,동국S&C,26금속,KOSDAQ,이원휘,1551,-1.46,0.47,-53.48,-5.0,-27.85,236.43,38.44,112.41,-36.69,-21.11,-44.11,6.4,844,158,-10,-29.0,3331.0,57143,12.0,20010702.0,경상북도 포항시 남구 대송로 62(장흥동),-41,False
100590,머큐리,28전기·전자,KOSDAQ,"양승환, 권순태(각자대표)",3150,-5.69,0.35,-20.19,1.0,-16.98,147.34,21.5,337.01,-51.31,-1.25,-5.26,123.7,529,260,-12,-156.0,8897.0,17139,12.0,20000821.0,인천광역시 서구 가재울로 90,9,True
100660,서암기계공업,27기계·장비,KOSDAQ,"권영호, 권형록 (각자 대표이사)",2850,-3.39,0.54,30.0,0.0,-0.54,44.22,17.71,422.03,-36.67,-45.09,-18.92,9.5,363,110,-4,95.0,5313.0,12600,12.0,19780215.0,광주광역시 광산구  하남산단8번로 127-15 (안청동),0,False
100700,세운메디칼,24제약,KOSDAQ,이재희,2320,0.87,0.65,8.53,8.0,5.31,7.09,9.9,778.94,-19.44,-1.28,-13.75,3.1,1011,154,34,272.0,3584.0,43800,12.0,19820806.0,충청남도 천안시 서북구  입장면 도림길 60 (주)세운메디칼,45,True
100790,미래에셋벤처투자,14금융,KOSDAQ,김응석,13390,-7.4,1.88,23.01,12.0,16.52,,10.66,,-78.54,1.21,102.27,923.7,7080,537,151,582.0,7122.0,53120,12.0,19990608.0,경기도 성남시 분당구 판교역로241번길 20,151,
101000,KS인더스트리,27기계·장비,KOSDAQ,송병권,311,0.0,0.3,-1.44,-15.0,31.29,-529.82,68.39,126.06,-62.07,-65.75,-83.91,2.4,143,104,-8,-216.0,1025.0,39641,12.0,20040603.0,경상남도 함안군 군북면 석교천길 223 -,-10,False
101160,월덱스,28전기·전자,KOSDAQ,배종식,28650,-5.76,1.36,11.54,14.0,-10.69,-16.96,15.45,686.63,-15.74,27.62,18.63,37.8,4862,691,143,2482.0,20992.0,16510,12.0,20000117.0,경상북도 구미시  4공단로7길 53-77,243,True
101170,우림피티에스,27기계·장비,KOSDAQ,"한현석,한우진(각자 대표이사)",7100,-9.44,1.13,40.11,3.0,-20.42,175.09,12.34,362.72,-49.68,-64.85,38.4,73.6,939,103,-4,177.0,6273.0,13500,12.0,20000301.0,경상남도 창원시 성산구  남면로 613 우림기계,4,False
101240,씨큐브,23화학,KOSDAQ,임광수,3100,0.49,0.36,3.46,11.0,-6.03,-0.42,22.56,227.66,-26.89,-22.11,-29.3,3.0,337,601,102,896.0,8557.0,11357,12.0,20001020.0,충청북도 진천군  진천읍 성중로 144 시큐브,110,True
101330,모베이스,28전기·전자,KOSDAQ,"손병준, 백승협(각자대표)",3315,-2.36,0.21,6.58,6.0,4.53,13.13,0.52,5623.27,-31.15,-32.69,-3.35,21.9,759,3311,100,504.0,16124.0,23147,12.0,19990317.0,경기도 화성시 동탄첨단산업1로 73 (영천동),197,True
101360,에코앤드림,28전기·전자,KOSDAQ,김민용,6620,-5.02,0.54,-13.68,-4.0,33.3,-206.86,117.19,77.89,-67.79,-65.98,-70.84,12.2,1157,162,-8,-484.0,12165.0,17786,12.0,20040916.0,충청북도 청주시 흥덕구 직지대로409번길 37,-2,False
101400,엔시트론,28전기·전자,KOSDAQ,정인견,1602,0.12,0.51,-14.43,-5.0,-38.51,-88.44,7.0,1154.75,-35.77,-45.16,-31.77,1.6,196,85,-14,-111.0,3149.0,11741,12.0,20000404.0,"서울특별시 강남구 언주로148길 19 4층(논현동, 청호빌딩)",-12,False
101490,에스앤에스텍,28전기·전자,KOSDAQ,정수홍,38500,-7.67,2.65,14.16,21.0,40.93,66.09,29.05,343.28,-63.26,-41.04,-16.67,154.7,8608,617,114,2718.0,14549.0,21334,12.0,20010222.0,대구광역시 달서구  호산동로 42,134,True
101670,하이드로리튬,26금속,KOSDAQ,전  웅,819,-8.08,0.73,-1.28,0.0,56.68,-121.91,31.34,42.74,-60.43,-66.3,-63.36,13.4,505,10,-34,-640.0,1115.0,56777,12.0,19950127.0,경기도 광주시  오포읍 오포안로 46-10,-342,False
101680,한국정밀기계,27기계·장비,KOSDAQ,하종식,2340,1.96,0.47,13.07,4.0,-52.01,-463.14,109.07,180.91,-25.95,-25.83,6.85,1.3,188,637,21,179.0,4974.0,8404,12.0,19880421.0,경상남도 함안군  법수면 윤외공단길 83-1,15,False
101730,위메이드맥스,,KOSDAQ,손면석,3645,-3.83,0.66,-8.56,-10.0,30.73,46.54,0.96,970.5,-39.05,-44.1,-53.86,17.2,3230,327,-153,-426.0,5563.0,83803,12.0,19970410.0,"경기도 성남시 분당구 대왕판교로644번길 49 6층(삼평동, 위믹스타워)",-127,True
101930,인화정공,30운송장비·부품,KOSDAQ,이인,7280,-2.67,0.98,13.46,11.0,15.19,35.78,27.04,243.75,-30.0,-16.99,-1.75,6.2,3015,260,42,541.0,7394.0,45694,12.0,19990108.0,경상남도 창원시 의창구  차룡로14번길 55 인화정공(주) (팔용동),78,True
101970,우양에이치씨,26금속,KOSDAQ,김진태,9800,2.62,0.0,0.0,0.0,-44.96,-97.73,36.0,246.55,-29.24,-16.52,-33.47,2.6,1405,312,30,0.0,0.0,14790,12.0,19961001.0,경기도 평택시 포승읍 포승공단로118번길 88,58,True
102120,어보브반도체,28전기·전자,KOSDAQ,최원,6840,-5.66,0.95,12.02,8.0,8.86,23.18,51.44,186.93,-54.16,-40.83,-37.25,46.5,1207,625,32,569.0,7205.0,17780,12.0,20060111.0,충청북도 청원군 오창읍 각리1길 93-,51,True
102370,케이옥션,11유통,KOSDAQ,도현순,2885,-0.35,0.71,-15.43,-4.0,-18.85,30.59,82.54,154.96,-11.23,-22.45,-37.49,3.2,781,28,-3,-187.0,4059.0,25888,12.0,20050915.0,서울특별시 강남구 언주로174길 26 7층(신사동),-5,False
102710,이엔에프테크놀로지,23화학,KOSDAQ,"지용석, 김경미, 박기수(각자대표)",43400,-3.98,1.39,11.94,13.0,15.37,32.37,35.03,214.12,-30.78,-12.76,17.93,61.4,5572,1709,249,3635.0,31327.0,14287,12.0,20000501.0,경기도 용인시 기흥구 탑실로35번길 14 한국알콜산업그룹빌딩,270,True
102940,코오롱생명과학,24제약,KOSDAQ,이한국,17230,-8.74,0.38,8.61,7.0,28.73,278.06,55.56,60.68,-69.61,-68.21,-48.26,24.9,2762,497,29,2001.0,45249.0,13090,12.0,20000421.0,서울특별시 강서구 마곡동로 110 코오롱 One&Only 타워,208,False
103230,에스앤더블류,27기계·장비,KOSDAQ,정우진,2550,7.14,0.37,3.85,10.0,3.55,-73.93,59.46,244.4,-36.96,-37.88,-22.26,1.0,174,471,35,662.0,6920.0,7200,12.0,19900208.0,부산광역시 사하구  다대로170번길 29,36,True
103840,우양,19음식료·담배,KOSDAQ,"이구열, 박경훈(공동대표이사)",1919,-0.67,0.71,-23.99,-3.0,4.26,928.05,230.44,76.82,-39.65,-37.49,-38.59,1.9,314,1763,5,-80.0,2697.0,16366,12.0,19920401.0,충청남도 서천군 장항읍 장산로 357,-59,True
104040,디에스엠,30운송장비·부품,KOSDAQ,"김병준, 김종석 (각자대표)",2735,-0.36,0.64,20.88,0.0,309.55,-30.37,44.68,84.51,-19.2,-27.45,-52.43,1.4,772,125,-33,131.0,4293.0,26813,12.0,20000104.0,경상남도 창원시 성산구 남면로 627 (외동),-40,False
104200,NHN벅스,,KOSDAQ,왕문주,2615,-0.19,0.58,-3.06,-20.0,-13.77,-305.63,31.8,199.48,-35.43,-54.04,-10.45,2.0,369,521,4,-855.0,4510.0,14827,12.0,20020603.0,"서울특별시 강남구 강남대로 586 (논현동, 제이빌딩)",-124,False
104460,디와이피엔에프,27기계·장비,KOSDAQ,유병욱,8680,-1.7,0.55,3.65,13.0,28.46,-23.66,63.05,113.2,-43.27,-40.14,-55.53,3.2,922,607,36,2378.0,15819.0,10518,12.0,19990701.0,서울특별시 강서구 마곡중앙8로7길 39 -,51,True
104480,티케이케미칼,23화학,KOSDAQ,박근숙,1526,-1.93,0.13,-1.24,-11.0,1.82,251.62,20.2,109.54,-37.2,-11.18,-17.16,10.3,1342,3396,-16,-1233.0,12191.0,90895,12.0,20071109.0,대구광역시 북구  원대로 128 연우빌딩 3층,-1128,False
104540,코렌텍,29의료·정밀기기,KOSDAQ,현동욱,4080,-0.12,0.7,8.74,6.0,18.11,265.16,61.57,191.21,-30.49,-39.01,-35.14,1.7,532,246,9,467.0,5844.0,13407,12.0,20000530.0,충청남도 천안시 서북구 입장면 영산홍1길 12,15,True
104620,노랑풍선,06일반서비스,KOSDAQ,김진국,3120,-0.95,1.31,-18.03,-2.0,-12.94,130.6,214.67,89.67,-36.39,-38.22,-43.99,3.4,514,296,24,-173.0,2380.0,16810,12.0,20010813.0,"서울특별시 중구 수표로 31 (저동2가, 노랑풍선빌딩)",27,False
104830,원익머트리얼즈,23화학,KOSDAQ,한정욱,32500,-4.83,0.78,8.41,10.0,4.66,2.0,16.05,261.8,-40.8,-11.08,48.4,33.3,4280,882,157,3863.0,41679.0,12608,12.0,20061204.0,충청북도 청주시 청원구 오창읍 양청3길 30 -,173,True
105330,케이엔더블유,30운송장비·부품,KOSDAQ,양재석,6200,2.31,0.81,-17.27,-5.0,-0.16,-14.9,58.31,22.98,-33.83,21.57,44.19,6.0,983,166,-11,-359.0,7691.0,16019,12.0,20010112.0,경기도 파주시  문산읍 돈유3로 51 (주)케이엔더블유,-13,True
105550,엣지파운드리,28전기·전자,KOSDAQ,"남용현, 박찬영(각자 대표이사)",397,0.0,0.22,1.91,2.0,-2.43,-209.05,37.45,99.48,-70.17,-73.62,-85.13,4.2,310,89,-49,208.0,1792.0,78307,12.0,20060512.0,대전광역시 유성구 엑스포로 385 (주)트루윈,9,False
105740,디케이락,27기계·장비,KOSDAQ,노은식,6960,4.5,0.52,10.48,6.0,17.28,681.67,52.7,180.53,-34.46,-31.02,-15.53,6.1,643,328,2,664.0,13415.0,10168,12.0,19920120.0,경상남도 김해시 주촌면 골든루트로129번길 7,26,True
105760,포스뱅크,27기계·장비,KOSDAQ,은동욱,3690,1.93,0.46,9.51,7.0,22.53,6.48,23.67,351.7,-33.39,-30.11,-45.17,2.3,350,265,20,388.0,8078.0,10190,12.0,20030919.0,"서울특별시 금천구 가산디지털2로 108. 805-808호(가산동, 뉴티캐슬) &nbsp",32,True
106080,케이이엠텍,28전기·전자,KOSDAQ,유성준,1650,0.0,0.32,-0.69,-47.0,-56.17,-44.41,59.46,63.7,0.0,144.08,-15.38,0.0,95,8,-32,-2393.0,5207.0,5761,12.0,20010329.0,경기도 오산시 경기대로761번길 30 AA동 11-32호,-40,False
106190,하이텍팜,24제약,KOSDAQ,차현준,10760,0.0,0.0,0.0,0.0,-9.46,-17.37,9.97,567.05,-45.93,-6.76,-15.21,7.2,1099,0,0,0.0,0.0,10633,12.0,19980901.0,충청북도 충주시 대소원면 첨단산업6로 12 (주)하이텍팜,0,True
106240,파인테크닉스,28전기·전자,KOSDAQ,심철구,1230,-3.15,0.37,-0.96,-30.0,-30.13,-746.21,113.79,68.7,-47.88,-45.33,13.36,4.4,312,90,-12,-1278.0,3362.0,23877,12.0,20090101.0,경기도 안양시 만안구 덕천로 38 (주)파인테크닉스,-20,False
107600,새빗켐,23화학,KOSDAQ,이승진,12570,-3.75,1.18,-5.77,-18.0,26.55,-52.98,82.4,372.91,-60.78,-63.98,-33.81,4.4,679,303,-62,-2178.0,10630.0,5650,12.0,20010620.0,경상북도 김천시 공단로 98,-123,False
107640,한중엔시에스,28전기·전자,KOSDAQ,"김환식, 김상균(각자대표)",30400,-6.46,2.95,68.47,6.0,-1.38,-53.11,130.8,87.03,-54.96,-36.34,0.66,54.1,2606,547,14,444.0,10316.0,9064,12.0,19950831.0,경상북도 영천시 영천산단로 379,14,False
108230,톱텍,27기계·장비,KOSDAQ,정지용,2880,0.17,0.27,-7.42,-1.0,-66.04,-77.92,37.99,251.66,-39.37,-39.37,-40.98,3.8,1060,326,60,-388.0,10549.0,38023,12.0,19960620.0,경상북도 구미시 산동읍 5공단4로 28 -,137,True
