종목코드,재무제표종류,유동자산_2025,유동자산_2024,유동자산_2023,유동부채_2025,유동부채_2024,유동부채_2023,부채총계_2025,부채총계_2024,부채총계_2023,자본총계_2025,자본총계_2024,자본총계_2023,매출액_2025,매출액_2024,매출액_2023,영업이익_2025,영업이익_2024,영업이익_2023,당기순이익_2025,당기순이익_2024,당기순이익_2023
000480,CFS,520927478000.0,509568451000.0,431029759000.0,501151483000.0,687414034000.0,710420110000.0,756993430000.0,832104339000.0,795117752000.0,808194985000.0,858357775000.0,826684107000.0,827752427000.0,810831515000.0,816904445000.0,27823631000.0,17438364000.0,39415273000.0,-18803450000.0,-1278597000.0,26857674000.0
000490,CFS,1154896654542.0,1133886383951.0,1174544147465.0,1159210681602.0,1101155537489.0,1110209880220.0,1628494698079.0,1531411970874.0,1379316412077.0,646506208741.0,601215345248.0,577059698865.0,1484722098136.0,1415582422216.0,1433390777280.0,31224606429.0,18456574878.0,65403445106.0,-29871783649.0,-45134481978.0,11919509695.0
000500,CFS,969580990000.0,654804752000.0,545333237000.0,744660678000.0,518334366000.0,376758134000.0,894139107000.0,589179383000.0,470794089000.0,483788805000.0,453705043000.0,331011443000.0,2545698074000.0,1727103680000.0,1498606544000.0,79191591000.0,45011778000.0,43720039000.0,51396625000.0,25355195000.0,17898342000.0
000520,CFS,81958221734.0,91345650494.0,81115093239.0,185162713683.0,106660109599.0,168674681515.0,238339519546.0,218947290895.0,242852725250.0,133262036276.0,176123873044.0,127827371786.0,210253472993.0,219699586442.0,196345807846.0,-22211884927.0,113040731.0,6471027760.0,-34663701924.0,-5628801989.0,1663539539.0
000540,CFS,,,,,,,11665273000000.0,12122030000000.0,10663022000000.0,836868000000.0,772659000000.0,1368531000000.0,,,,,,,151689000000.0,106722000000.0,295540000000.0
000545,,,,,,,,,,,,,,,,,,,,,,
000590,CFS,279932055639.0,267523910482.0,236509695616.0,19796684066.0,23777076696.0,25133516977.0,31670115640.0,35090175721.0,36702819606.0,393726081741.0,377496622222.0,347206891081.0,134870815287.0,141950747269.0,171965239524.0,20215270547.0,22314081505.0,19128717935.0,20996079784.0,37853224906.0,22145557927.0
000640,CFS,503968124269.0,449172482597.0,413803739844.0,674047788182.0,703282253044.0,628929901050.0,927773911607.0,966546316740.0,929797048609.0,1151530812147.0,1063937470276.0,1027309301757.0,1429766810735.0,1333229636666.0,1132002860400.0,97772974663.0,82094664924.0,76881723048.0,91466489869.0,57573399359.0,55863039721.0
000650,CFS,2994531764.0,3614554270.0,5021819384.0,24093313239.0,20146010641.0,8691395907.0,43950854975.0,39416038248.0,35683673324.0,9583544196.0,14086493860.0,19058948856.0,45550266479.0,44716883420.0,43998455771.0,-5940519077.0,-5269198646.0,-5148165928.0,-5623543217.0,-4197020928.0,-4813001445.0
000660,CFS,69458073000000.0,42278887000000.0,30468100000000.0,37378999000000.0,24965444000000.0,21007810000000.0,55440908000000.0,45939505000000.0,46826413000000.0,120666751000000.0,73915704000000.0,53503752000000.0,97146675000000.0,66192960000000.0,32765719000000.0,47206319000000.0,23467319000000.0,-7730313000000.0,42947902000000.0,19796902000000.0,-9137547000000.0
000670,CFS,1375398468297.0,1556095230506.0,1369894823006.0,1431380114334.0,927947129412.0,688209207689.0,1983907994996.0,1716406429617.0,1285348175271.0,4018786224502.0,3985301285146.0,4282768794784.0,2908974321148.0,2787414358375.0,3761732632263.0,-259688708486.0,-160701935806.0,-169812608768.0,30876821465.0,-327809725720.0,-83369162564.0
000680,CFS,9031912471372.0,6941205350867.0,285499587626.0,9302839554773.0,8038791827301.0,597891183830.0,10407400008287.0,8784442907108.0,854463014808.0,1277959906601.0,1308828135159.0,927706277381.0,2615245130367.0,1933813959649.0,379631754364.0,22287447432.0,30187565175.0,11618277292.0,-19102992842.0,-17593580482.0,10704983628.0
000700,CFS,292071902313.0,290996966701.0,323186011567.0,61391978010.0,59333022696.0,57086858829.0,67528386749.0,67044758212.0,68107152536.0,412155706832.0,411670667039.0,446364985165.0,418474161915.0,435867054050.0,341769101419.0,21219524179.0,18315439948.0,21985188591.0,16752714426.0,31644811581.0,23263597963.0
000720,CFS,21958006000000.0,21100663000000.0,18613430000000.0,14842910000000.0,14663775000000.0,10356647000000.0,17678843000000.0,17335972000000.0,13258980000000.0,10112865000000.0,9669413000000.0,10455515000000.0,31062912000000.0,32670268000000.0,29651357000000.0,653006000000.0,-1263420000000.0,785430000000.0,559068000000.0,-766221000000.0,654281000000.0
000725,,,,,,,,,,,,,,,,,,,,,,
000760,CFS,43360290534.0,42344858051.0,44829814562.0,33868273961.0,33929612974.0,30053673395.0,64696138818.0,62687904131.0,58674386856.0,204861497948.0,207072687850.0,207278131988.0,46255096115.0,49487533689.0,47187842383.0,-164063862.0,772077303.0,-1813616540.0,-2135259806.0,-270822831.0,-2102669509.0
000810,CFS,,,,,,,75158009988554.0,71667277794649.0,68874631707984.0,21292379956314.0,15602214746140.0,16144398281437.0,,,,,,,2020287132255.0,2076797712983.0,1821614343047.0
000815,,,,,,,,,,,,,,,,,,,,,,
000850,CFS,165016428047.0,176995789691.0,188321223600.0,53537577233.0,60808670588.0,79201392082.0,80951516738.0,91541077262.0,118338768262.0,339459975773.0,337268734423.0,345546637806.0,221755533963.0,222200718833.0,225720429438.0,4216907667.0,-741138094.0,4560057509.0,11380353753.0,8654343281.0,10563122927.0
000860,CFS,320604385079.0,319967771943.0,329042678141.0,212520170747.0,197301334490.0,220270857716.0,265247732135.0,264762207818.0,293589356337.0,708767942201.0,704976952838.0,692097370896.0,598552862276.0,643137092555.0,638789180998.0,8294746283.0,20529999372.0,23167970906.0,926008538.0,18123152497.0,21726050379.0
000880,CFS,105998953000000.0,83305119000000.0,60511594000000.0,79882340000000.0,58787318000000.0,40440545000000.0,240894093000000.0,212454593000000.0,176539410000000.0,48435327000000.0,39777621000000.0,33198739000000.0,74785440000000.0,55646829000000.0,53134813000000.0,4146883000000.0,2416109000000.0,2411920000000.0,1991600000000.0,1690434000000.0,1635515000000.0
00088K,,,,,,,,,,,,,,,,,,,,,,
000890,CFS,60296276268.0,57184493101.0,56289797484.0,49811165636.0,43173429441.0,60764404535.0,56328552974.0,51788332179.0,63286857321.0,90222397527.0,87043381312.0,80013889453.0,89878693356.0,87624248943.0,93084785144.0,3812302057.0,2300656654.0,-2803701933.0,3489630597.0,6685688838.0,-3555068227.0
000910,CFS,114014867182.0,122193394507.0,139172431033.0,158119596368.0,157110551573.0,152236382625.0,203838180194.0,203861422466.0,206746720586.0,129554199257.0,101612342310.0,176099556371.0,202400732520.0,218159407914.0,224649755569.0,5499074402.0,-11456625866.0,-1992452119.0,25562588658.0,-68904028443.0,-2562126203.0
000950,CFS,158039194529.0,153107927636.0,153530945344.0,3669259030.0,26440887480.0,38878298744.0,9867204035.0,33296379985.0,47159660314.0,227496489479.0,198677621596.0,189819477322.0,40776455996.0,57235842614.0,94772410649.0,-7314924674.0,-8482983755.0,-32548106506.0,29808576772.0,8913315702.0,-19193789810.0
000970,CFS,253170961004.0,248241693218.0,247694042814.0,55947671440.0,59564211370.0,59755226888.0,70338072152.0,73720798815.0,74562473227.0,365278585138.0,355985182032.0,359545628831.0,406620008497.0,419416899335.0,456325697481.0,13295560073.0,15445910306.0,20384146359.0,17103869485.0,14347893535.0,17420022071.0
000990,CFS,1435680643640.0,1194370198832.0,1027982955095.0,579178189189.0,316866668877.0,220150412233.0,748586290599.0,396162364261.0,303296256385.0,2243995457046.0,2000688804317.0,1740082437747.0,1397233307039.0,1131167709804.0,1154223638940.0,277294561174.0,190838683363.0,265437456373.0,252582440798.0,229385888355.0,264149250979.0
001020,CFS,231238317638.0,237387840491.0,234120860487.0,144636639263.0,138769477694.0,113378421542.0,205462214993.0,206282900332.0,196513777401.0,263732752852.0,283763281983.0,295154590745.0,266668528958.0,290184364896.0,362071696060.0,-5279064383.0,2037606335.0,31156677378.0,-19327198235.0,-9682981858.0,15232336453.0
001040,CFS,12444497436000.0,14105667795000.0,14128879315000.0,16230858397000.0,17256896957000.0,15594831357000.0,29949340845000.0,29750163868000.0,29310944318000.0,17017052447000.0,17730414070000.0,17892818574000.0,45018829227000.0,43646656090000.0,41352688159000.0,2527738458000.0,2532252269000.0,2039057889000.0,142631457000.0,136375840000.0,524667990000.0
001045,,,,,,,,,,,,,,,,,,,,,,
00104K,,,,,,,,,,,,,,,,,,,,,,
001060,CFS,296511616163.0,306413411729.0,378091350382.0,209158694577.0,208615136614.0,286927113694.0,235903567710.0,275111775158.0,379598339300.0,369369599885.0,329486742125.0,265440456801.0,775298057923.0,719375756340.0,748526707817.0,94460987932.0,82488136816.0,100303770111.0,61511192817.0,65040120873.0,38430259560.0
001065,,,,,,,,,,,,,,,,,,,,,,
001067,,,,,,,,,,,,,,,,,,,,,,
001070,CFS,92405880481.0,71711246842.0,69357865765.0,55277666884.0,43014337076.0,31792406575.0,79736878059.0,53060622616.0,49782242505.0,155806835618.0,132337892416.0,130936272087.0,158285867181.0,133909117274.0,149403981153.0,696690065.0,2418669755.0,-1812481976.0,-610608139.0,1115646565.0,-3671292616.0
001080,CFS,121071760175.0,120309266635.0,143761145699.0,17629494257.0,23667868372.0,25704636551.0,22593210389.0,25735878225.0,33464202357.0,188570901745.0,179075206968.0,223111137050.0,152953052398.0,179904428905.0,219339870656.0,-11976544318.0,-30795040915.0,-12394036561.0,-3536289351.0,-44354713749.0,-4139049701.0
001120,CFS,4684644294936.0,4576965059781.0,4033775460675.0,3188131192141.0,3397095815278.0,2608427815094.0,5792595381529.0,5611254021107.0,4920385836841.0,3535707599884.0,3319611595109.0,3074954894023.0,16706309561513.0,16637572685167.0,14514349869122.0,292193349331.0,489185373375.0,433109594096.0,158262048335.0,269491720840.0,193358801940.0
001130,CFS,727291722513.0,798433553928.0,714234907928.0,474808777016.0,476946307010.0,360098478443.0,525617679934.0,523130128106.0,407391972243.0,1009198242238.0,1037332248569.0,993961881817.0,1375199649054.0,1374735359151.0,1441458547512.0,62256836691.0,72306706525.0,54859482247.0,-25137525435.0,48829120223.0,81242498761.0
001200,CFS,,,,,,,9916557486041.0,8595331993613.0,7687427343652.0,1132470877280.0,1051376155736.0,1011904699588.0,1694075188265.0,1652599784559.0,1647662690835.0,,,,64538264177.0,49619329316.0,30696475248.0
001210,CFS,17245721453.0,19385525236.0,27154653320.0,17700904685.0,20420748765.0,39040424174.0,20661211659.0,24425699025.0,45756810075.0,10115013712.0,8915865803.0,7148316474.0,44337718233.0,53171559352.0,53372993650.0,-1183567764.0,-4957267533.0,-8228668329.0,-3935952090.0,-13843864042.0,-18342317139.0
001230,CFS,978431663344.0,1035879772290.0,919871143473.0,612915357646.0,618918584762.0,540823934851.0,737647329544.0,729676090365.0,644335386070.0,1955749132475.0,1779602185677.0,1777312951379.0,1985265094613.0,1999426088314.0,1841113699327.0,39456572869.0,58003101705.0,60062636095.0,20721382562.0,19652546713.0,231577736410.0
001250,CFS,822100359000.0,896442498000.0,967517158000.0,562242867000.0,636926816000.0,769699575000.0,881712031000.0,872554135000.0,953110257000.0,570406827000.0,567087325000.0,447988123000.0,4109264561000.0,4066493928000.0,3916492567000.0,52300233000.0,77879797000.0,76519059000.0,13874085000.0,56067654000.0,26078651000.0
001260,CFS,324248803000.0,322220771000.0,281146060000.0,272453910000.0,282348103000.0,241834276000.0,285115413000.0,297349707000.0,264295801000.0,124977041000.0,119683863000.0,113032137000.0,357445671000.0,504249000000.0,547683547000.0,11440484000.0,7304141000.0,4346983000.0,5293178000.0,6198754000.0,5988600000.0
001270,CFS,,,,,,,978659889416.0,881102905317.0,1012607100628.0,833260950620.0,770265469916.0,757884918859.0,965463610904.0,779174975982.0,815040553001.0,,,,45640937410.0,30952554750.0,57306543254.0
001275,,,,,,,,,,,,,,,,,,,,,,
001290,CFS,,,,,,,1049277152809.0,1049832859211.0,1939613651597.0,195395197079.0,181089697651.0,234147787851.0,181734041730.0,322674868493.0,182188880534.0,,,,-5856970937.0,-47346647857.0,487236451.0
001340,CFS,88478925109.0,79549216386.0,68116463914.0,262916661141.0,175955497556.0,143576312214.0,383169849536.0,250865510826.0,213256378678.0,223279935761.0,213430158021.0,213651817625.0,272137469082.0,245228124294.0,233521888171.0,12150680899.0,9748351104.0,17738515912.0,10099767746.0,3600645965.0,7728814098.0
001360,CFS,38986229276.0,47006028527.0,29453670328.0,42314912170.0,18561708903.0,12818347194.0,46392295495.0,22596614412.0,15894485487.0,121044891635.0,105855344767.0,77584546537.0,46074379551.0,44294231025.0,51955037960.0,-18068418610.0,-14828940152.0,-18037069707.0,11545101570.0,-14092018358.0,-24812021765.0
001380,CFS,40554368704.0,39361219157.0,57713699590.0,25020113356.0,28602095038.0,38633692570.0,46452045338.0,50176243098.0,57195063606.0,151978568957.0,149705433926.0,141051733708.0,93481243542.0,99434870010.0,96577221552.0,4964130609.0,6154463640.0,6606303384.0,2806712344.0,6316098065.0,20175100732.0
001390,CFS,3383684686491.0,3465840270196.0,3267612150993.0,3069509763426.0,3563805566281.0,2429768496087.0,4406276284803.0,4386466503710.0,4182487252098.0,3937401957646.0,3774481745939.0,3636315422315.0,9101646921664.0,8863142439982.0,8933057023552.0,305678686344.0,318801578803.0,442583708062.0,243985224183.0,228495720589.0,350715471304.0
001420,CFS,40096184790.0,48204252257.0,31923884567.0,1104126943.0,5588451148.0,5975057863.0,3743882086.0,8263798005.0,8426155590.0,41677196315.0,45275972501.0,28960558405.0,14864855000.0,11570639556.0,9212314418.0,-978465756.0,-894285012.0,-810959814.0,-2339743319.0,17468736717.0,-82457842.0
001430,CFS,1703305066304.0,1712680355639.0,1664235509209.0,916929899514.0,1137233323820.0,749296026184.0,1961614625454.0,1795239994311.0,1626121166492.0,1952953862759.0,2031406869735.0,2039049834129.0,3651585276954.0,3636063257694.0,4083481175925.0,98411992401.0,52332166350.0,196690160681.0,56136309970.0,20273054942.0,125991352125.0
001440,CFS,2422681174185.0,1775776358196.0,1265741722748.0,1683734347194.0,920138411138.0,682343722489.0,1860939394871.0,1146613736888.0,925279346870.0,1632342790538.0,1496112472158.0,953285754857.0,3636018215712.0,3291299374607.0,2843980012193.0,128613046536.0,115169757365.0,79823888170.0,89877397889.0,74190401876.0,71872998256.0
001450,CFS,,,,,,,45272134078160.0,43780411936254.0,38032630733865.0,5157512762473.0,4743378657629.0,6055355663345.0,,,,,,,1019820047983.0,850533055882.0,574444959462.0
001460,CFS,182217941287.0,123654577939.0,113987958313.0,91583276262.0,48270062613.0,51122092069.0,213296295370.0,146993205799.0,150742490158.0,562493040763.0,549407749514.0,534920570167.0,163166613171.0,165207568941.0,168401523886.0,26573558468.0,23832906913.0,27498394275.0,19590575123.0,18404839494.0,23666593032.0
001465,,,,,,,,,,,,,,,,,,,,,,
001470,CFS,51319973181.0,127248580378.0,414655102235.0,291054894453.0,260552672629.0,360355795174.0,316426365247.0,287898386189.0,411614796994.0,-142051418048.0,-69788246867.0,102127653423.0,110992936772.0,444227803088.0,574975687073.0,-26610157339.0,-142485122012.0,-78151994195.0,-76708414194.0,-213039948362.0,-111007774067.0
001500,CFS,,,,,,,10953063000000.0,10689901000000.0,10307455000000.0,1443326000000.0,1302095000000.0,1277802000000.0,,,,,,,57735000000.0,36150000000.0,53511000000.0
001510,CFS,,,,,,,6254917857647.0,5550018800036.0,5801855293366.0,604618254601.0,559276595602.0,647238478234.0,,,,,,,28702851671.0,-83270261783.0,3187786850.0
001515,,,,,,,,,,,,,,,,,,,,,,
001520,CFS,479042588030.0,390266904593.0,473081782926.0,452581549481.0,545044064776.0,280122056642.0,697952897394.0,610910330680.0,311407795194.0,756895047618.0,705178026498.0,788242192402.0,630627899042.0,750408346536.0,866327008521.0,-20743807599.0,-920616899.0,26548625914.0,20272796018.0,-74230237505.0,18191365663.0
001525,,,,,,,,,,,,,,,,,,,,,,
001527,,,,,,,,,,,,,,,,,,,,,,
001530,CFS,293733705594.0,321145555378.0,307955941619.0,396256440534.0,337713509938.0,290898144472.0,504274251329.0,449411248598.0,370119040311.0,520481606131.0,564332201147.0,605534194418.0,601351665454.0,651725598894.0,682872127202.0,-1544756113.0,7810548526.0,6304538045.0,-9968597538.0,2502884010.0,5995805541.0
001550,CFS,70562705657.0,70287874785.0,67424582740.0,55488235689.0,54929390221.0,54062420610.0,68562842830.0,67248089753.0,66303820470.0,54695146900.0,52676679417.0,52284944063.0,99737235320.0,102447803292.0,114718158323.0,3820305556.0,4826994972.0,-5582069275.0,1972991291.0,640044941.0,-9037064085.0
001560,CFS,72879198137.0,69672914276.0,56303413670.0,9659075865.0,14153635378.0,8135004143.0,12414337606.0,16856515562.0,10794721777.0,108819875626.0,99235580509.0,95820362967.0,78898942508.0,81974461738.0,85239048510.0,4241793251.0,5753862882.0,7891764655.0,13643926853.0,6006943143.0,10917005887.0
001570,CFS,77885757640.0,104787666155.0,122321859157.0,649103931741.0,707560253213.0,410554172880.0,761490705739.0,762397544483.0,456932096288.0,460577235489.0,494536343970.0,246535275351.0,102780898535.0,153730068660.0,152030952048.0,-44660871685.0,-56002221720.0,-14608343494.0,-69041847124.0,-186089905780.0,-60356260825.0
001620,CFS,414916155697.0,353715956276.0,285073874182.0,495795118044.0,439454123604.0,350135025821.0,593932076663.0,538883051385.0,426184780364.0,268047076483.0,225927965754.0,196052738011.0,808008048191.0,668399686056.0,649418493012.0,18558484099.0,-6326628228.0,4502795734.0,31560050730.0,25660357954.0,8074115473.0
001630,CFS,499120727532.0,438920169131.0,419678255654.0,615783946186.0,502533923523.0,519907649344.0,715725386969.0,646028179296.0,632518933646.0,913055351744.0,849773425561.0,823484716865.0,959011774439.0,957752613068.0,879780769949.0,58281283833.0,35486435048.0,17005266704.0,54317390160.0,40294018711.0,40575422161.0
001680,CFS,1797754077877.0,1806075853037.0,1757699533283.0,1580837823028.0,1173502913647.0,959788676109.0,2382199703977.0,2062236472429.0,1990623422846.0,1096948855862.0,1447598637619.0,1343746604632.0,4401305371276.0,4255134757567.0,4107493943805.0,169282317428.0,176941145485.0,123716647215.0,-303088987280.0,96688841815.0,68563901324.0
001685,,,,,,,,,,,,,,,,,,,,,,
001720,CFS,,,,,,,8546880622161.0,8921462823065.0,8663574450115.0,1832693975299.0,1688472265975.0,1535225954422.0,2466380710168.0,2764259939189.0,2353524310238.0,,,,112278184228.0,149387962241.0,104434286654.0
001740,CFS,1834729000000.0,2006679000000.0,2371454000000.0,1784897000000.0,1964539000000.0,3908393000000.0,3015161000000.0,3103820000000.0,6954518000000.0,2025631000000.0,2053309000000.0,2155841000000.0,6745127000000.0,7657281000000.0,7453479000000.0,86293000000.0,113915000000.0,80541000000.0,49981000000.0,46292000000.0,5459000000.0
001750,CFS,,,,,,,1251891496159.0,1217180250407.0,1258029081971.0,581809787522.0,514157230371.0,489793772704.0,909022352850.0,833308862395.0,999032003491.0,,,,56571163268.0,38797645588.0,35104172832.0
001755,,,,,,,,,,,,,,,,,,,,,,
001770,CFS,54436959519.0,58537414643.0,59304477357.0,25112190765.0,26209905367.0,33089291565.0,25189976442.0,28355010203.0,33500820712.0,55403591030.0,53615737061.0,51265337416.0,100397778375.0,106604794578.0,106293829767.0,2737690568.0,-4025616576.0,672776337.0,1968600075.0,2927969957.0,110299965.0
001780,CFS,414862965670.0,461558929372.0,401188846987.0,426262819646.0,498690419092.0,448289152359.0,508113654613.0,562283552384.0,502306306396.0,404858804415.0,391717017908.0,358843354991.0,575658057136.0,622944292918.0,591186560074.0,34899686142.0,38053108468.0,37632269602.0,15878057966.0,17665025864.0,20461689088.0
001790,CFS,721094780000.0,643291931000.0,606635047000.0,438782801000.0,373176321000.0,315984108000.0,771334638000.0,674391517000.0,630801051000.0,483946132000.0,559151508000.0,554590561000.0,1356276028000.0,1373829105000.0,1332349884000.0,56555932000.0,36996731000.0,47216910000.0,-60301904000.0,20522372000.0,32504635000.0
001795,,,,,,,,,,,,,,,,,,,,,,
001800,CFS,1977889740941.0,1735604960268.0,1684449259398.0,707468257930.0,707188930335.0,514479147567.0,1027474078419.0,1054452244274.0,818487035311.0,5155936347634.0,4878744091875.0,4319813022573.0,3393126199452.0,3195245858433.0,2953806265859.0,487728621983.0,506240029274.0,405463095002.0,337777860270.0,479528618409.0,290412989562.0
001820,CFS,214311433519.0,206064227174.0,176976795817.0,53462287430.0,53903325361.0,54679259714.0,60641126788.0,60837129024.0,62806572612.0,279609219791.0,267277119143.0,245224492405.0,294491998379.0,295412198601.0,280768545013.0,12866483343.0,17842307493.0,23693227777.0,12608427475.0,22039010684.0,20925722895.0
