종목코드,재무제표종류,유동자산_2025,유동자산_2024,유동자산_2023,유동부채_2025,유동부채_2024,유동부채_2023,부채총계_2025,부채총계_2024,부채총계_2023,자본총계_2025,자본총계_2024,자본총계_2023,매출액_2025,매출액_2024,매출액_2023,영업이익_2025,영업이익_2024,영업이익_2023,당기순이익_2025,당기순이익_2024,당기순이익_2023
003530,CFS,,,,,,,15289727000000.0,12311894000000.0,11677139000000.0,2068209000000.0,1706230000000.0,1573045000000.0,3094578000000.0,2495793000000.0,1969010000000.0,,,,102010000000.0,38891000000.0,9298000000.0
003535,,,,,,,,,,,,,,,,,,,,,,
003540,CFS,,,,,,,35071641416000.0,23080719628000.0,19622059968000.0,4057222957000.0,3315389037000.0,3021428824000.0,5063889973000.0,4093862748000.0,3854590575000.0,,,,186726503000.0,144182139000.0,135831720000.0
003545,,,,,,,,,,,,,,,,,,,,,,
003547,,,,,,,,,,,,,,,,,,,,,,
003550,CFS,5697754000000.0,5064132000000.0,5199470000000.0,2337847000000.0,2244807000000.0,1937107000000.0,3648076000000.0,3506640000000.0,3236596000000.0,30334813000000.0,28132633000000.0,27016489000000.0,7252547000000.0,7175505000000.0,7445336000000.0,912174000000.0,966842000000.0,1589013000000.0,1000121000000.0,790478000000.0,1414258000000.0
003555,,,,,,,,,,,,,,,,,,,,,,
003570,CFS,715822146295.0,526652954048.0,586959728958.0,192510800393.0,162946662241.0,241801003194.0,361814934487.0,243741577262.0,356207738531.0,866792976548.0,790344489614.0,700696578963.0,712021619474.0,614453293151.0,485954273334.0,85457001419.0,110508614595.0,41595970398.0,61574936460.0,96131825495.0,49529807111.0
003580,CFS,45037709813.0,49459423619.0,33330699638.0,37618215348.0,37292278904.0,43565913100.0,41851519685.0,40853639450.0,58156709031.0,75504879687.0,95064945424.0,51947964180.0,100285620415.0,92943395794.0,73718481532.0,-9882955352.0,-2248651251.0,-10144760262.0,-8908875406.0,-9007042854.0,-25660245811.0
003610,CFS,123625955995.0,113436024468.0,119966699720.0,39867013058.0,34721913024.0,43315056242.0,48420748654.0,41948591533.0,49794631627.0,180570128641.0,189678539654.0,193665940357.0,122527094021.0,110595886622.0,131921584650.0,1121307590.0,-3270147637.0,-4119487210.0,6511313189.0,617138946.0,-4198833831.0
003620,CFS,1276828853305.0,1171965568545.0,1139590789969.0,1036937610386.0,1017426980564.0,885732879270.0,1884654616602.0,1683909503308.0,1553357901148.0,1484549777823.0,1420542693233.0,1082699001177.0,4303636808271.0,3905069387798.0,3736368968570.0,36155571131.0,1432909587.0,12547597407.0,46571489864.0,33844431596.0,8924265072.0
003650,CFS,410339910456.0,360989405614.0,289591646802.0,38982994177.0,68519265391.0,46598985326.0,54549912028.0,76419929556.0,51380636305.0,479410729146.0,412505084328.0,364859820231.0,405486654859.0,431941622345.0,409234735562.0,34552364423.0,45639201298.0,47989880016.0,68866042367.0,52625419138.0,47646038269.0
003670,CFS,2170138457850.0,2112748442946.0,2411881410829.0,1658340777683.0,1570069945473.0,1396407813025.0,4631817432921.0,4611953968440.0,3723127307788.0,4512079082909.0,3320505865578.0,2611465990083.0,2938698184392.0,3699944235821.0,4759871486264.0,32827283494.0,721245866.0,35882185999.0,36521891144.0,-231338259262.0,4435219953.0
003680,CFS,128059334146.0,132109348443.0,133555770720.0,125251201394.0,138250431324.0,149769441279.0,176399384042.0,176744116198.0,181377850957.0,67328358710.0,67812016491.0,65923246541.0,318445028569.0,332486628912.0,320600471187.0,5831182465.0,11004187308.0,8212086865.0,166813272.0,2838736942.0,1608592477.0
003690,CFS,,,,,,,10576348924573.0,9707522557270.0,8813428441680.0,3683421777221.0,3452869465595.0,3252895729256.0,,,,,,,322041488493.0,316671748113.0,283868821363.0
003720,CFS,78566277318.0,52947767038.0,47764954578.0,75904222213.0,61810665861.0,61013052374.0,110134005255.0,61866350493.0,64933627511.0,88284687667.0,74183530314.0,67222931028.0,153208300579.0,126040086242.0,122586707813.0,14921182578.0,9101817091.0,6029549093.0,15048018071.0,8349434746.0,18914809850.0
003780,CFS,32151208685.0,33329262059.0,36374924536.0,22547650136.0,25265584480.0,25848442566.0,26552828796.0,31597574345.0,33019849000.0,67136198088.0,64368177547.0,57009854398.0,90655194966.0,88220353454.0,86871531571.0,8444290771.0,8195906921.0,7569627807.0,6947237606.0,10046023809.0,8496471715.0
003830,CFS,86601230904.0,103720154380.0,111689425372.0,55916533534.0,54337475258.0,17924557481.0,126268778662.0,129833012247.0,143756014747.0,711010793390.0,690751693091.0,717116739206.0,108225676813.0,123785673930.0,134407371795.0,-7255414926.0,-1542476290.0,2392490401.0,9606102139.0,-2494580182.0,10427991011.0
003850,CFS,662938475410.0,631573603644.0,377659484561.0,254965156546.0,239339291363.0,201083021454.0,542377563858.0,379583669062.0,366258950641.0,845502782078.0,784503260930.0,549252590413.0,1017427357548.0,1017106670442.0,859625585767.0,65066733505.0,70472227261.0,68267020613.0,64302934599.0,69635720165.0,40213138264.0
003920,CFS,339242656770.0,348233969792.0,366142797573.0,91958033899.0,85480919589.0,101382083733.0,146417897253.0,92408003076.0,112447509970.0,949068512416.0,631785721012.0,667280098063.0,914148968157.0,952794199365.0,996763358982.0,5173833371.0,-9807235105.0,-71504518261.0,7107959269.0,249980282.0,-66249993823.0
003925,,,,,,,,,,,,,,,,,,,,,,
003960,CFS,898571171379.0,827540017183.0,673783052810.0,1015569585688.0,778714536256.0,513498748271.0,1389473134578.0,1284969216510.0,552092559042.0,795351643461.0,838581573734.0,710879106964.0,3499812746968.0,2642956274496.0,2063074655686.0,94682992676.0,133016935612.0,128637166378.0,-73563368883.0,95780719849.0,107150333560.0
004000,CFS,1060908594845.0,1045870950817.0,1346557688274.0,249647772905.0,177757081955.0,282045873671.0,310431307988.0,345163994108.0,299724770490.0,2435737106786.0,2368686673109.0,2383205649083.0,1752682647758.0,1670545189888.0,1768621115725.0,74361152818.0,50372565787.0,154778355081.0,106092942018.0,36380501672.0,182031600493.0
004020,CFS,11317571986110.0,11459924503844.0,11953568810846.0,7410535432859.0,7699051534479.0,7984156916980.0,14602128875438.0,15410222889378.0,15722841602022.0,19840176064055.0,19333565136259.0,19496000328022.0,22733237259727.0,23226141091217.0,25914760456167.0,219235156230.0,159492008580.0,798325068073.0,1389012026.0,8814214272.0,442983461011.0
004060,CFS,81803599175.0,81156509366.0,94253417810.0,27590956743.0,33868652717.0,57067547105.0,33112627385.0,40793896633.0,60692455929.0,261081867164.0,267459474206.0,242842110833.0,132347880383.0,138801745057.0,143080029866.0,-1516226748.0,-2756643488.0,1837793496.0,884197715.0,5357541497.0,-1027344833.0
004080,CFS,61102783888.0,48814600961.0,51648627530.0,31096545863.0,23043559112.0,25789392379.0,33631687299.0,25267017171.0,26440643644.0,116000778096.0,116160640620.0,113890708957.0,102606917707.0,101755599986.0,112442780476.0,7091121461.0,6277866223.0,11356003801.0,2932992529.0,5220337628.0,9230504923.0
004090,CFS,187672214455.0,191645514390.0,181097533971.0,137340879745.0,155594487362.0,154066503203.0,207018645036.0,186827178792.0,176607401972.0,206027005851.0,197577357210.0,177374809664.0,696926234873.0,726195804425.0,682274380401.0,11844186456.0,18774769252.0,18003041913.0,5072886019.0,12890793820.0,14756719369.0
004100,CFS,310698875538.0,289426904277.0,259575738221.0,351625983899.0,337426404299.0,307187386568.0,443013254172.0,417835346277.0,390494101128.0,166325243257.0,110305490991.0,108625698683.0,620169328505.0,620020921700.0,617171604795.0,22418799630.0,16053014687.0,22162989453.0,3051036268.0,2382264256.0,72801575.0
004105,,,,,,,,,,,,,,,,,,,,,,
004140,CFS,231312373982.0,228206856820.0,218284872352.0,238321984242.0,270815535620.0,256405223535.0,486085816800.0,471155865814.0,455221060483.0,178344899298.0,159174522703.0,144098260857.0,915552774078.0,871649680262.0,767794640132.0,31957249609.0,39038582380.0,35189702668.0,17403431561.0,20782012909.0,15092199973.0
004150,CFS,360740607000.0,351030660000.0,205289122000.0,215545458000.0,219176724000.0,113963533000.0,243814015000.0,259801490000.0,125877734000.0,645179036000.0,673357379000.0,594227604000.0,1098306886000.0,791639938000.0,443135225000.0,22608692000.0,7479492000.0,3998570000.0,8896778000.0,1583567000.0,5033306000.0
004170,CFS,2766743223009.0,2342662811362.0,2673702766608.0,5175725424774.0,4947367431132.0,4943859336449.0,9260975386061.0,8697075677726.0,8411994526638.0,6572365891815.0,6374698444225.0,6339988828490.0,6929498818333.0,6570412728809.0,6357088542148.0,479961762138.0,477024306786.0,639780613579.0,64603501354.0,186608863964.0,311968012608.0
004250,CFS,163631941112.0,160023114312.0,161044022224.0,151699324533.0,122915061382.0,155356184498.0,175921827918.0,139357329293.0,172746133735.0,449410325266.0,438253096661.0,364886720478.0,450319620231.0,458265475806.0,508721241750.0,23573589442.0,10494660290.0,29561374107.0,12938555470.0,75812415320.0,26735825055.0
004255,,,,,,,,,,,,,,,,,,,,,,
004270,CFS,88031162484.0,95561330811.0,89215908149.0,134402273167.0,135776415226.0,122913655542.0,172927563565.0,168670191071.0,149998102271.0,105497240258.0,107387182541.0,108115096106.0,77541223156.0,74577816567.0,69674672020.0,187996496.0,-1809506052.0,-6078155000.0,-3738683358.0,4417061200.0,-10178565109.0
004310,CFS,80827649866.0,79562139507.0,85473125258.0,71411100114.0,58687244814.0,65334227806.0,81112434730.0,77322023506.0,69967631960.0,82103210702.0,79074176370.0,84661467623.0,191790079025.0,175735499255.0,180762658997.0,4160910933.0,180885917.0,6926929270.0,2516256242.0,-574887516.0,6121759554.0
004360,CFS,256387911525.0,338816161501.0,327628075997.0,190032342166.0,254930329487.0,214427492258.0,287361361968.0,345651980660.0,287005143410.0,1208591668021.0,1134629636929.0,1058236503181.0,1241786832538.0,1373388758110.0,1141950047426.0,27300616862.0,24495686269.0,28656237456.0,65602594475.0,85471393368.0,69963792685.0
004365,,,,,,,,,,,,,,,,,,,,,,
004370,CFS,1960196420067.0,1743739590775.0,1419816691135.0,833082759238.0,678174791731.0,696493722736.0,990936608000.0,924886441245.0,793949665281.0,2831185859403.0,2672575129457.0,2440801761177.0,3514315500097.0,3438730857998.0,3410559367259.0,183933032197.0,163073931930.0,212064743455.0,170054449646.0,157630314203.0,171469224876.0
004380,CFS,168197446841.0,219780282709.0,224374757529.0,215572082595.0,238758164454.0,233585373747.0,235366960230.0,264770756288.0,270907976513.0,157413151322.0,198828649589.0,202697984880.0,222175005872.0,304426059356.0,315640474732.0,-35459793585.0,564892513.0,6935482797.0,-44996713410.0,1533340639.0,985055837.0
004410,CFS,21084109180.0,21525925202.0,24008130609.0,35998574358.0,31605356571.0,33730555400.0,46068983654.0,43334977612.0,44090116624.0,26780173037.0,22972735241.0,26724774163.0,68603497542.0,58588657427.0,64784789661.0,-459735590.0,-2232262628.0,586533680.0,-1603157075.0,-2987007773.0,-572589191.0
004415,,,,,,,,,,,,,,,,,,,,,,
004430,CFS,634032000000.0,654244000000.0,569230000000.0,291387000000.0,329649000000.0,307693000000.0,387202000000.0,424083000000.0,384152000000.0,760110000000.0,756110000000.0,705592000000.0,1039162000000.0,1070200000000.0,1029975000000.0,21845000000.0,62814000000.0,58469000000.0,2337000000.0,45088000000.0,34847000000.0
004440,CFS,205792499768.0,159162832765.0,144128288405.0,166639598498.0,123304139235.0,80078353787.0,172652633596.0,127003075315.0,85844015293.0,268108489293.0,267068544523.0,269063787528.0,223128675519.0,221295516428.0,216447816121.0,4995949054.0,-1674561213.0,5170081404.0,1494100183.0,-2013922758.0,2087170237.0
004450,CFS,61220584069.0,54134966171.0,54647218768.0,40035897530.0,37273207463.0,41325240247.0,95807466695.0,92385437720.0,95306705156.0,118468614740.0,111564987034.0,105851368212.0,162897513863.0,167142498336.0,157903566081.0,6756629237.0,10627822764.0,6945255277.0,4288538624.0,8016894006.0,-6651613355.0
004490,CFS,1188703402201.0,1075877589238.0,1025193283956.0,458298767337.0,504967120550.0,463634461162.0,580074350965.0,586279421321.0,498766534968.0,1662766161144.0,1507838365556.0,1342203627035.0,2142068327877.0,2059542800914.0,1684815345750.0,153763577366.0,179667570936.0,129915669248.0,141430242693.0,172321249541.0,118398646064.0
004540,CFS,152480649683.0,159480921600.0,168718823493.0,264197979182.0,340255083612.0,279014027125.0,466607221772.0,430942361723.0,429919829263.0,170688519360.0,190134948768.0,211602422739.0,508201414888.0,537049885546.0,514854128376.0,-22638049505.0,-902193220.0,-18914851966.0,-47512776630.0,-22142799877.0,-30844136630.0
004545,,,,,,,,,,,,,,,,,,,,,,
004560,CFS,402889173690.0,413660311029.0,441555928186.0,87502083568.0,171501975356.0,201514644664.0,192188884608.0,237513520737.0,298689554216.0,521014646031.0,516108525904.0,493860721920.0,741250134001.0,795376120096.0,1045305563220.0,25893420276.0,30627008612.0,-35227804661.0,14824431568.0,24969800651.0,-30200206953.0
004690,CFS,1675782236253.0,1776410315886.0,1739483670688.0,1249573670147.0,1392939479151.0,1187758858665.0,2576970582316.0,2757654283604.0,2757736685404.0,1882344303995.0,1760543940050.0,1675029499699.0,5275461012669.0,5120527432173.0,5664041261167.0,159630890886.0,114302576748.0,174490517245.0,131326078663.0,121658500696.0,145238917827.0
004700,CFS,89542739097.0,96339355279.0,99554474620.0,9066376891.0,10911048946.0,29596517531.0,84133319601.0,75372431014.0,69790234659.0,577863111460.0,543391319155.0,434710151011.0,97880064978.0,90248381146.0,126567009199.0,8789865516.0,7225967465.0,6344169361.0,11541573362.0,12604990949.0,9045801556.0
004710,CFS,373482482117.0,333316612074.0,389310521191.0,309551917942.0,270153207185.0,338847687070.0,503341439002.0,367642900986.0,479360236353.0,492683967731.0,512372272804.0,474674770896.0,1252424760923.0,1199483140800.0,1302679102712.0,20415690200.0,33354584118.0,48937418076.0,554181787.0,23176851498.0,38973271863.0
004720,CFS,96065487073.0,110708529863.0,95327308591.0,33678634128.0,65422042364.0,63171999802.0,49109603820.0,114022310240.0,109035925161.0,146303982147.0,249428137040.0,232971796452.0,173072508298.0,171286609685.0,166778825652.0,5986652772.0,10643268036.0,9126798156.0,-116641027852.0,2789765616.0,6087851018.0
004770,CFS,80216809920.0,78312236857.0,74824097127.0,978580303.0,1574607230.0,1035705398.0,1229960555.0,1936772265.0,1493834307.0,84787361947.0,83206699478.0,81003678066.0,12360625475.0,12809512519.0,12759842344.0,2200952273.0,2576381536.0,901749708.0,3627600280.0,4397579372.0,3864294306.0
004800,CFS,1324496905178.0,1021710482736.0,1766631178074.0,1305490493768.0,1351828011529.0,1708893344984.0,2529910891846.0,1836425734781.0,2312626241262.0,2857192993387.0,2504438694987.0,2776232060583.0,2431708714737.0,2272756398560.0,1847206700030.0,393021437826.0,221133379310.0,57657827604.0,422120861647.0,484258153404.0,-438141363.0
004830,CFS,78733173301.0,68982682841.0,65116466445.0,40560560655.0,28859209577.0,21035220376.0,55224838547.0,43840629211.0,41050935730.0,97435058889.0,92406698916.0,85768161262.0,146476303554.0,125453477601.0,107932700729.0,6235964595.0,8910501328.0,5090066210.0,5490204883.0,6799978765.0,5634121715.0
004835,,,,,,,,,,,,,,,,,,,,,,
004840,CFS,457151782687.0,478727560616.0,508096734481.0,368702700466.0,408506836778.0,396123601545.0,445906338431.0,461777219168.0,465541738320.0,529003522070.0,520636965696.0,498109853788.0,802745958892.0,752688127961.0,737777767832.0,24894014874.0,21870057763.0,35845945523.0,8989892422.0,13209672164.0,21854908375.0
004870,CFS,5042848272.0,6740780690.0,12668977911.0,4758086683.0,13981462042.0,12823714018.0,24994089500.0,38677031412.0,48804665067.0,94178185920.0,149000968642.0,166583694677.0,5034977500.0,5242842500.0,7774124999.0,-3606002497.0,-5220000555.0,-3006329578.0,-55732748754.0,-20751192697.0,4560758532.0
004890,CFS,323361244252.0,348021187878.0,334641471806.0,45954246139.0,45197051085.0,48601077241.0,48710587594.0,59240677942.0,66058894901.0,406422005338.0,422764699231.0,410077126862.0,347922351797.0,415796640204.0,441161261164.0,-2749636572.0,-4158725047.0,-4238627709.0,-12905767490.0,14566572474.0,-1075698296.0
004910,CFS,104148231359.0,103057316418.0,109471177683.0,141695585216.0,156165441188.0,106679639944.0,220774803915.0,201767372795.0,207511534859.0,211984409030.0,190123242167.0,175296462587.0,202667523052.0,248020130146.0,252818412762.0,-19497529333.0,2404881602.0,3706462386.0,-10338701427.0,15982987690.0,4760404223.0
004920,CFS,58138771355.0,31263365194.0,33615683830.0,33821329478.0,28184439252.0,26458185473.0,53719748525.0,37027166960.0,35659255979.0,73233904359.0,54776475448.0,54920681979.0,41449800518.0,33756128642.0,56685997504.0,2001735146.0,-1273710483.0,-6970983633.0,14619113907.0,-89010303.0,-8133912644.0
004960,CFS,1218875475720.0,1445741750171.0,1689917140286.0,862795488358.0,1094799963674.0,1129792659898.0,1371517585707.0,1536556216382.0,1716013928089.0,841468880850.0,781317369985.0,752933021934.0,1149191208443.0,1490447569221.0,1309008523014.0,64521039255.0,37254849485.0,14755273986.0,57864389832.0,14764860230.0,23668931441.0
004970,CFS,327237445457.0,341143157396.0,327223227100.0,111456183656.0,143338801837.0,158737026050.0,119361127534.0,160627956409.0,178568344162.0,603073107870.0,604089322710.0,570051838845.0,454741129091.0,470510573950.0,394069170628.0,-1566075725.0,16823878669.0,13706894602.0,5305235921.0,40168828006.0,17164767577.0
004980,CFS,333974343973.0,408726596821.0,346588644199.0,454196214911.0,510349800517.0,515007526070.0,714352355186.0,791487099045.0,772175804487.0,592859839599.0,575000537228.0,538023248072.0,1216265960464.0,1162632731807.0,1113282184538.0,43656046848.0,53239362394.0,73331934254.0,26014653152.0,45374360177.0,66955414380.0
004985,,,,,,,,,,,,,,,,,,,,,,
004990,CFS,5453937699835.0,5016589922670.0,5854119649407.0,6742334830996.0,6577895941552.0,6727891073451.0,13649432363871.0,13460513348442.0,13487589138957.0,9421639933465.0,9199764345455.0,9672841607501.0,15539626589471.0,15756975627179.0,15159775895639.0,239439333968.0,340468760521.0,493689284141.0,-595003287583.0,-946077909988.0,163660188554.0
00499K,,,,,,,,,,,,,,,,,,,,,,
005010,CFS,443772305158.0,446254043410.0,589116787480.0,196733455504.0,132875098643.0,163667396735.0,314950172888.0,311625423766.0,318962394363.0,1057454587630.0,1119640246593.0,1007030906107.0,612490282785.0,723068271123.0,764841700033.0,3489813746.0,17080221750.0,123214733009.0,-15032302605.0,22312045697.0,72197667977.0
005030,CFS,126573823153.0,133067670090.0,133595007850.0,186010888396.0,178801401231.0,182706824827.0,199726780390.0,210360873859.0,218282472186.0,19306006163.0,15976005089.0,14574189825.0,195406166736.0,213030180079.0,241720629111.0,578079523.0,7334415211.0,364369139.0,1719512092.0,-573106836.0,-10453925848.0
005070,CFS,187224446025.0,288406338978.0,295505274305.0,211337181533.0,270240677905.0,161698738718.0,224256681492.0,289009302755.0,193891013679.0,496843668444.0,495532641195.0,478782330149.0,456295847107.0,569728589077.0,629578773085.0,2378317974.0,25002358115.0,32324547766.0,-522850678.0,17647535995.0,27036287901.0
005090,CFS,1268968752262.0,1320315333894.0,1200550195529.0,1887368097749.0,1633746951972.0,1630402099009.0,2575039664888.0,2548064349819.0,2098714440145.0,759237085895.0,888235536959.0,868796193814.0,2460687771156.0,2354993052127.0,3024051635225.0,95820325177.0,189611637907.0,106822963776.0,-94809582864.0,35894883016.0,17169648910.0
005110,CFS,33199761105.0,53823309025.0,62137207473.0,45094732470.0,84315594017.0,86558354153.0,46415166576.0,85913739014.0,89140438095.0,10133214366.0,-15705535524.0,1170029782.0,8044626288.0,3089124038.0,22518606206.0,-7776013960.0,-9443656317.0,-8401928412.0,62327037865.0,-18484222632.0,-31237651569.0
005180,CFS,519711979353.0,474435696633.0,395032407534.0,185544513020.0,224112021093.0,182124833765.0,324991726927.0,281231244140.0,249119716386.0,743761731819.0,721843501869.0,641597543475.0,1489587173794.0,1463041258105.0,1394316382403.0,88357009701.0,131275792188.0,112245218200.0,55565434852.0,103226927609.0,86218494465.0
005250,CFS,1546884803433.0,1379407685089.0,1361245870014.0,1608004994167.0,1273345272400.0,1513207405670.0,2305403194573.0,1818397075103.0,1856165582345.0,1763769240472.0,1852175173527.0,1881541819965.0,2451476280927.0,2204855223217.0,2057935704611.0,36227417620.0,-10716124374.0,-16437917061.0,-41819513911.0,-11089572564.0,-72793909756.0
005257,,,,,,,,,,,,,,,,,,,,,,
005300,CFS,1046070729482.0,1125318015137.0,1149579977601.0,1343981614581.0,1466325841694.0,1264919959958.0,2684402658315.0,2794129119355.0,2720834172686.0,1600295935394.0,1578400353857.0,1536835578135.0,3971143829134.0,4024503304484.0,3224680481809.0,167159917902.0,184926837143.0,210669752581.0,51198353335.0,60012909167.0,166513593085.0
005305,,,,,,,,,,,,,,,,,,,,,,
005320,CFS,94990532621.0,99040056857.0,99626820196.0,46064931568.0,49023562161.0,54580829207.0,59023978147.0,58538598939.0,65127341444.0,105028825732.0,115574349112.0,110792565424.0,231493980175.0,265915113091.0,224438686442.0,-1856204617.0,-4346365196.0,-3581191913.0,-10711001706.0,-3794212373.0,-8505715135.0
005360,CFS,83043476731.0,103773458841.0,94995519450.0,90179955802.0,98348575676.0,89451315985.0,95328791642.0,105785547605.0,97140752588.0,80954090295.0,93508383767.0,98778063635.0,131024331487.0,133080484318.0,141452792883.0,-5853531949.0,-3813353960.0,-2268342309.0,-10661078953.0,-5333431137.0,-5722532337.0
005380,CFS,120777363000000.0,115764287000000.0,101724717000000.0,88579290000000.0,79509643000000.0,73362103000000.0,241196612000000.0,219522496000000.0,180653915000000.0,127648237000000.0,120275933000000.0,101809440000000.0,186254472000000.0,175231153000000.0,162663579000000.0,11467851000000.0,14239592000000.0,15126901000000.0,10364775000000.0,13229908000000.0,12272301000000.0
005385,,,,,,,,,,,,,,,,,,,,,,
005387,,,,,,,,,,,,,,,,,,,,,,
005389,,,,,,,,,,,,,,,,,,,,,,
005420,CFS,307439400050.0,406984350596.0,377119311640.0,506176860413.0,497957360273.0,323120487326.0,584052108436.0,613616795423.0,446543561144.0,584313905841.0,590712804094.0,644489609739.0,664155164378.0,749281395087.0,798983652893.0,-15986153874.0,-2000900280.0,3005594005.0,-30961125757.0,-52284123649.0,-7469918831.0
005430,CFS,196092569808.0,204525354364.0,206590264465.0,76669441804.0,82130016899.0,72927688420.0,124307050696.0,132293838478.0,128378638433.0,405156448642.0,370243190857.0,348472901998.0,663192785932.0,626537271117.0,544725137436.0,47014830454.0,45009646028.0,33969013124.0,40545958975.0,40605939549.0,31422609309.0
005440,CFS,3543774977000.0,3874977499000.0,1197839036000.0,1819375571000.0,2024324094000.0,866095197000.0,3183667938000.0,3102131742000.0,1530728455000.0,7306462632000.0,7007850033000.0,3520953816000.0,8091605017000.0,7409277127000.0,2629493454000.0,274073694000.0,198099994000.0,-11033826000.0,518661888000.0,791959780000.0,1100908213000.0
005490,CFS,43483869368419.0,44029923444233.0,46212298543978.0,23131653619869.0,22779718796788.0,21861518075074.0,42814746926182.0,41953831078121.0,41281496791611.0,62377691037383.0,61450367919684.0,59663897393468.0,69094886192787.0,72688143160111.0,77127197108585.0,1827063210829.0,2173573272904.0,3531422506439.0,504403472266.0,947580322052.0,1845849532200.0
005500,CFS,191575709283.0,159105066908.0,146180494578.0,147155185483.0,159130274420.0,144550213651.0,180137009017.0,163511213621.0,154536239147.0,290394738749.0,261655067978.0,265364997650.0,309133530719.0,308349934442.0,292128533737.0,26784499637.0,31637502800.0,20484355464.0,24169889943.0,39232983400.0,18905784041.0
005610,CFS,571966507390.0,553829119524.0,585928490679.0,529844298755.0,525312848647.0,683473600046.0,763318353654.0,760966764852.0,874719614690.0,481554949129.0,479829767129.0,419012689858.0,3370480879745.0,3427920218534.0,3433322296454.0,38738589176.0,94968717963.0,91734322533.0,14035102418.0,86491702785.0,50228465295.0
005680,CFS,383517615844.0,377653566898.0,357467077593.0,20525858297.0,22925705189.0,9673972717.0,23710498090.0,25897633126.0,14416675110.0,540042906580.0,531398425190.0,529626204677.0,149728576895.0,162977940986.0,177289642415.0,9239531197.0,7300356335.0,6457447965.0,5152325181.0,11112476268.0,13835688831.0
005690,CFS,95128076340.0,48035030555.0,43166152058.0,19622383473.0,7645983072.0,7763156978.0,33295200831.0,12825146702.0,12121806513.0,123877690491.0,86439169857.0,80396946327.0,114061538479.0,64851303832.0,56227378925.0,34304034471.0,4655636703.0,1295996455.0,40288986397.0,6331277009.0,3577983636.0
005720,CFS,2209480291498.0,2090595587272.0,1745855254446.0,1353241019248.0,1555102692514.0,1451193915140.0,2981550519030.0,2997370200454.0,2829351043809.0,2630360291878.0,2425181660057.0,2231606324070.0,3586518022664.0,3214304005061.0,3036061854464.0,204209668629.0,209664273178.0,221038045467.0,177869505319.0,158440823943.0,100449037121.0
005725,,,,,,,,,,,,,,,,,,,,,,
005740,CFS,256321812835.0,251687914614.0,230187006183.0,348030159337.0,387404791614.0,369693660129.0,588072580191.0,605441320859.0,611838013675.0,607423643473.0,575373817106.0,543948918099.0,1069881590060.0,1046896219641.0,1035541074592.0,57250687227.0,67578721530.0,71034057046.0,33640292917.0,43647782339.0,41312914804.0
005745,,,,,,,,,,,,,,,,,,,,,,
005750,CFS,125873817344.0,139123654248.0,131792726288.0,119469579914.0,123124095668.0,128790267380.0,163073579761.0,186457044510.0,187014858007.0,175408988127.0,161824773050.0,160641169991.0,300567542574.0,281054583692.0,266280932560.0,18617067031.0,10096692649.0,4059070397.0,13505237853.0,5709158066.0,-5547637853.0
005800,CFS,179113947022.0,186376319611.0,165709722247.0,26830712671.0,26764322084.0,27794916867.0,38345690227.0,35543585068.0,36041587402.0,388800958411.0,368625705505.0,365678215759.0,185154553424.0,196678118757.0,202775168754.0,1289206268.0,2755794895.0,2157294604.0,6273744763.0,3902312090.0,5008543200.0
005810,CFS,242741527821.0,238906673249.0,202981668491.0,157184265969.0,133732756150.0,110873765199.0,181539589876.0,203669595007.0,170346888480.0,1172765563682.0,1115463598070.0,1023904316175.0,432529869131.0,449393916995.0,406728730515.0,66801089250.0,104749837969.0,67837648307.0,74363461619.0,99951700285.0,83387284452.0
005820,CFS,98059311001.0,102167521487.0,99385495353.0,24131677582.0,26019596905.0,15814014566.0,30763199695.0,29940749375.0,23052297051.0,159144854019.0,155063393390.0,151917181773.0,89681887437.0,82386592601.0,84421858608.0,4425553264.0,1733512084.0,5066403417.0,5180840080.0,4837878605.0,10089058402.0
005830,CFS,,,,,,,63087018000000.0,57114924000000.0,49736685000000.0,10935289000000.0,9391213000000.0,10303743000000.0,,,,,,,1790581000000.0,1853217000000.0,1742379000000.0
005850,CFS,2633633328917.0,2346052089698.0,2070891916834.0,1170415053522.0,1142207374201.0,1116078680510.0,1345415829697.0,1301616145058.0,1226615063764.0,2651661893348.0,2397248075458.0,2009119403482.0,5239939345004.0,4973273970111.0,4838846695980.0,407099444958.0,395164287548.0,386185752873.0,320790309572.0,381963573388.0,349266124228.0
005870,CFS,242537730182.0,172168272605.0,226645373224.0,52211051874.0,65513617415.0,132338302899.0,148946957536.0,69226929333.0,137756656975.0,162813324976.0,171784515191.0,161578257143.0,137185901827.0,230800588043.0,228843875014.0,-12032815348.0,9134041295.0,17360970116.0,-9985113192.0,10744253181.0,17876181009.0
005880,CFS,746976950173.0,1040960860744.0,655634038156.0,408545197955.0,822686417005.0,1192523164554.0,1694535639799.0,2290699171630.0,2880989160205.0,2414654404485.0,2289682269547.0,1846814654142.0,1276968118509.0,1747186595917.0,1397365391874.0,207164410184.0,328635127660.0,249957270562.0,173260065058.0,164823503932.0,46354279593.0
005930,CFS,247684612000000.0,227062266000000.0,195936557000000.0,106411348000000.0,93326299000000.0,75719452000000.0,130621773000000.0,112339878000000.0,92228115000000.0,436320337000000.0,402192070000000.0,363677865000000.0,333605938000000.0,300870903000000.0,258935494000000.0,43601051000000.0,32725961000000.0,6566976000000.0,45206805000000.0,34451351000000.0,15487100000000.0
