종목코드,종목명,재무제표종류,유동자산_2025,유동자산_2024,유동자산_2023,유동부채_2025,유동부채_2024,유동부채_2023,부채총계_2025,부채총계_2024,부채총계_2023,자본총계_2025,자본총계_2024,자본총계_2023,매출액_2025,매출액_2024,매출액_2023,영업이익_2025,영업이익_2024,영업이익_2023,당기순이익_2025,당기순이익_2024,당기순이익_2023,ROE_2025,부채비율_2025,유동비율_2025,ROE_2024,부채비율_2024,유동비율_2024,ROE_2023,부채비율_2023,유동비율_2023,매출액성장률_2025,영업이익성장률_2025,매출액성장률_2024,영업이익성장률_2024,유동자산_2022,유동자산_2021,유동부채_2022,유동부채_2021,부채총계_2022,부채총계_2021,자본총계_2022,자본총계_2021,매출액_2022,매출액_2021,영업이익_2022,영업이익_2021,당기순이익_2022,당기순이익_2021,ROE_2022,부채비율_2022,유동비율_2022,ROE_2021,부채비율_2021,유동비율_2021,매출액성장률_2023,영업이익성장률_2023,매출액성장률_2022,영업이익성장률_2022
000680,LS네트웍스,CFS,9031912471372.0,6941205350867.0,285499587626.0,9302839554773.0,8038791827301.0,597891183830.0,10407400008287.0,8784442907108.0,854463014808.0,1277959906601.0,1308828135159.0,927706277381.0,2615245130367.0,1933813959649.0,379631754364.0,22287447432.0,30187565175.0,11618277292.0,-19102992842.0,-17593580482.0,10704983628.0,-1.49,814.38,97.09,-1.34,671.17,86.35,1.15,92.1,47.75,35.24,-26.17,409.39,159.83,282285964979.0,280148930102.0,210966610920.0,171369784430.0,748565972243.0,755744194994.0,551876482818.0,553629003062.0,362911031595.0,390470563901.0,8016374672.0,4309069589.0,-2397223065.0,60088302833.0,-0.43,135.64,133.81,10.85,136.51,163.48,4.61,44.93,-7.06,86.03
000700,유수홀딩스,CFS,292071902313.0,290996966701.0,323186011567.0,61391978010.0,59333022696.0,57086858829.0,67528386749.0,67044758212.0,68107152536.0,412155706832.0,411670667039.0,446364985165.0,418474161915.0,435867054050.0,341769101419.0,21219524179.0,18315439948.0,21985188591.0,16752714426.0,31644811581.0,23263597963.0,4.06,16.38,475.75,7.69,16.29,490.45,5.21,15.26,566.13,-3.99,15.86,27.53,-16.69,314536587203.0,308802612217.0,63779943527.0,73853751394.0,79255169817.0,93662171614.0,445670895055.0,408044920590.0,557607368527.0,503704317701.0,29646246718.0,20347476590.0,44118934136.0,39167182400.0,9.9,17.78,493.16,9.6,22.95,418.13,-38.71,-29.15,10.7,45.7
000720,현대건설,CFS,21958006000000.0,21100663000000.0,18613430000000.0,14842910000000.0,14663775000000.0,10356647000000.0,17678843000000.0,17335972000000.0,13258980000000.0,10112865000000.0,9669413000000.0,10455515000000.0,31062912000000.0,32670268000000.0,29651357000000.0,653006000000.0,-1263420000000.0,785430000000.0,559068000000.0,-766221000000.0,654281000000.0,5.53,174.82,147.94,-7.92,179.29,143.9,6.26,126.81,179.72,-4.92,151.69,10.18,-260.86,15516744000000.0,14526404000000.0,8757397000000.0,7613217000000.0,10987431000000.0,10207973000000.0,9924277000000.0,9429291000000.0,21239082000000.0,18065534000000.0,574902000000.0,753504000000.0,470876000000.0,554377000000.0,4.74,110.71,177.18,5.88,108.26,190.81,39.61,36.62,17.57,-23.7
000725,현대건설우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000760,이화산업,CFS,43360290534.0,42344858051.0,44829814562.0,33868273961.0,33929612974.0,30053673395.0,64696138818.0,62687904131.0,58674386856.0,204861497948.0,207072687850.0,207278131988.0,46255096115.0,49487533689.0,47187842383.0,-164063862.0,772077303.0,-1813616540.0,-2135259806.0,-270822831.0,-2102669509.0,-1.04,31.58,128.03,-0.13,30.27,124.8,-1.01,28.31,149.17,-6.53,-121.25,4.87,142.57,48156421369.0,54670129043.0,27876430288.0,33733301301.0,58496402565.0,66332387951.0,209720843894.0,208357510384.0,58633950913.0,57775111897.0,-884105121.0,-4965189508.0,864473481.0,59161557330.0,0.41,27.89,172.75,28.39,31.84,162.07,-19.52,-105.14,1.49,82.19
0007C0,아크릴,CFS,46995115262.0,9479857776.0,2855168362.0,6033851148.0,31824929989.0,20965353630.0,7188531200.0,33625889366.0,23384279585.0,43747825951.0,-20297990659.0,-17412769196.0,13312020352.0,13423471761.0,14757851338.0,-2253580136.0,-2385467206.0,-522283935.0,-2807960760.0,-5465939983.0,-4963444377.0,-6.42,16.43,778.86,26.93,-165.66,29.79,28.5,-134.29,13.62,-0.83,5.53,-9.04,-356.74,,,,,,,,,,,,,,,,,,,,,,,,
0007J0,인벤테라,CFS,14610550060.0,21492701460.0,7855808156.0,591873293.0,229037129.0,235841646.0,1151422268.0,1189625139.0,791003489.0,14266661288.0,21066388302.0,8064934064.0,0.0,0.0,0.0,-8604318705.0,-6368829413.0,-3475063815.0,-8046662733.0,-6043225681.0,-3112698989.0,-56.4,8.07,2468.53,-28.69,5.65,9383.94,-38.6,9.81,3330.97,,-35.1,,-83.27,,,,,,,,,,,,,,,,,,,,,,,,
000810,삼성화재,CFS,,,,,,,75158009988554.0,71667277794649.0,68874631707984.0,21292379956314.0,15602214746140.0,16144398281437.0,,,,,,,2020287132255.0,2076797712983.0,1821614343047.0,9.49,352.98,,13.31,459.34,,11.28,426.62,,,,,,,,,,68272537720188.0,79441679329735.0,12523472714851.0,15492331780717.0,,,2044658985784.0,1506861736073.0,1626701560909.0,1124710311207.0,12.99,545.16,,7.26,512.78,,,15.29,,35.69
000815,삼성화재우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000850,화천기공,CFS,165016428047.0,176995789691.0,188321223600.0,53537577233.0,60808670588.0,79201392082.0,80951516738.0,91541077262.0,118338768262.0,339459975773.0,337268734423.0,345546637806.0,221755533963.0,222200718833.0,225720429438.0,4216907667.0,-741138094.0,4560057509.0,11380353753.0,8654343281.0,10563122927.0,3.35,23.85,308.23,2.57,27.14,291.07,3.06,34.25,237.78,-0.2,668.98,-1.56,-116.25,204833126801.0,158181676958.0,85246377720.0,64984358745.0,128766812502.0,117087775886.0,345265803434.0,308349081430.0,244093710786.0,203972289491.0,8182884639.0,3322539254.0,37485626338.0,9313607545.0,10.86,37.29,240.28,3.02,37.97,243.42,-7.53,-44.27,19.67,146.28
000860,강남제비스코,CFS,320604385079.0,319967771943.0,329042678141.0,212520170747.0,197301334490.0,220270857716.0,265247732135.0,264762207818.0,293589356337.0,708767942201.0,704976952838.0,692097370896.0,598552862276.0,643137092555.0,638789180998.0,8294746283.0,20529999372.0,23167970906.0,926008538.0,18123152497.0,21726050379.0,0.13,37.42,150.86,2.57,37.56,162.17,3.14,42.42,149.38,-6.93,-59.6,0.68,-11.39,318471402195.0,296850341524.0,190999008997.0,134446267528.0,278945532072.0,242083987540.0,678845782760.0,661926964797.0,673166188482.0,590983999981.0,4405118561.0,-12719974974.0,11666578220.0,47442441436.0,1.72,41.09,166.74,7.17,36.57,220.79,-5.11,425.93,13.91,134.63
000880,한화,CFS,105998953000000.0,83305119000000.0,60511594000000.0,79882340000000.0,58787318000000.0,40440545000000.0,240894093000000.0,212454593000000.0,176539410000000.0,48435327000000.0,39777621000000.0,33198739000000.0,74785440000000.0,55646829000000.0,53134813000000.0,4146883000000.0,2416109000000.0,2411920000000.0,1991600000000.0,1690434000000.0,1635515000000.0,4.11,497.35,132.69,4.25,534.11,141.71,4.93,531.77,149.63,34.39,71.63,4.73,0.17,22317004000000.0,17597982000000.0,21094631000000.0,16468961000000.0,163801018000000.0,166922332000000.0,3344110000000.0,3593748000000.0,50886731000000.0,52836069000000.0,2369638000000.0,2927888000000.0,2008961000000.0,2282069000000.0,60.07,4898.19,105.79,63.5,4644.8,106.86,4.42,1.78,-3.69,-19.07
00088K,한화3우B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000890,보해양조,CFS,60296276268.0,57184493101.0,56289797484.0,49811165636.0,43173429441.0,60764404535.0,56328552974.0,51788332179.0,63286857321.0,90222397527.0,87043381312.0,80013889453.0,89878693356.0,87624248943.0,93084785144.0,3812302057.0,2300656654.0,-2803701933.0,3489630597.0,6685688838.0,-3555068227.0,3.87,62.43,121.05,7.68,59.5,132.45,-4.44,79.09,92.64,2.57,65.7,-5.87,182.06,57906204735.0,59746784188.0,49381850760.0,44291064505.0,64936220688.0,68867729120.0,82456280259.0,84249034543.0,90858780910.0,83748910790.0,61880701.0,1053737072.0,-2828783632.0,-908719386.0,-3.43,78.75,117.26,-1.08,81.74,134.9,2.45,-4630.82,8.49,-94.13
0008Z0,에스엔시스,CFS,155954907833.0,136660747102.0,119541699553.0,53956222186.0,68046382798.0,62239301144.0,59853705287.0,75342129316.0,70873090967.0,172671981934.0,102134854286.0,80203194675.0,144425340172.0,138127527874.0,106268534704.0,17738505697.0,15477800090.0,12897047561.0,18041280232.0,22672572637.0,11407905685.0,10.45,34.66,289.04,22.2,73.77,200.83,14.22,88.37,192.07,4.56,14.61,29.98,20.01,,,,,,,,,,,,,,,,,,,,,,,,
000910,유니온,CFS,114014867182.0,122193394507.0,139172431033.0,158119596368.0,157110551573.0,152236382625.0,203838180194.0,203861422466.0,206746720586.0,129554199257.0,101612342310.0,176099556371.0,202400732520.0,218159407914.0,224649755569.0,5499074402.0,-11456625866.0,-1992452119.0,25562588658.0,-68904028443.0,-2562126203.0,19.73,157.34,72.11,-67.81,200.63,77.78,-1.45,117.4,91.42,-7.22,148.0,-2.89,-475.0,140428558016.0,133771712179.0,132962186534.0,124577642149.0,201552927080.0,182516607328.0,174558796250.0,183648543703.0,234981176780.0,215922625914.0,2897590739.0,5173428419.0,-9138513568.0,10374291668.0,-5.24,115.46,105.62,5.65,99.38,107.38,-4.4,-168.76,8.83,-43.99
000950,전방,CFS,158039194529.0,153107927636.0,153530945344.0,3669259030.0,26440887480.0,38878298744.0,9867204035.0,33296379985.0,47159660314.0,227496489479.0,198677621596.0,189819477322.0,40776455996.0,57235842614.0,94772410649.0,-7314924674.0,-8482983755.0,-32548106506.0,29808576772.0,8913315702.0,-19193789810.0,13.1,4.34,4307.11,4.49,16.76,579.06,-10.11,24.84,394.9,-28.76,13.77,-39.61,73.94,183763559312.0,280690515577.0,85022926184.0,214719979609.0,104809893220.0,239288170943.0,210657995414.0,144025298312.0,124914049101.0,133745227330.0,-35045943284.0,7360077995.0,67453344175.0,159907246.0,32.02,49.75,216.13,0.11,166.14,130.72,-24.13,7.13,-6.6,-576.16
000970,한국주철관,CFS,253170961004.0,248241693218.0,247694042814.0,55947671440.0,59564211370.0,59755226888.0,70338072152.0,73720798815.0,74562473227.0,365278585138.0,355985182032.0,359545628831.0,406620008497.0,419416899335.0,456325697481.0,13295560073.0,15445910306.0,20384146359.0,17103869485.0,14347893535.0,17420022071.0,4.68,19.26,452.51,4.03,20.71,416.76,4.85,20.74,414.51,-3.05,-13.92,-8.09,-24.23,233007687015.0,227709631100.0,57454236920.0,62669145261.0,73948278772.0,76191124416.0,350660350544.0,346898827360.0,484291225781.0,510185095507.0,13990246944.0,48569477615.0,12067999270.0,65898905421.0,3.44,21.09,405.55,19.0,21.96,363.35,-5.77,45.7,-5.08,-71.2
000990,DB하이텍,CFS,1435680643640.0,1194370198832.0,1027982955095.0,579178189189.0,316866668877.0,220150412233.0,748586290599.0,396162364261.0,303296256385.0,2243995457046.0,2000688804317.0,1740082437747.0,1397233307039.0,1131167709804.0,1154223638940.0,277294561174.0,190838683363.0,265437456373.0,252582440798.0,229385888355.0,264149250979.0,11.26,33.36,247.88,11.47,19.8,376.93,15.18,17.43,466.95,23.52,45.3,-2.0,-28.1,1327330066477.0,814724703271.0,416099502332.0,342632555604.0,507381718523.0,460954603040.0,1634784143895.0,1105159337831.0,1669476722276.0,1214682040178.0,761884807377.0,389229044615.0,556227095934.0,313979185521.0,34.02,31.04,318.99,28.41,41.71,237.78,-30.86,-65.16,37.44,95.74
0009K0,에임드바이오,CFS,178522625374.0,36227321923.0,18808961569.0,5679387810.0,43577605880.0,15314595086.0,6396747607.0,43773209838.0,15722029092.0,192571951136.0,3367771808.0,6709949833.0,47278353425.0,11760181999.0,171213982.0,20768575294.0,-407753481.0,-6416319317.0,5018085142.0,-3313176866.0,-9029700936.0,2.61,3.32,3143.34,-98.38,1299.77,83.13,-134.57,234.31,122.82,302.02,5193.41,6768.7,93.65,,,,,,,,,,,,,,,,,,,,,,,,
001000,신라섬유,CFS,712383705.0,513180968.0,707847213.0,16238071827.0,16225729662.0,16232763340.0,16262339352.0,16238075778.0,16232763340.0,14473905270.0,14396697455.0,14732763935.0,3590565852.0,3669468488.0,3777530598.0,487816030.0,416940298.0,391543799.0,71723902.0,-301764011.0,-671622657.0,0.5,112.36,4.39,-2.1,112.79,3.16,-4.56,110.18,4.36,-2.15,17.0,-2.86,6.49,1132483969.0,1924040400.0,16457962901.0,17310227794.0,16543805287.0,17447455823.0,15392324935.0,15402064410.0,4429624973.0,4350723533.0,464547764.0,668527818.0,-35839884.0,670274558.0,-0.23,107.48,6.88,4.35,113.28,11.12,-14.72,-15.72,1.81,-30.51
001020,페이퍼코리아,CFS,231238317638.0,237387840491.0,234120860487.0,144636639263.0,138769477694.0,113378421542.0,205462214993.0,206282900332.0,196513777401.0,263732752852.0,283763281983.0,295154590745.0,266668528958.0,290184364896.0,362071696060.0,-5279064383.0,2037606335.0,31156677378.0,-19327198235.0,-9682981858.0,15232336453.0,-7.33,77.91,159.88,-3.41,72.7,171.07,5.16,66.58,206.5,-8.1,-359.08,-19.85,-93.46,249090738796.0,241095269218.0,410999661424.0,195689649970.0,440215219986.0,451786535547.0,61614925476.0,45381107747.0,409957041438.0,435282695963.0,25843738569.0,31459196423.0,-1828714243.0,9246301358.0,-2.97,714.46,60.61,20.37,995.54,123.2,-11.68,20.56,-5.82,-17.85
001040,CJ,CFS,12444497436000.0,14105667795000.0,14128879315000.0,16230858397000.0,17256896957000.0,15594831357000.0,29949340845000.0,29750163868000.0,29310944318000.0,17017052447000.0,17730414070000.0,17892818574000.0,45018829227000.0,43646656090000.0,41352688159000.0,2527738458000.0,2532252269000.0,2039057889000.0,142631457000.0,136375840000.0,524667990000.0,0.84,176.0,76.67,0.77,167.79,81.74,2.93,163.81,90.6,3.14,-0.18,5.55,24.19,15143819806000.0,12020596817000.0,16950325414000.0,12546083570000.0,30506774819000.0,25492465688000.0,17733633488000.0,16463530116000.0,40924879773000.0,34484026554000.0,2154201790000.0,1881800099000.0,686845690000.0,806961658000.0,3.87,172.03,89.34,4.9,154.84,95.81,1.05,-5.35,18.68,14.48
001045,CJ우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00104K,CJ4우(전환),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001060,JW중외제약,CFS,296511616163.0,306413411729.0,378091350382.0,209158694577.0,208615136614.0,286927113694.0,235903567710.0,275111775158.0,379598339300.0,369369599885.0,329486742125.0,265440456801.0,775298057923.0,719375756340.0,748526707817.0,94460987932.0,82488136816.0,100303770111.0,61511192817.0,65040120873.0,38430259560.0,16.65,63.87,141.76,19.74,83.5,146.88,14.48,143.01,131.77,7.77,14.51,-3.89,-17.76,425457063858.0,366451501352.0,380131098057.0,282677564196.0,402213719428.0,444513606704.0,225759035573.0,188539529698.0,684351099249.0,606584944778.0,62960870729.0,31199849285.0,29852560173.0,-1441453468.0,13.22,178.16,111.92,-0.76,235.77,129.64,9.38,59.31,12.82,101.8
001065,JW중외제약우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001067,JW중외제약2우B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001070,대한방직,CFS,92405880481.0,71711246842.0,69357865765.0,55277666884.0,43014337076.0,31792406575.0,79736878059.0,53060622616.0,49782242505.0,155806835618.0,132337892416.0,130936272087.0,158285867181.0,133909117274.0,149403981153.0,696690065.0,2418669755.0,-1812481976.0,-610608139.0,1115646565.0,-3671292616.0,-0.39,51.18,167.17,0.84,40.09,166.71,-2.8,38.02,218.16,18.2,-71.2,-10.37,233.45,99100925561.0,110899060188.0,61689419718.0,64549223922.0,75392116742.0,93144325550.0,135247441132.0,139467794778.0,191519691272.0,200372904619.0,-3886402441.0,5406662230.0,-5230874590.0,1555720538.0,-3.87,55.74,160.64,1.12,66.79,171.81,-21.99,53.36,-4.42,-171.88
001080,만호제강,CFS,121071760175.0,120309266635.0,143761145699.0,17629494257.0,23667868372.0,25704636551.0,22593210389.0,25735878225.0,33464202357.0,188570901745.0,179075206968.0,223111137050.0,152953052398.0,179904428905.0,219339870656.0,-11976544318.0,-30795040915.0,-12394036561.0,-3536289351.0,-44354713749.0,-4139049701.0,-1.88,11.98,686.76,-24.77,14.37,508.32,-1.86,15.0,559.28,-14.98,61.11,-17.98,-148.47,160309290223.0,152257444065.0,24484105742.0,21015970113.0,25657000048.0,26383148020.0,249989355282.0,247752744927.0,253705017361.0,196123923305.0,-145706310.0,433732631.0,2931085251.0,6356634114.0,1.17,10.26,654.75,2.57,10.65,724.48,-15.93,-5007.14,29.36,-133.59
0010F0,보원케미칼,CFS,13066129373.0,11296273314.0,10006470392.0,30693905970.0,43588277809.0,39393843304.0,46195960900.0,59221776201.0,58907354764.0,23959574946.0,5841519808.0,4568153864.0,52193588709.0,39727764003.0,33674835819.0,5119400582.0,4760835717.0,592941952.0,217502672.0,1666862442.0,-2332221296.0,0.91,192.81,42.57,28.53,1013.81,25.92,-51.05,1289.52,25.4,31.38,7.53,17.97,702.92,,,,,,,,,,,,,,,,,,,,,,,,
0010V0,제이피아이헬스케어,CFS,59143979367.0,42748246817.0,40117604114.0,7867062940.0,14587032646.0,14929451219.0,19327686029.0,24476147053.0,16254707885.0,63050499393.0,41375829781.0,37351857679.0,48466916636.0,45053480051.0,45411777642.0,4859402764.0,3938248315.0,6570159572.0,4842276008.0,5552550795.0,6339075203.0,7.68,30.65,751.79,13.42,59.16,293.06,16.97,43.52,268.71,7.58,23.39,-0.79,-40.06,,,,,,,,,,,,,,,,,,,,,,,,
001120,LX인터내셔널,CFS,4684644294936.0,4576965059781.0,4033775460675.0,3188131192141.0,3397095815278.0,2608427815094.0,5792595381529.0,5611254021107.0,4920385836841.0,3535707599884.0,3319611595109.0,3074954894023.0,16706309561513.0,16637572685167.0,14514349869122.0,292193349331.0,489185373375.0,433109594096.0,158262048335.0,269491720840.0,193358801940.0,4.48,163.83,146.94,8.12,169.03,134.73,6.29,160.01,154.64,0.41,-40.27,14.63,12.95,4482204749190.0,4376547052901.0,2935026255683.0,3430948439233.0,4682532060717.0,4362644678498.0,3036475272912.0,2384244343246.0,18759549404034.0,16686532633651.0,965543470335.0,656217086586.0,779310807894.0,540331627454.0,25.66,154.21,152.71,22.66,182.98,127.56,-22.63,-55.14,12.42,47.14
001130,대한제분,CFS,727291722513.0,798433553928.0,714234907928.0,474808777016.0,476946307010.0,360098478443.0,525617679934.0,523130128106.0,407391972243.0,1009198242238.0,1037332248569.0,993961881817.0,1375199649054.0,1374735359151.0,1441458547512.0,62256836691.0,72306706525.0,54859482247.0,-25137525435.0,48829120223.0,81242498761.0,-2.49,52.08,153.18,4.71,50.43,167.41,8.17,40.99,198.34,0.03,-13.9,-4.63,31.8,615430600543.0,683850027463.0,344701427247.0,380129477789.0,399078814703.0,440979863565.0,919353083839.0,880617517208.0,1368170051431.0,1111341734130.0,43274283090.0,24960181509.0,41343753991.0,87295095400.0,4.5,43.41,178.54,9.91,50.08,179.9,5.36,26.77,23.11,73.37
0011A0,액스비스,CFS,39711572117.0,39467836269.0,33209620868.0,25790486525.0,35010719506.0,51029158961.0,44308778632.0,45353618117.0,62708811790.0,28108135420.0,18721107609.0,-5830958855.0,56573055392.0,55659539835.0,50578762171.0,4306996816.0,2415830751.0,2220795919.0,5010740442.0,3185024840.0,-8958967385.0,17.83,157.64,153.98,17.01,242.26,112.73,153.64,-1075.45,65.08,1.64,78.28,10.05,8.78,,,,,,,,,,,,,,,,,,,,,,,,
0011T0,채비,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001200,유진투자증권,CFS,,,,,,,9916557486041.0,8595331993613.0,7687427343652.0,1132470877280.0,1051376155736.0,1011904699588.0,1694075188265.0,1652599784559.0,1647662690835.0,,,,64538264177.0,49619329316.0,30696475248.0,5.7,875.66,,4.72,817.53,,3.03,759.7,,2.51,,0.3,,,,,,7100764279436.0,8214653815670.0,975644019345.0,960811140603.0,1821576539177.0,1370747937952.0,,,15672340026.0,90685709052.0,1.61,727.8,,9.44,854.97,,-9.55,,32.89,
001210,금호전기,CFS,17245721453.0,19385525236.0,27154653320.0,17700904685.0,20420748765.0,39040424174.0,20661211659.0,24425699025.0,45756810075.0,10115013712.0,8915865803.0,7148316474.0,44337718233.0,53171559352.0,53372993650.0,-1183567764.0,-4957267533.0,-8228668329.0,-3935952090.0,-13843864042.0,-18342317139.0,-38.91,204.26,97.43,-155.27,273.96,94.93,-256.6,640.11,69.56,-16.61,76.12,-0.38,39.76,37080729032.0,65174960579.0,43610870318.0,63023538068.0,48670001850.0,65486927043.0,13523730755.0,18362616731.0,46015093156.0,41640597680.0,-11787966654.0,-8559664657.0,-17860161242.0,-9883907411.0,-132.07,359.89,85.03,-53.83,356.63,103.41,15.99,30.19,10.51,-37.72
001230,동국홀딩스,CFS,978431663344.0,1035879772290.0,919871143473.0,612915357646.0,618918584762.0,540823934851.0,737647329544.0,729676090365.0,644335386070.0,1955749132475.0,1779602185677.0,1777312951379.0,1985265094613.0,1999426088314.0,1841113699327.0,39456572869.0,58003101705.0,60062636095.0,20721382562.0,19652546713.0,231577736410.0,1.06,37.72,159.64,1.1,41.0,167.37,13.03,36.25,170.09,-0.71,-31.98,8.6,-3.43,2774282526162.0,2682765756695.0,2824096283756.0,3119195484420.0,3178727259124.0,3551698513509.0,3272520537758.0,2782412405551.0,2098912392887.0,1754741621543.0,86773672399.0,-8026299154.0,411365431091.0,558595878971.0,12.57,97.13,98.24,20.08,127.65,86.01,-12.28,-30.78,19.61,1181.12
001250,GS글로벌,CFS,822100359000.0,896442498000.0,967517158000.0,562242867000.0,636926816000.0,769699575000.0,881712031000.0,872554135000.0,953110257000.0,570406827000.0,567087325000.0,447988123000.0,4109264561000.0,4066493928000.0,3916492567000.0,52300233000.0,77879797000.0,76519059000.0,13874085000.0,56067654000.0,26078651000.0,2.43,154.58,146.22,9.89,153.87,140.74,5.82,212.75,125.7,1.05,-32.84,3.83,1.78,1006878372309.0,1038726911531.0,805649501154.0,926642821394.0,1012698524738.0,1100168067127.0,406714433715.0,342513753782.0,5070923117354.0,3849040520289.0,70467603982.0,38846703450.0,68061370179.0,22028008413.0,16.73,248.99,124.98,6.43,321.2,112.1,-22.77,8.59,31.75,81.4
001260,남광토건,CFS,324248803000.0,322220771000.0,281146060000.0,272453910000.0,282348103000.0,241834276000.0,285115413000.0,297349707000.0,264295801000.0,124977041000.0,119683863000.0,113032137000.0,357445671000.0,504249000000.0,547683547000.0,11440484000.0,7304141000.0,4346983000.0,5293178000.0,6198754000.0,5988600000.0,4.24,228.13,119.01,5.18,248.45,114.12,5.3,233.82,116.26,-29.11,56.63,-7.93,68.03,263129339480.0,205832874018.0,216082621341.0,171179968325.0,238920806341.0,186233104756.0,107002078032.0,87745244191.0,450379452331.0,356740019691.0,11115819532.0,20804647592.0,19332575729.0,21679416652.0,18.07,223.29,121.77,24.71,212.24,120.24,21.6,-60.89,26.25,-46.57
