종목코드,종목명,시장구분,매출액,영업이익,경상이익,ROE,시가총액,상장주수,결산월
009450,경동나비엔,KOSPI,4253,638,777,14.22,9149,14568,12.0
009460,한창제지,KOSPI,2943,11,-66,2.85,322,11933,12.0
009470,삼화전기,KOSPI,574,34,24,10.78,1478,6613,12.0
009540,HD한국조선해양,KOSPI,81409,13560,15679,20.2,239213,70773,12.0
009580,무림P&P,KOSPI,1862,-58,-120,-5.91,984,62368,12.0
009680,모토닉,KOSPI,683,43,73,5.46,2123,21733,12.0
009770,삼정펄프,KOSPI,1639,49,473,15.76,664,2499,12.0
009810,플레이그램,KOSPI,657,17,-6,-7.58,276,15188,12.0
009830,한화솔루션,KOSPI,38820,926,-424,-6.95,45723,171892,12.0
009835,한화솔루션우,KOSPI,0,0,0,0.0,421,2575,12.0
009900,명신산업,KOSPI,4120,206,302,9.71,3489,52470,12.0
009970,영원무역홀딩스,KOSPI,10786,1578,2510,13.48,24728,12953,12.0
010040,한국내화,KOSPI,884,-3,-4,-12.09,592,41067,12.0
010060,OCI홀딩스,KOSPI,8924,109,42,-2.2,36406,18670,12.0
010100,한국무브넥스,KOSPI,4428,98,124,3.95,1035,30450,12.0
010120,LS ELECTRIC,KOSPI,13766,1266,1536,17.29,283650,150000,12.0
010130,고려아연,KOSPI,60720,7461,5178,10.39,199336,20872,12.0
010140,삼성중공업,KOSPI,29023,2731,1296,13.26,187000,880000,12.0
010400,우진아이엔에스,KOSPI,481,-21,-22,11.52,339,7622,12.0
010580,에스엠벡셀,KOSPI,1725,52,10,1.67,1756,111251,12.0
010640,진양폴리,KOSPI,540,40,40,9.74,303,16700,12.0
010660,화천기계,KOSPI,0,0,0,0.0,568,22000,12.0
010690,화신,KOSPI,5056,170,375,11.53,2702,34920,12.0
010770,평화홀딩스,KOSPI,2251,123,206,38.17,549,14625,12.0
010780,아이에스동서,KOSPI,4370,1181,2011,7.16,5451,30186,12.0
010820,퍼스텍,KOSPI,2073,43,71,17.33,2682,48771,12.0
010950,S-Oil,KOSPI,89427,12311,9914,10.35,159417,112582,12.0
010955,S-Oil우,KOSPI,0,0,0,0.0,2730,4021,12.0
010960,삼호개발,KOSPI,907,10,30,6.62,767,24120,12.0
011000,진원생명과학,KOSPI,26,-23,-24,-71.19,485,18176,12.0
011070,LG이노텍,KOSPI,55348,2953,2828,8.46,148866,23667,12.0
011090,에넥스,KOSPI,467,-29,-32,-14.72,172,11857,12.0
011150,CJ씨푸드,KOSPI,550,-15,-13,1.53,720,35930,12.0
011155,CJ씨푸드1우,KOSPI,0,0,0,0.0,8,200,12.0
011170,롯데케미칼,KOSPI,49905,735,462,-13.14,24210,42775,12.0
011200,HMM,KOSPI,27187,2691,3764,5.36,189590,943237,12.0
011210,현대위아,KOSPI,21793,516,530,0.96,15174,27195,12.0
011230,삼화전자,KOSPI,59,-21,-21,-50.34,517,19165,12.0
011280,태림포장,KOSPI,1871,-35,-62,-3.46,1132,70805,12.0
011300,우성머티리얼스,KOSPI,27,-8,-18,-25.62,453,16816,12.0
011330,유니켐,KOSPI,196,-12,-28,0.0,361,9018,12.0
011390,부산산업,KOSPI,233,5,-4,-2.58,423,1056,12.0
011420,갤럭시아에스엠,KOSPI,325,32,38,4.21,381,27549,12.0
011500,한농화성,KOSPI,2475,61,52,2.74,1798,15637,12.0
011690,와이투솔루션,KOSPI,867,10,-6,0.0,1145,36704,12.0
011700,한신기계,KOSPI,76,-16,-14,-2.51,728,32446,12.0
011760,현대코퍼레이션,KOSPI,20727,461,364,10.67,2910,13228,12.0
011780,금호석유화학,KOSPI,17800,594,1178,4.19,29685,25157,12.0
011785,금호석유화학우,KOSPI,0,0,0,0.0,1499,3023,12.0
011790,SKC,KOSPI,4966,-287,-689,-72.4,39331,49598,12.0
011810,STX,KOSPI,600,-99,-446,-36100000.0,1094,31017,12.0
011930,신성이엔지,KOSPI,1537,-22,-41,-1.38,3029,20306,12.0
012030,DB,KOSPI,1668,187,362,12.67,2925,201173,12.0
0120G0,삼양바이오팜,KOSPI,0,0,0,0.0,2978,7435,12.0
012160,영흥,KOSPI,964,-14,-13,-33.72,363,15620,12.0
012170,아센디오,KOSPI,7,-2,-2,-63.51,153,20250,12.0
012200,계양전기,KOSPI,989,-19,14,-92.88,1112,27222,12.0
012205,계양전기우,KOSPI,0,0,0,0.0,76,1169,12.0
012280,영화금속,KOSPI,0,0,0,0.0,406,49524,12.0
012320,경동인베스트,KOSPI,543,19,31,3.55,1032,2365,12.0
012330,현대모비스,KOSPI,155605,8026,12918,7.21,435062,90732,12.0
012450,한화에어로스페이스,KOSPI,57510,6389,5549,22.74,463554,51563,12.0
012510,더존비즈온,KOSPI,1166,350,315,17.9,0,29123,12.0
012610,경인양행,KOSPI,1079,65,69,3.45,1183,41616,12.0
012630,HDC,KOSPI,12574,1803,1665,10.55,12008,59741,12.0
012690,모나리자,KOSPI,1263,10,11,1.53,617,36571,12.0
0126Z0,삼성에피스홀딩스,KOSPI,4539,905,807,0.0,94182,24883,12.0
012750,에스원,KOSPI,6737,207,239,9.63,26637,37999,12.0
012800,대창,KOSPI,4291,238,200,4.29,982,91140,12.0
013000,세우글로벌,KOSPI,359,25,44,6.9,371,28705,12.0
013360,일성건설,KOSPI,846,16,6,4.88,718,54024,12.0
013520,화승코퍼레이션,KOSPI,4215,256,315,27.77,1246,50051,12.0
013570,디와이,KOSPI,3315,84,132,2.23,983,26319,12.0
013580,계룡건설,KOSPI,6707,408,329,11.95,1629,8930,12.0
013700,까뮤이앤씨,KOSPI,1049,110,105,23.74,829,59750,12.0
013870,지엠비코리아,KOSPI,2003,36,52,5.67,719,19072,12.0
013890,지누스,KOSPI,1396,-301,-302,-8.94,1962,21925,12.0
014130,한익스프레스,KOSPI,1545,-22,-53,-14.37,274,12000,12.0
014160,대영포장,KOSPI,2808,9,0,-0.02,738,108394,12.0
014280,금강공업,KOSPI,1967,132,211,-8.07,1135,29329,12.0
014285,금강공업우,KOSPI,0,0,0,0.0,31,589,12.0
014440,영보화학,KOSPI,283,31,45,8.87,903,20000,12.0
014530,극동유화,KOSPI,2476,55,48,1.38,1108,34869,12.0
014580,태경비케이,KOSPI,1033,108,164,11.93,1092,27583,12.0
014680,한솔케미칼,KOSPI,2319,444,540,14.54,25219,11012,12.0
014710,사조씨푸드,KOSPI,677,26,27,-13.72,1578,17218,12.0
014790,HL D&I,KOSPI,3846,190,105,3.5,908,37858,12.0
014820,동원시스템즈,KOSPI,3378,130,189,6.94,5403,28991,12.0
014825,동원시스템즈우,KOSPI,0,0,0,0.0,34,264,12.0
014830,유니드,KOSPI,3844,255,364,6.22,4067,6767,12.0
014910,성문전자,KOSPI,139,7,8,4.16,433,21857,12.0
014915,성문전자우,KOSPI,0,0,0,0.0,28,600,12.0
014990,인디에프,KOSPI,243,5,-3,3.82,281,15022,12.0
015020,이스타코,KOSPI,115,-33,-49,-12.39,198,21425,12.0
015230,대창단조,KOSPI,984,115,152,9.59,1533,27143,12.0
015260,에이엔피,KOSPI,278,-11,-27,-63.67,239,47116,12.0
015360,INVENI,KOSPI,5720,791,749,21.26,3847,27250,12.0
015590,DKME,KOSPI,204,12,47,0.82,997,53396,12.0
015760,한국전력,KOSPI,243985,37842,33950,18.89,216341,641964,12.0
015860,일진홀딩스,KOSPI,5729,525,519,8.15,2704,49347,12.0
015890,태경산업,KOSPI,2062,172,202,6.69,1337,29228,12.0
016090,대현,KOSPI,0,0,0,0.0,659,44282,12.0
016360,삼성증권,KOSPI,71227,6095,6155,15.68,92068,89300,12.0
016380,KG스틸,KOSPI,8053,215,598,6.61,5070,100008,12.0
016450,한세예스24홀딩스,KOSPI,8613,212,97,-4.63,1720,40000,12.0
016580,환인제약,KOSPI,712,94,100,3.99,1828,18600,12.0
016590,신대양제지,KOSPI,1565,38,115,4.2,3695,40297,12.0
016610,DB증권,KOSPI,10752,302,382,0.0,3722,42446,12.0
016710,대성홀딩스,KOSPI,4593,279,310,3.52,1084,16089,12.0
016740,두올,KOSPI,2013,60,65,7.68,980,28674,12.0
016800,퍼시스,KOSPI,976,-21,94,6.45,3122,11500,12.0
016880,웅진,KOSPI,3026,317,110,26.18,1574,79927,12.0
017040,광명전기,KOSPI,0,0,0,0.0,403,43337,12.0
017180,명문제약,KOSPI,480,3,-9,3.14,426,33953,12.0
017370,우신시스템,KOSPI,822,-3,17,7.07,770,18314,12.0
017390,서울가스,KOSPI,7695,220,281,2.42,2707,4950,12.0
017550,수산세보틱스,KOSPI,473,28,37,7.94,993,62399,12.0
017670,SK텔레콤,KOSPI,43923,5376,4656,2.92,182786,214790,12.0
017800,현대엘리베이터,KOSPI,5458,405,366,24.3,26191,39092,12.0
017810,풀무원,KOSPI,8504,190,102,8.47,3343,38120,12.0
017860,DS단석,KOSPI,2781,44,-21,-7.24,1980,17759,12.0
017900,광전자,KOSPI,345,7,53,2.51,3314,57943,12.0
017940,E1,KOSPI,35853,-1562,1082,6.05,5968,6860,12.0
017960,한국카본,KOSPI,2118,411,217,17.85,11394,51676,12.0
018250,애경산업,KOSPI,1588,-16,177,5.96,2989,26409,12.0
018260,삼성에스디에스,KOSPI,33529,783,1300,6.65,148178,77377,12.0
018470,조일알미늄,KOSPI,4984,201,123,5.62,1142,126631,12.0
018500,동원모빌리티,KOSPI,6595,350,327,24.98,621,46754,3.0
018670,SK가스,KOSPI,26353,2277,3581,13.79,21013,9257,12.0
018880,한온시스템,KOSPI,27482,972,1075,-3.16,34944,1026262,12.0
019170,신풍제약,KOSPI,545,-4,4,3.83,4030,52418,12.0
019175,신풍제약우,KOSPI,0,0,0,0.0,244,1991,12.0
019180,티에이치엔,KOSPI,2763,175,201,41.08,1009,18000,12.0
019490,엑시큐어하이트론,KOSPI,7,-9,-9,-131.71,413,76432,12.0
019680,대교,KOSPI,1577,-36,-40,-13.97,797,84702,12.0
019685,대교우B,KOSPI,0,0,0,0.0,144,19426,12.0
020000,한섬,KOSPI,4104,365,358,3.87,4649,21476,12.0
020120,키다리스튜디오,KOSPI,583,34,66,5.36,1328,37063,12.0
020150,롯데에너지머티리얼즈,KOSPI,1598,-50,109,-6.32,15657,52365,12.0
020560,아시아나항공,KOSPI,16804,-524,-3296,-86.18,14233,205990,12.0
020760,일진디스플,KOSPI,118,-6,-5,-16.49,509,56523,12.0
021050,서원,KOSPI,5030,274,228,0.7,476,47474,12.0
021240,코웨이,KOSPI,13297,2509,2563,19.32,66167,70767,12.0
021820,세원정공,KOSPI,1195,123,334,6.32,961,10000,6.0
022100,포스코DX,KOSPI,2415,37,58,6.32,26758,152034,12.0
023000,삼원강재,KOSPI,0,0,0,0.0,868,39739,12.0
023150,MH에탄올,KOSPI,210,5,21,-4.84,301,7378,12.0
023350,한국종합기술,KOSPI,987,40,54,0.0,452,10950,12.0
023450,동남합성,KOSPI,0,0,0,0.0,997,3500,12.0
023530,롯데쇼핑,KOSPI,35816,2529,1801,1.07,36888,28288,12.0
023590,다우기술,KOSPI,94826,6413,6830,18.73,15626,43287,12.0
023800,인지컨트롤스,KOSPI,1785,98,87,4.31,815,15809,12.0
023810,인팩,KOSPI,1581,20,18,6.49,475,10000,12.0
023960,에쓰씨엔지니어링,KOSPI,193,-18,-31,-14.34,378,38035,12.0
024070,WISCOM,KOSPI,280,-12,-6,1.35,280,15326,12.0
024090,디씨엠,KOSPI,0,0,0,0.0,1230,11400,12.0
024110,기업은행,KOSPI,100892,9325,9735,7.49,163871,797425,12.0
024720,콜마홀딩스,KOSPI,1519,92,523,8.27,2894,34296,12.0
024890,대원화성,KOSPI,350,5,1,9.14,247,8249,12.0
024900,디와이덕양,KOSPI,4281,26,53,1.5,606,32564,12.0
025000,KPX케미칼,KOSPI,1977,54,140,8.58,2160,4378,12.0
025530,SJM홀딩스,KOSPI,543,32,104,5.6,523,14934,12.0
025540,한국단자,KOSPI,3374,258,457,10.06,6220,10115,12.0
025560,미래산업,KOSPI,207,49,59,13.52,2125,5090,12.0
025620,차AI헬스케어,KOSPI,19,-24,-46,-1.86,793,18203,12.0
025750,한솔홈데코,KOSPI,691,27,46,-17.35,298,16113,12.0
025820,이구산업,KOSPI,4723,252,160,9.61,1259,33442,12.0
025860,남해화학,KOSPI,4930,-1,-30,2.36,2861,49678,12.0
025890,한국주강,KOSPI,473,11,8,2.27,247,11144,12.0
026890,스틱인베스트먼트,KOSPI,168,46,45,9.39,3167,38770,12.0
026940,부국철강,KOSPI,0,0,0,0.0,395,20000,12.0
026960,동서,KOSPI,1353,104,476,8.66,24675,99700,12.0
027410,BGF,KOSPI,1049,85,108,3.63,3704,95716,12.0
027740,마니커,KOSPI,997,-31,-37,0.5,315,31755,12.0
027970,한국제지,KOSPI,1990,46,-467,-20.95,994,190150,12.0
028050,삼성E&A,KOSPI,22674,1882,2088,13.69,80948,196000,12.0
028100,동아지질,KOSPI,1238,51,58,8.86,1916,13389,12.0
028260,삼성물산,KOSPI,104658,7204,13450,5.41,557045,162167,12.0
02826K,삼성물산우B,KOSPI,0,0,0,0.0,2894,1467,12.0
028670,팬오션,KOSPI,15089,1409,979,5.54,26781,534569,12.0
029460,케이씨,KOSPI,2125,140,298,5.13,3140,11020,12.0
029530,신도리코,KOSPI,852,29,260,2.46,3998,9715,12.0
029780,삼성카드,KOSPI,12858,2100,2121,7.21,54859,115858,12.0
030000,제일기획,KOSPI,10176,365,409,14.28,21317,115041,12.0
030190,NICE평가정보,KOSPI,1560,294,315,19.33,8518,58911,12.0
030200,KT,KOSPI,67784,4827,5125,8.87,132815,252021,12.0
030210,다올투자증권,KOSPI,7691,92,207,7.02,2034,60911,12.0
030610,교보증권,KOSPI,23957,959,929,7.61,10803,113962,12.0
030720,동원수산,KOSPI,398,36,39,16.39,266,4653,12.0
031210,서울보증보험,KOSPI,8343,935,855,6.12,29185,69821,12.0
031430,신세계인터내셔날,KOSPI,2956,148,146,1.67,3960,34986,12.0
031440,신세계푸드,KOSPI,3094,34,28,23.22,1477,3872,12.0
031820,아이티센씨티에스,KOSPI,2488,35,395,36.03,611,12105,12.0
032350,롯데관광개발,KOSPI,1562,288,-62,13.41,8809,79725,12.0
032560,황금에스티,KOSPI,877,88,115,5.42,882,17000,12.0
032640,LG유플러스,KOSPI,38037,2723,2225,6.15,61117,424427,12.0
032830,삼성생명,KOSPI,147194,13578,15294,5.44,632000,200000,12.0
033240,자화전자,KOSPI,2607,246,382,17.26,5163,21605,12.0
033250,체시스,KOSPI,246,14,22,13.75,239,6400,12.0
033270,유나이티드제약,KOSPI,2887,563,461,8.27,2706,15910,12.0
033530,SJG세종,KOSPI,4848,362,477,16.26,1672,27820,12.0
033780,KT&G,KOSPI,17036,3645,5083,13.25,184990,103810,12.0
033920,무학,KOSPI,357,7,-145,4.67,2071,28500,12.0
034020,두산에너빌리티,KOSPI,42611,2335,1195,1.98,427894,640561,12.0
034120,SBS,KOSPI,1904,-176,-159,0.11,2116,18551,12.0
034220,LG디스플레이,KOSPI,55340,1467,-5222,-1.28,48750,500000,12.0
034230,파라다이스,KOSPI,2940,373,249,4.71,8957,92629,12.0
034310,NICE,KOSPI,7888,424,442,5.87,4649,36757,12.0
034590,인천도시가스,KOSPI,9436,194,244,8.85,1148,4374,12.0
034730,SK,KOSPI,367513,35942,116472,9.29,432116,72502,12.0
03473K,SK우,KOSPI,0,0,0,0.0,1885,566,12.0
034830,한국토지신탁,KOSPI,437,5,141,2.25,2754,252489,12.0
035000,HS애드,KOSPI,721,-121,-123,7.91,940,16207,12.0
035150,백산,KOSPI,1301,127,146,12.76,1965,19771,12.0
035250,강원랜드,KOSPI,3789,689,539,7.55,30187,213940,12.0
035420,NAVER,KOSPI,32411,5418,3935,6.49,302902,156944,12.0
035510,신세계 I&C,KOSPI,1786,124,136,6.89,1708,13980,12.0
035720,카카오,KOSPI,19421,2114,3325,4.49,156372,442981,12.0
036420,콘텐트리중앙,KOSPI,1918,-16,-221,-90.88,318,19262,12.0
036460,한국가스공사,KOSPI,118022,9100,7183,2.8,29770,92313,12.0
036530,SNT홀딩스,KOSPI,4805,646,721,9.02,8347,16303,12.0
036570,NC,KOSPI,5574,1133,1873,14.0,45996,21544,12.0
036580,팜스코,KOSPI,3990,197,-48,18.28,1033,36727,12.0
037270,YG PLUS,KOSPI,535,39,82,12.48,1986,63663,12.0
037560,LG헬로비전,KOSPI,2554,51,36,0.4,1177,77446,12.0
037710,광주신세계,KOSPI,0,0,0,0.0,2986,7627,12.0
039130,하나투어,KOSPI,1748,168,262,29.65,4670,15489,12.0
039490,키움증권,KOSPI,93960,6212,6623,21.51,80127,26228,12.0
039570,HDC랩스,KOSPI,1481,72,87,6.31,1949,25957,12.0
041650,상신브레이크,KOSPI,1303,22,43,-4.15,457,21471,12.0
042660,한화오션,KOSPI,32099,4411,5064,25.71,250952,306413,12.0
042700,한미반도체,KOSPI,509,85,251,30.8,213499,95312,12.0
044380,주연테크,KOSPI,171,4,6,-1.87,174,12896,12.0
044450,KSS해운,KOSPI,1398,216,640,15.25,2248,23085,12.0
044820,코스맥스비티아이,KOSPI,2052,164,247,15.94,1816,9603,12.0
047040,대우건설,KOSPI,19514,2556,2673,-19.51,60814,410907,12.0
047050,포스코인터내셔널,KOSPI,84104,3575,3369,10.31,92535,175922,12.0
047400,유니온머티리얼,KOSPI,248,11,14,15.16,404,42000,12.0
047810,한국항공우주,KOSPI,10927,671,530,11.14,138902,97475,12.0
049800,우진플라임,KOSPI,356,-41,-26,2.48,343,20000,12.0
051600,한전KPS,KOSPI,3524,370,392,11.25,19147,45000,12.0
051630,진양화학,KOSPI,245,-41,-45,-12.58,362,21200,12.0
051900,LG생활건강,KOSPI,15766,1078,1157,-2.04,36690,14975,12.0
051905,LG생활건강우,KOSPI,0,0,0,0.0,1903,2096,12.0
051910,LG화학,KOSPI,122468,-497,-5665,-6.05,176833,70592,12.0
051915,LG화학우,KOSPI,0,0,0,0.0,8734,7688,12.0
052690,한전기술,KOSPI,1133,141,178,5.65,33404,38220,12.0
053210,스카이라이프,KOSPI,2390,59,24,0.76,1912,47522,12.0
053690,한미글로벌,KOSPI,1120,30,41,6.7,1628,10957,12.0
055490,테이팩스,KOSPI,386,18,27,3.33,591,4786,12.0
055550,신한지주,KOSPI,148145,21545,22214,8.81,496963,474654,12.0
057050,현대홈쇼핑,KOSPI,9785,653,702,4.61,0,12000,12.0
058430,포스코스틸리온,KOSPI,2793,63,79,3.77,2619,60000,12.0
058650,세아홀딩스,KOSPI,17113,577,484,3.14,4997,4242,12.0
058730,다스코,KOSPI,595,-58,-62,-5.83,867,19948,12.0
058850,KTcs,KOSPI,2358,105,106,12.89,923,41404,12.0
058860,KTis,KOSPI,4364,207,214,0.0,878,34802,12.0
060980,HL홀딩스,KOSPI,3270,347,283,3.33,3431,9078,12.0
062040,산일전기,KOSPI,1503,555,597,0.0,50454,30615,12.0
063160,종근당바이오,KOSPI,1718,110,92,6.85,704,5485,12.0
064350,현대로템,KOSPI,14575,2242,2756,30.08,167096,109142,12.0
064400,LG씨엔에스,KOSPI,13150,942,1128,16.64,60553,96885,12.0
064960,SNT모티브,KOSPI,2156,215,332,7.23,6754,26540,12.0
066570,LG전자,KOSPI,237272,16737,14009,4.11,282116,162884,12.0
066575,LG전자우,KOSPI,0,0,0,0.0,10824,17181,12.0
066970,엘앤에프,KOSPI,7396,1173,-555,-76.93,33685,40683,12.0
067830,세이브존I&C,KOSPI,1172,78,161,2.64,943,41040,12.0
068270,셀트리온,KOSPI,11450,3219,4322,7.28,399062,232553,12.0
068290,삼성출판사,KOSPI,406,-2,126,6.34,621,10000,12.0
069260,TKG휴켐스,KOSPI,2949,152,179,6.86,6176,40878,12.0
069460,대호에이엘,KOSPI,654,17,-99,-44.72,463,17414,12.0
069620,대웅제약,KOSPI,3778,222,340,21.84,14112,11586,12.0
069640,한세엠케이,KOSPI,660,4,-11,-115.88,222,22403,12.0
069730,DSR제강,KOSPI,567,66,118,15.28,813,14400,12.0
069960,현대백화점,KOSPI,9501,988,986,4.62,30212,21564,12.0
070960,모나용평,KOSPI,477,94,80,-8.44,1010,48133,12.0
071050,한국금융지주,KOSPI,104160,11063,12362,21.86,122039,55725,12.0
071055,한국금융지주우,KOSPI,0,0,0,0.0,8711,5858,12.0
071090,하이스틸,KOSPI,549,18,37,-1.99,576,20191,12.0
071320,지역난방공사,KOSPI,14341,3202,2963,13.14,7375,11578,12.0
071840,롯데하이마트,KOSPI,23567,17,-2869,-28.05,1468,23607,12.0
071950,코아스,KOSPI,214,19,1,-162.18,218,12459,12.0
071970,HD현대마린엔진,KOSPI,1335,326,348,43.41,19742,33921,12.0
072130,유엔젤,KOSPI,177,2,13,7.32,583,12695,12.0
072710,농심홀딩스,KOSPI,2654,309,303,9.16,4053,4637,12.0
073240,금호타이어,KOSPI,11678,1470,1291,17.1,17522,287260,12.0
074610,이엔플러스,KOSPI,63,-6,-6,-68.19,448,8770,12.0
075180,새론오토모티브,KOSPI,361,-17,57,0.5,574,19200,12.0
075580,세진중공업,KOSPI,872,136,205,24.76,6549,56849,12.0
077500,유니퀘스트,KOSPI,1690,115,119,9.29,1153,21600,12.0
077970,STX엔진,KOSPI,1890,175,160,23.25,9374,40148,12.0
078000,텔코웨어,KOSPI,68,-14,66,11.44,1155,9240,12.0
078520,에이블씨엔씨,KOSPI,614,94,111,22.13,2536,26014,12.0
078930,GS,KOSPI,68423,12586,12146,9.0,76638,92895,12.0
078935,GS우,KOSPI,0,0,0,0.0,975,1779,12.0
079160,CJ CGV,KOSPI,5734,87,-206,-27.9,7269,165582,12.0
079430,현대리바트,KOSPI,3559,11,22,0.59,1118,20114,12.0
079550,LIG디펜스앤에어로스페이스,KOSPI,11679,1711,1768,22.47,147840,22000,12.0
079900,전진건설로봇,KOSPI,460,43,88,21.25,4370,14592,12.0
079980,휴비스,KOSPI,2260,2,-37,-0.74,676,34500,12.0
081000,일진다이아,KOSPI,478,4,48,2.31,1195,14202,12.0
081660,미스토홀딩스,KOSPI,12890,1937,1965,11.6,24422,53091,12.0
082640,동양생명,KOSPI,11178,311,310,6.21,11907,156062,12.0
082740,한화엔진,KOSPI,3452,514,691,0.0,37050,83447,12.0
083420,그린케미칼,KOSPI,3303,107,99,6.75,1068,24000,12.0
084010,대한제강,KOSPI,3056,1,1,1.04,2498,34371,12.0
084670,동양고속,KOSPI,306,6,-2,6.86,702,2895,12.0
084680,이월드,KOSPI,1085,-4,-227,-8.78,879,141806,12.0
084690,대상홀딩스,KOSPI,14259,781,636,-11.79,2581,36212,12.0
084695,대상홀딩스우,KOSPI,0,0,0,0.0,104,913,12.0
084870,TBH글로벌,KOSPI,473,-9,-24,1.92,396,20458,12.0
085310,엔케이,KOSPI,319,5,29,-0.9,593,7418,12.0
085620,미래에셋생명,KOSPI,27964,684,663,6.52,21534,135180,12.0
086280,현대글로비스,KOSPI,78127,5215,4451,17.34,142275,75000,12.0
086790,하나금융지주,KOSPI,290048,16536,17110,9.2,363811,274367,12.0
088350,한화생명,KOSPI,99852,4808,4846,6.95,37694,868530,12.0
088790,진도,KOSPI,442,11,11,0.84,299,12447,12.0
089470,HDC현대EP,KOSPI,2549,78,92,8.82,1138,31900,12.0
089590,제주항공,KOSPI,5162,690,192,-23.05,3362,80640,12.0
089860,롯데렌탈,KOSPI,7309,836,415,8.54,13325,36309,12.0
090080,평화산업,KOSPI,1626,51,74,38.5,492,54902,12.0
090350,노루페인트,KOSPI,1762,79,93,4.87,1470,20000,12.0
090355,노루페인트우,KOSPI,0,0,0,0.0,47,463,12.0
090370,메타랩스,KOSPI,304,5,-3,-13.2,285,27304,12.0
090430,아모레퍼시픽,KOSPI,11358,1267,1527,4.34,70015,58492,12.0
090435,아모레퍼시픽우,KOSPI,0,0,0,0.0,4175,10557,12.0
090460,비에이치,KOSPI,3716,107,370,11.25,5575,33711,12.0
091810,트리니티항공,KOSPI,6121,192,-169,-439.24,2930,510530,12.0
092200,디아이씨,KOSPI,1652,28,32,-8.55,1582,38888,12.0
092220,KEC,KOSPI,643,-48,-51,-8.74,1062,40152,12.0
092230,KPX홀딩스,KOSPI,3110,133,450,11.0,3468,4224,12.0
092440,기신정기,KOSPI,1193,-37,-2,-0.31,551,29200,3.0
092780,DYP,KOSPI,1171,30,40,6.87,433,13168,12.0
092790,넥스틸,KOSPI,1006,27,43,3.97,2839,26002,12.0
093050,LF,KOSPI,4619,444,455,6.71,6593,29240,12.0
093240,형지엘리트,KOSPI,1295,88,100,8.33,268,61390,6.0
093370,후성,KOSPI,1414,93,-9,-1.38,11444,107255,12.0
094280,효성ITX,KOSPI,1303,34,31,20.45,1373,11558,12.0
095570,AJ네트웍스,KOSPI,2872,219,115,7.07,1945,45252,12.0
095720,웅진씽크빅,KOSPI,1796,-34,-51,-6.17,662,56827,12.0
096760,JW홀딩스,KOSPI,2432,515,516,27.69,2820,73924,12.0
096770,SK이노베이션,KOSPI,242121,20832,13949,-9.04,196608,169052,12.0
096775,SK이노베이션우,KOSPI,0,0,0,0.0,764,1248,12.0
097230,HJ중공업,KOSPI,5414,246,253,13.69,13092,90295,12.0
097520,엠씨넥스,KOSPI,3035,114,164,12.14,3020,17401,12.0
097950,CJ제일제당,KOSPI,71111,2381,1696,-6.6,28030,15054,12.0
097955,CJ제일제당 우,KOSPI,0,0,0,0.0,1575,1327,12.0
100090,SK오션플랜트,KOSPI,1747,169,139,5.63,8390,62478,12.0
100220,비상교육,KOSPI,1042,350,346,11.53,593,12996,12.0
100250,진양홀딩스,KOSPI,737,23,136,9.77,1881,63900,12.0
100840,SNT에너지,KOSPI,1236,228,351,29.48,4901,20680,12.0
101140,인바이오젠,KOSPI,70,-61,161,10.64,516,10044,12.0
101530,해태제과식품,KOSPI,1577,107,87,7.49,1586,29116,12.0
102260,동성케미컬,KOSPI,2870,254,269,7.73,1755,50669,12.0
102460,이연제약,KOSPI,361,-68,-112,-17.66,1841,18586,12.0
103140,풍산,KOSPI,12709,902,1011,8.13,16758,28024,12.0
103590,일진전기,KOSPI,5061,508,426,21.03,28277,47685,12.0
104700,한국철강,KOSPI,0,0,0,0.0,3364,36450,12.0
105560,KB금융,KOSPI,306296,27276,26311,10.25,617156,354687,12.0
105630,한세실업,KOSPI,4672,105,-6,6.21,3576,40000,12.0
105840,우진,KOSPI,372,50,53,7.02,2631,20197,12.0
107590,미원홀딩스,KOSPI,1477,93,175,10.57,1238,2320,12.0
108320,LX세미콘,KOSPI,3888,206,154,4.41,6237,16264,12.0
108670,LX하우시스,KOSPI,8147,459,385,-1.27,2820,8967,12.0
108675,LX하우시스우,KOSPI,0,0,0,0.0,167,1032,12.0
109070,주성코퍼레이션,KOSPI,176,-3,12,6.94,699,52810,12.0
111110,호전실업,KOSPI,892,-14,15,6.72,593,9066,12.0
111380,동인기연,KOSPI,620,65,92,10.71,772,6128,12.0
111770,영원무역,KOSPI,8958,1204,1892,13.88,38462,44311,12.0
112610,씨에스윈드,KOSPI,7111,743,541,-1.42,16320,42171,12.0
114090,GKL,KOSPI,1107,181,193,10.83,5777,61855,12.0
117580,대성에너지,KOSPI,7235,231,243,8.18,1914,27500,12.0
118000,메타케어,KOSPI,101,6,6,0.78,291,22055,12.0
119650,KC코트렐,KOSPI,248,16,85,3.18,1007,109785,12.0
120030,조선선재,KOSPI,0,0,0,0.0,1069,1257,12.0
120110,코오롱인더,KOSPI,12374,619,840,2.46,14853,29946,12.0
120115,코오롱인더우,KOSPI,0,0,0,0.0,626,2767,12.0
122900,아이마켓코리아,KOSPI,8425,166,176,7.82,2430,33428,12.0
123690,한국화장품,KOSPI,209,19,21,3.93,965,16068,12.0
123700,SJM,KOSPI,531,31,82,6.03,525,15604,12.0
123890,한국자산신탁,KOSPI,688,108,158,4.46,2667,122373,12.0
