종목코드,종목명,시장구분,매출액,영업이익,경상이익,ROE,시가총액,상장주수,결산월
031510,오스템,KOSDAQ,342,27,110,17.0,310,28000,12.0
031860,디에이치엑스컴퍼니,KOSDAQ,32,-19,-19,-98.0,187,27005,12.0
031980,피에스케이홀딩스,KOSDAQ,280,92,231,20.0,29109,21562,12.0
032080,아즈텍WB,KOSDAQ,354,5,-29,-2.0,220,21491,12.0
032190,다우데이타,KOSDAQ,96372,6473,6899,16.0,6740,38300,12.0
032280,삼일,KOSDAQ,1051,25,14,2.0,209,16213,12.0
032300,한국파마,KOSDAQ,813,61,39,5.0,810,10906,12.0
032500,케이엠더블유,KOSDAQ,215,-57,-51,-19.0,5970,42191,12.0
032540,TJ미디어,KOSDAQ,174,-7,1,4.0,688,20897,12.0
032580,피델릭스,KOSDAQ,448,-45,-21,-5.0,1514,33132,12.0
032620,GC메디아이,KOSDAQ,498,22,2,29.0,1500,52197,12.0
032680,소프트센,KOSDAQ,105,2,-1,-3.0,209,20855,12.0
032685,소프트센우,KOSDAQ,0,0,0,0.0,4,71,12.0
032750,삼진,KOSDAQ,355,14,33,3.0,260,9031,12.0
032790,엠젠솔루션,KOSDAQ,40,-38,-36,-49.0,205,25680,12.0
032800,판타지오,KOSDAQ,257,-47,-53,-26.0,193,12461,6.0
032820,우리기술,KOSDAQ,170,-67,273,24.0,16285,171605,12.0
032850,비트컴퓨터,KOSDAQ,96,18,23,11.0,652,16623,12.0
032860,더라미,KOSDAQ,698,16,21,5.0,250,40395,12.0
032940,원익,KOSDAQ,370,27,15,3.0,971,18193,12.0
032960,동일기연,KOSDAQ,61,6,42,14.0,343,17592,12.0
033050,제이엠아이,KOSDAQ,311,10,20,8.0,249,31839,12.0
033100,제룡전기,KOSDAQ,0,0,0,0.0,6850,16062,12.0
033130,디지틀조선,KOSDAQ,103,24,28,9.0,731,37115,12.0
033160,엠케이전자,KOSDAQ,4501,151,159,2.0,3861,24194,12.0
033170,시그네틱스,KOSDAQ,265,-20,-23,-20.0,335,85728,12.0
033200,모아텍,KOSDAQ,426,-17,-4,-1.0,237,9204,3.0
033230,인성정보,KOSDAQ,746,-20,-22,-2.0,515,50515,12.0
033290,로젠,KOSDAQ,1925,30,-5,5.0,867,56156,12.0
033310,엠투엔,KOSDAQ,219,7,1,1.0,513,39972,12.0
033320,제이씨현시스템,KOSDAQ,743,36,35,7.0,517,19114,12.0
033340,좋은사람들,KOSDAQ,153,-15,-15,-23.0,361,96950,12.0
033500,동성화인텍,KOSDAQ,1691,199,224,27.0,4633,29989,12.0
033540,파라텍,KOSDAQ,272,-62,-61,-26.0,423,52246,12.0
033560,블루콤,KOSDAQ,18,6,11,3.0,746,17100,12.0
033640,네패스,KOSDAQ,1340,109,94,10.0,4307,23059,12.0
033790,피노,KOSDAQ,307,0,-25,-6.0,4407,83321,12.0
033830,티비씨,KOSDAQ,74,-5,3,2.0,304,18907,12.0
034810,해성산업,KOSDAQ,5994,182,-286,-9.0,1999,31580,12.0
03481K,해성산업1우,KOSDAQ,0,0,0,0.0,81,1377,12.0
034940,조아제약,KOSDAQ,147,-11,-1,-17.0,210,30979,12.0
034950,한국기업평가,KOSDAQ,227,47,61,25.0,4581,4540,12.0
035080,그래디언트,KOSDAQ,8433,58,85,-6.0,1033,11431,12.0
035200,프럼파스트,KOSDAQ,52,-3,-3,1.0,246,9219,12.0
035290,골드앤에스,KOSDAQ,96,-5,1,0.0,74,4767,12.0
035460,기산텔레콤,KOSDAQ,178,31,47,12.0,300,14920,12.0
035600,KG이니시스,KOSDAQ,3817,255,241,10.0,2559,27554,12.0
035610,솔본,KOSDAQ,353,36,81,15.0,1308,27345,12.0
035620,바른손이앤에이,KOSDAQ,23,-1,-1,-12.0,132,18609,12.0
035760,CJ ENM,KOSDAQ,13297,15,2,4.0,6337,21929,12.0
035810,이지홀딩스,KOSDAQ,8609,342,163,4.0,2809,64516,12.0
035890,서희건설,KOSDAQ,1917,105,262,12.0,4403,229808,12.0
035900,JYP Ent.,KOSDAQ,1860,334,426,21.0,15758,35532,12.0
036000,예림당,KOSDAQ,27,-1,-6,-15.0,644,23034,12.0
036010,아비코전자,KOSDAQ,353,19,32,10.0,773,13292,12.0
036030,케이티알파,KOSDAQ,0,0,0,0.0,2129,49019,12.0
036090,위지트,KOSDAQ,1160,40,21,5.0,556,42550,12.0
036120,서울평가정보,KOSDAQ,88,3,-5,22.0,570,35145,12.0
036170,에이치엠넥스,KOSDAQ,116,9,27,0.0,1632,61365,12.0
036190,금화피에스시,KOSDAQ,849,13,40,8.0,1869,6000,12.0
036200,유니셈,KOSDAQ,748,51,70,4.0,2401,30664,12.0
036220,오상헬스케어,KOSDAQ,229,-44,-36,-2.0,841,14309,12.0
036480,대성미생물,KOSDAQ,238,-16,-16,-5.0,245,3800,12.0
036540,SFA반도체,KOSDAQ,1073,-62,-48,-2.0,9111,164460,12.0
036560,KZ정밀,KOSDAQ,1127,152,243,5.0,1800,15750,12.0
036620,감성코퍼레이션,KOSDAQ,2204,361,370,31.0,3446,89862,12.0
036630,세종텔레콤,KOSDAQ,688,-16,-25,3.0,646,10000,12.0
036640,HRS,KOSDAQ,209,31,37,11.0,777,16354,12.0
036670,삼양케이씨아이,KOSDAQ,1102,150,177,13.0,556,10760,12.0
036690,코맥스,KOSDAQ,197,32,24,-36.0,1256,43567,12.0
036710,심텍홀딩스,KOSDAQ,4432,10,92,-193.0,1811,52827,12.0
036800,나이스정보통신,KOSDAQ,2857,149,179,13.0,2639,9100,12.0
036810,에프에스티,KOSDAQ,696,14,-34,-6.0,4405,21649,12.0
036830,솔브레인홀딩스,KOSDAQ,1763,15,266,32.0,6181,20503,12.0
036890,진성티이씨,KOSDAQ,1364,129,174,14.0,2864,22032,12.0
036930,주성엔지니어링,KOSDAQ,549,-70,-14,1.0,78646,46481,12.0
037030,파워넷,KOSDAQ,1066,36,18,9.0,921,25512,12.0
037070,파세코,KOSDAQ,0,0,0,0.0,1222,20000,12.0
037230,한국팩키지,KOSDAQ,2256,68,20,1.0,407,29800,12.0
037330,인지디스플레,KOSDAQ,1642,4,1,2.0,409,43885,12.0
037350,성도이엔지,KOSDAQ,1446,78,133,11.0,1216,15210,12.0
037370,EG,KOSDAQ,156,-7,-23,-2.0,253,8624,12.0
037400,우리엔터프라이즈,KOSDAQ,2740,-45,9,-2.0,174,26223,12.0
037440,희림,KOSDAQ,597,12,6,8.0,493,13922,12.0
037460,삼지전자,KOSDAQ,19044,3342,3161,38.0,5638,16318,12.0
037760,쎄니트,KOSDAQ,311,-13,-10,-4.0,822,33832,12.0
037950,엘컴텍,KOSDAQ,179,15,20,4.0,470,16889,12.0
038010,제일테크노스,KOSDAQ,348,21,41,9.0,497,9000,12.0
038060,루멘스,KOSDAQ,382,9,23,-5.0,329,48103,12.0
038070,서린바이오,KOSDAQ,195,2,2,1.0,405,9300,12.0
038110,에코플라스틱,KOSDAQ,6005,68,69,-2.0,791,41169,12.0
038290,마크로젠,KOSDAQ,453,-5,-8,2.0,1219,10841,12.0
038390,레드캡투어,KOSDAQ,924,179,142,12.0,1626,16720,12.0
038460,바이오스마트,KOSDAQ,1453,101,93,8.0,679,25274,12.0
038500,삼표시멘트,KOSDAQ,1667,100,36,6.0,7791,107916,12.0
038530,케이바이오랩스,KOSDAQ,159,-8,23,-4.0,174,23142,12.0
038540,상상인,KOSDAQ,1269,147,120,-26.0,1074,55328,12.0
038620,위즈코프,KOSDAQ,275,5,52,9.0,302,15145,12.0
038680,에스넷,KOSDAQ,778,1,-1,6.0,688,19912,12.0
038870,에코심플렉스,KOSDAQ,28,-10,-4,-3.0,271,14014,12.0
038880,아이에이,KOSDAQ,276,2,-5,-43.0,291,7514,12.0
038950,파인디지털,KOSDAQ,147,-16,-9,0.0,293,10210,12.0
039010,현대에이치티,KOSDAQ,310,-13,-19,0.0,647,8625,12.0
039020,이건홀딩스,KOSDAQ,1011,32,3,-4.0,562,22584,12.0
039030,이오테크닉스,KOSDAQ,1151,298,407,11.0,39114,12319,12.0
039200,오스코텍,KOSDAQ,36,-100,-49,37.0,11534,38258,12.0
039240,경남스틸,KOSDAQ,0,0,0,0.0,519,26979,12.0
039290,인포뱅크,KOSDAQ,340,-9,2,-6.0,292,8693,12.0
039310,세중,KOSDAQ,373,4,19,2.0,209,18121,12.0
039340,한국경제TV,KOSDAQ,258,5,13,3.0,1034,22000,12.0
039420,케이엘넷,KOSDAQ,114,23,26,14.0,597,22946,12.0
039440,에스티아이,KOSDAQ,738,4,57,6.0,3597,15507,12.0
039560,다산네트웍스,KOSDAQ,1204,89,82,-3.0,962,42888,12.0
039610,화성밸브,KOSDAQ,200,8,4,-2.0,539,10410,12.0
039740,한국정보공학,KOSDAQ,1707,11,6,6.0,243,8018,12.0
039830,오로라,KOSDAQ,975,142,107,15.0,2051,10762,12.0
039840,디오,KOSDAQ,413,41,117,4.0,1647,13415,12.0
039860,나노엔텍,KOSDAQ,105,1,16,3.0,1331,38093,12.0
039980,폴라리스AI,KOSDAQ,0,0,0,0.0,556,14381,12.0
040160,누리플렉스,KOSDAQ,150,-32,6,-8.0,565,12055,12.0
040300,YTN,KOSDAQ,1312,-267,-215,-8.0,955,47676,12.0
040350,크레오에스지,KOSDAQ,26,-8,-19,-16.0,1413,19856,12.0
040420,정상제이엘에스,KOSDAQ,265,30,32,8.0,907,15677,12.0
040610,SG&G,KOSDAQ,125,19,96,7.0,518,17043,12.0
040910,아이씨디,KOSDAQ,224,-50,-35,2.0,738,18174,12.0
041020,폴라리스오피스,KOSDAQ,755,24,105,7.0,1301,49683,12.0
041190,우리기술투자,KOSDAQ,184,154,154,15.0,3666,84000,12.0
041440,현대에버다임,KOSDAQ,820,6,22,4.0,1072,17841,12.0
041460,한국전자인증,KOSDAQ,110,25,25,9.0,645,19000,12.0
041510,에스엠,KOSDAQ,2791,386,574,14.0,15362,22894,12.0
041520,이엘씨,KOSDAQ,103,-3,33,6.0,1081,12188,12.0
041590,플래스크,KOSDAQ,26,-8,2,10.0,1160,48972,12.0
041830,인바디,KOSDAQ,684,130,179,13.0,7198,13480,12.0
041910,폴라리스AI파마,KOSDAQ,596,2,42,3.0,710,13283,12.0
041920,메디아나,KOSDAQ,161,16,30,5.0,1671,18598,12.0
041930,SY동아,KOSDAQ,949,44,41,12.0,664,15200,12.0
041960,코미팜,KOSDAQ,119,3,7,-10.0,5231,73886,12.0
042000,카페24,KOSDAQ,755,62,78,17.0,3774,24178,12.0
042040,케이피엠테크,KOSDAQ,198,-37,-100,-21.0,100,2470,12.0
042110,에스씨디,KOSDAQ,510,5,10,3.0,562,48329,12.0
042370,비츠로테크,KOSDAQ,1056,133,204,2.0,1993,26200,12.0
042420,네오위즈홀딩스,KOSDAQ,1016,56,121,10.0,1840,8142,12.0
042500,링네트,KOSDAQ,375,28,31,10.0,894,22291,12.0
042510,라온시큐어,KOSDAQ,94,-21,-21,8.0,800,11105,12.0
042520,한스바이오메드,KOSDAQ,648,65,64,-36.0,3037,14261,9.0
042600,새로닉스,KOSDAQ,454,-6,-29,-18.0,1038,12423,12.0
042940,상지건설,KOSDAQ,36,-17,-18,-14.0,407,6828,12.0
043090,더테크놀로지,KOSDAQ,44,-6,3,-54.0,47,4139,12.0
043100,알파AI,KOSDAQ,38,-17,-19,-25.0,104,20110,12.0
043150,바텍,KOSDAQ,1052,110,202,9.0,2492,14854,12.0
043200,파루,KOSDAQ,69,2,1,-10.0,228,41804,12.0
043220,티에스넥스젠,KOSDAQ,38,-3,-2,-83.0,281,16486,12.0
043260,성호전자,KOSDAQ,660,32,4107,113.0,12164,71556,12.0
043340,에쎈테크,KOSDAQ,544,-4,-29,-11.0,370,47500,12.0
043360,디지아이,KOSDAQ,204,-27,-19,-5.0,189,9000,12.0
043370,피에이치에이,KOSDAQ,3052,133,230,6.0,2259,21000,12.0
043590,웰킵스하이텍,KOSDAQ,45,-4,-3,-11.0,191,13568,12.0
043610,KT지니뮤직,KOSDAQ,752,50,45,-17.0,799,58115,12.0
043650,국순당,KOSDAQ,175,0,13,2.0,639,17858,12.0
043710,코스리거글로벌,KOSDAQ,395,15,-29,-19.0,518,17312,12.0
043910,자연과환경,KOSDAQ,81,2,2,-7.0,353,11339,12.0
044180,KD,KOSDAQ,459,60,50,-63.0,54,26717,12.0
044340,위닉스,KOSDAQ,1232,-217,-311,-60.0,739,17873,12.0
044480,빌리언스,KOSDAQ,253,-8,-74,-31.0,286,33250,12.0
044490,태웅,KOSDAQ,3863,228,241,4.0,4931,20007,12.0
044780,에이치케이,KOSDAQ,51,-22,12,10.0,225,18505,12.0
044960,이글벳,KOSDAQ,0,0,0,0.0,381,12641,12.0
044990,에이치엔에스하이텍,KOSDAQ,222,31,40,9.0,816,7685,12.0
045060,오공,KOSDAQ,425,16,18,5.0,372,16941,12.0
045100,한양이엔지,KOSDAQ,3414,223,308,9.0,5285,17500,12.0
045300,성우테크론,KOSDAQ,118,14,17,7.0,255,10547,12.0
045340,토탈소프트,KOSDAQ,207,52,74,25.0,516,8558,12.0
045390,대아티아이,KOSDAQ,286,6,22,12.0,1737,70473,12.0
045510,정원엔시스,KOSDAQ,753,13,10,4.0,282,32209,12.0
045520,크린앤사이언스,KOSDAQ,249,8,15,-16.0,176,6500,12.0
045660,에이텍,KOSDAQ,415,42,49,-12.0,619,8260,12.0
045970,코아시아,KOSDAQ,1218,-20,-2,-13.0,673,26314,12.0
046070,코다코,KOSDAQ,586,6,10,-19.0,1591,15486,12.0
046120,오르비텍,KOSDAQ,224,-31,190,17.0,1474,33855,12.0
046210,HLB파나진,KOSDAQ,31,-7,-3,-5.0,484,45527,12.0
046310,백금T&A,KOSDAQ,297,-3,6,4.0,372,16418,12.0
046390,삼화네트웍스,KOSDAQ,4,-14,-13,-2.0,326,17269,12.0
046440,KG파이낸셜,KOSDAQ,625,70,70,6.0,1480,38010,12.0
046890,서울반도체,KOSDAQ,2382,18,85,-4.0,5119,58305,12.0
046940,우원개발,KOSDAQ,609,16,26,37.0,525,18074,12.0
046970,우리로,KOSDAQ,145,15,15,7.0,1823,43824,12.0
047080,한빛소프트,KOSDAQ,86,22,29,46.0,258,24822,12.0
047310,파워로직스,KOSDAQ,2413,78,88,-1.0,1043,36610,12.0
047560,이스트소프트,KOSDAQ,310,-17,-14,-24.0,869,11753,12.0
047770,코데즈컴바인,KOSDAQ,98,8,11,6.0,966,37842,12.0
047820,초록뱀미디어,KOSDAQ,246,-8,-18,0.0,780,24453,12.0
047920,HLB제약,KOSDAQ,657,10,7,0.0,2843,32799,12.0
048410,현대바이오,KOSDAQ,3,-47,-53,-19.0,5799,96505,12.0
048430,유라테크,KOSDAQ,488,-18,4,6.0,640,11520,12.0
048470,대동스틸,KOSDAQ,1397,-20,4,1.0,242,9650,12.0
048530,인트론바이오,KOSDAQ,57,-79,-90,-12.0,752,30891,12.0
048550,SM C&C,KOSDAQ,215,-22,-16,-2.0,1460,96714,12.0
048770,TPC로보틱스,KOSDAQ,239,0,-3,-3.0,454,15697,12.0
048830,엔피케이,KOSDAQ,222,-3,-1,2.0,185,18723,12.0
048870,시너지이노베이션,KOSDAQ,270,38,55,3.0,1378,88106,12.0
048910,대원미디어,KOSDAQ,1025,19,18,7.0,564,12578,12.0
049070,인탑스,KOSDAQ,1631,64,153,3.0,3036,16464,12.0
049080,기가레인,KOSDAQ,78,-47,-40,-26.0,800,8488,12.0
049120,파인디앤씨,KOSDAQ,138,-10,-11,-53.0,201,10601,12.0
049180,셀루메드,KOSDAQ,234,-16,-17,-14.0,839,83226,12.0
049430,코메론,KOSDAQ,178,39,64,10.0,1695,9048,12.0
049470,비트플래닛,KOSDAQ,361,3,-1,-3.0,344,23544,12.0
049480,오픈베이스,KOSDAQ,582,3,21,12.0,550,31422,12.0
049520,유아이엘,KOSDAQ,1055,61,89,11.0,1124,30842,12.0
049550,잉크테크,KOSDAQ,219,20,16,6.0,587,19606,12.0
049630,재영솔루텍,KOSDAQ,581,91,118,20.0,1344,23379,12.0
049720,고려신용정보,KOSDAQ,438,37,39,23.0,1375,14300,12.0
049830,승일,KOSDAQ,1444,23,43,2.0,389,6132,12.0
049950,미래컴퍼니,KOSDAQ,212,13,41,-14.0,841,8817,12.0
049960,쎌바이오텍,KOSDAQ,146,32,66,10.0,1413,9400,12.0
050090,비케이홀딩스,KOSDAQ,127,-20,-20,-12.0,87,23534,12.0
050110,캠시스,KOSDAQ,1735,60,50,-22.0,275,29224,12.0
050120,ES큐브,KOSDAQ,58,0,-2,-1.0,389,13564,12.0
050760,에스폴리텍,KOSDAQ,176,3,18,-9.0,172,16334,12.0
050860,아세아텍,KOSDAQ,1133,40,33,2.0,382,22500,6.0
050890,쏠리드,KOSDAQ,637,-21,241,16.0,5462,60756,12.0
050960,수산아이앤티,KOSDAQ,0,0,0,0.0,539,6751,12.0
051160,지어소프트,KOSDAQ,1458,103,122,9.0,1120,15474,12.0
051360,토비스,KOSDAQ,1698,155,213,19.0,2400,14917,12.0
051370,인터플렉스,KOSDAQ,1290,53,121,11.0,1502,23327,12.0
051380,피씨디렉트,KOSDAQ,3338,19,-9,-2.0,231,15340,12.0
051390,YW,KOSDAQ,35,10,10,6.0,431,11355,12.0
051490,나라엠앤디,KOSDAQ,383,-28,-33,1.0,367,14200,12.0
051500,CJ프레시웨이,KOSDAQ,8339,110,43,12.0,2582,11871,12.0
051780,큐로홀딩스,KOSDAQ,151,2,-16,-36.0,172,6335,12.0
051980,중앙첨단소재,KOSDAQ,23,-23,-1,-4.0,1059,111091,12.0
052020,에스티큐브,KOSDAQ,14,-73,-67,-31.0,4915,67983,12.0
052220,iMBC,KOSDAQ,96,0,6,-8.0,420,23000,12.0
052260,현대바이오랜드,KOSDAQ,382,52,54,9.0,990,30000,12.0
052300,오션인더블유,KOSDAQ,69,-13,191,-1.0,243,16244,12.0
052330,코텍,KOSDAQ,1168,154,200,10.0,2133,17761,12.0
052400,코나아이,KOSDAQ,770,248,304,39.0,5854,14563,12.0
052420,오성첨단소재,KOSDAQ,115,34,188,17.0,868,9742,12.0
052460,아이크래프트,KOSDAQ,163,-25,-24,24.0,468,14607,12.0
052600,한네트,KOSDAQ,0,0,0,0.0,352,11563,12.0
052710,아모텍,KOSDAQ,610,6,6,4.0,2478,14612,12.0
052770,아이톡시,KOSDAQ,97,-58,-74,-166.0,45,14568,12.0
052790,액토즈소프트,KOSDAQ,101,19,45,15.0,456,10924,12.0
052860,아이앤씨,KOSDAQ,90,10,10,15.0,730,17866,12.0
052900,KX하이텍,KOSDAQ,357,75,48,6.0,861,76668,12.0
053030,바이넥스,KOSDAQ,353,-90,-102,-7.0,2081,32684,12.0
053050,지에스이,KOSDAQ,0,0,0,0.0,555,29987,12.0
053060,세동,KOSDAQ,527,31,43,18.0,249,17657,12.0
053080,케이엔솔,KOSDAQ,1152,6,1,-38.0,1067,12999,12.0
053160,프리엠스,KOSDAQ,50,0,4,-1.0,539,6000,12.0
053260,금강철강,KOSDAQ,424,0,24,0.0,845,18720,12.0
053270,구영테크,KOSDAQ,1476,84,74,17.0,521,27410,12.0
053280,예스24,KOSDAQ,1681,10,12,-8.0,808,25000,12.0
053290,NE능률,KOSDAQ,717,-10,-63,-6.0,277,16526,12.0
053300,한국정보인증,KOSDAQ,356,91,94,10.0,1676,40591,12.0
053350,이니텍,KOSDAQ,83,-11,-16,0.0,798,22021,12.0
053450,세코닉스,KOSDAQ,1040,10,-8,0.0,515,14792,12.0
053580,웹케시,KOSDAQ,0,0,0,0.0,790,12954,12.0
053610,프로텍,KOSDAQ,624,154,219,18.0,5697,9000,12.0
053620,태양,KOSDAQ,368,25,101,9.0,553,8600,12.0
053700,삼보모터스,KOSDAQ,4293,138,124,2.0,1037,26715,12.0
053800,안랩,KOSDAQ,591,19,50,16.0,5874,11126,12.0
053950,경남제약,KOSDAQ,161,4,-9,0.0,240,15629,12.0
053980,오상자이엘,KOSDAQ,285,23,31,9.0,457,18982,12.0
054040,한국컴퓨터,KOSDAQ,831,51,74,16.0,808,16071,12.0
054050,NH농우바이오,KOSDAQ,364,54,67,4.0,1096,16030,12.0
054090,삼진엘앤디,KOSDAQ,359,7,39,-6.0,222,24959,12.0
054180,메디콕스,KOSDAQ,63,-10,-16,-21.0,126,5527,12.0
054210,이랜텍,KOSDAQ,2352,175,178,16.0,1714,25291,12.0
054220,비츠로시스,KOSDAQ,153,1,5,11.0,186,12590,12.0
054300,팬스타엔터프라이즈,KOSDAQ,629,3,36,7.0,543,57870,12.0
054410,케이피티유,KOSDAQ,333,8,40,6.0,205,5726,12.0
054450,텔레칩스,KOSDAQ,661,61,10,-34.0,1381,15144,12.0
054540,삼영엠텍,KOSDAQ,1309,56,51,12.0,783,13000,12.0
054620,APS,KOSDAQ,209,-7,109,3.0,776,18394,12.0
054670,대한뉴팜,KOSDAQ,2022,187,184,13.0,762,14354,12.0
054780,키이스트,KOSDAQ,758,7,-109,-22.0,251,19657,12.0
054800,아이디스홀딩스,KOSDAQ,2446,277,367,12.0,1464,10347,12.0
054920,한컴위드,KOSDAQ,1660,1,10,4.0,819,28217,12.0
054930,유신,KOSDAQ,3396,58,297,0.0,469,3000,12.0
054940,엑사이엔씨,KOSDAQ,561,10,22,6.0,252,33173,12.0
054950,제이브이엠,KOSDAQ,455,93,99,13.0,2659,12089,12.0
056080,유진로봇,KOSDAQ,260,-42,-36,-9.0,4542,38235,12.0
056090,시지메드텍,KOSDAQ,130,2,7,7.0,1068,103259,12.0
056190,SFA,KOSDAQ,3611,154,222,6.0,7170,35908,12.0
056360,코위버,KOSDAQ,124,-22,-17,3.0,464,9796,12.0
056700,신화인터텍,KOSDAQ,493,6,5,1.0,434,29135,12.0
056730,CNT85,KOSDAQ,670,-14,-13,-2.0,217,14822,12.0
057030,YBM넷,KOSDAQ,129,5,8,3.0,342,16312,12.0
057540,옴니시스템,KOSDAQ,184,-3,10,1.0,558,59394,12.0
057680,티사이언티픽,KOSDAQ,62,-10,-10,1.0,274,15792,12.0
058110,멕아이씨에스,KOSDAQ,39,4,7,-2.0,290,16050,12.0
058400,KNN,KOSDAQ,131,-1,87,8.0,720,132429,12.0
058450,한주에이알티,KOSDAQ,73,-27,-29,-54.0,231,5013,12.0
058470,리노공업,KOSDAQ,0,0,0,0.0,53348,76211,12.0
058610,에스피지,KOSDAQ,808,45,48,4.0,14637,22177,12.0
058630,엠게임,KOSDAQ,242,32,46,11.0,848,19202,12.0
058820,CMG제약,KOSDAQ,255,-29,1,-4.0,1183,148123,12.0
058970,엠로,KOSDAQ,840,9,12,3.0,1671,12362,12.0
059090,미코,KOSDAQ,3220,189,114,5.0,4918,33416,12.0
059100,아이컴포넌트,KOSDAQ,0,0,0,0.0,366,7070,12.0
059120,아진엑스텍,KOSDAQ,0,0,0,0.0,972,18310,12.0
059210,메타바이오메드,KOSDAQ,244,49,47,9.0,1044,27171,12.0
059270,해성에어로보틱스,KOSDAQ,149,-7,-5,-1.0,607,11165,12.0
060150,인선이엔티,KOSDAQ,425,28,24,-2.0,1435,45563,12.0
060230,제이케이시냅스,KOSDAQ,240,2,-11,-24.0,157,11260,12.0
060240,스타코링크,KOSDAQ,57,-10,-9,-36100000.0,5,5821,12.0
060250,NHN KCP,KOSDAQ,3449,138,221,18.0,4658,40160,12.0
060260,뉴보텍,KOSDAQ,292,-2,0,-3.0,183,13342,12.0
060280,큐렉소,KOSDAQ,161,-9,5,2.0,3222,41259,12.0
060310,3S,KOSDAQ,284,-51,-55,-12.0,550,53059,3.0
060370,LS마린솔루션,KOSDAQ,528,42,79,3.0,14391,52238,12.0
060380,동양에스텍,KOSDAQ,515,0,1,1.0,224,19700,12.0
060480,국일신동,KOSDAQ,0,0,0,0.0,146,11090,12.0
060540,에스에이티,KOSDAQ,422,12,28,4.0,274,26132,12.0
060560,HC홈센타,KOSDAQ,683,-59,-61,-18.0,459,25388,12.0
060570,드림어스컴퍼니,KOSDAQ,486,1,5,-2.0,646,74101,12.0
060590,씨티씨바이오,KOSDAQ,344,46,45,8.0,690,24181,12.0
060720,KH바텍,KOSDAQ,551,17,22,6.0,2232,23677,12.0
060850,영림원소프트랩,KOSDAQ,219,18,20,16.0,419,8131,12.0
060900,에이전트AI,KOSDAQ,27,-20,-20,-50.0,167,3991,12.0
061040,알에프텍,KOSDAQ,675,-73,-129,-16.0,556,9048,12.0
061090,세나테크놀로지,KOSDAQ,438,38,57,0.0,2315,5467,12.0
061250,화일약품,KOSDAQ,0,0,0,0.0,739,8417,12.0
061970,LB세미콘,KOSDAQ,1343,76,125,-45.0,2288,58083,12.0
062970,한국첨단소재,KOSDAQ,65,-48,-142,-224.0,663,57088,12.0
063080,컴투스홀딩스,KOSDAQ,171,-97,-128,2.0,739,6595,12.0
063170,서울옥션,KOSDAQ,153,3,-9,-6.0,874,17774,12.0
063440,SM Life Design,KOSDAQ,97,7,8,9.0,508,45319,12.0
063570,NICE인프라,KOSDAQ,1032,75,0,5.0,1060,34147,12.0
063760,이엘피,KOSDAQ,99,7,12,9.0,238,9325,12.0
064090,인크레더블버즈,KOSDAQ,14,-30,-51,-35.0,396,49742,12.0
064240,홈캐스트,KOSDAQ,51,-23,-5,2.0,504,34694,12.0
064260,다날,KOSDAQ,549,12,19,-20.0,2984,75645,12.0
064290,인텍플러스,KOSDAQ,128,-19,-14,1.0,4668,12877,12.0
064480,브리지텍,KOSDAQ,436,-33,-29,-6.0,305,11952,12.0
064520,테크엘,KOSDAQ,27,-18,-4,-5.0,351,22351,12.0
064550,바이오니아,KOSDAQ,818,-5,-15,-3.0,1561,25810,12.0
064760,티씨케이,KOSDAQ,2757,807,907,15.0,23420,11179,12.0
064800,포니링크,KOSDAQ,102,-41,121,-9.0,516,25561,12.0
064820,케이프,KOSDAQ,1877,282,267,31.0,2851,30860,12.0
064850,에프앤가이드,KOSDAQ,115,47,57,20.0,2367,11410,12.0
065060,지엔코,KOSDAQ,225,-11,-21,-25.0,190,5990,12.0
065130,탑엔지니어링,KOSDAQ,2639,90,112,-12.0,461,16004,12.0
065150,대산F&B,KOSDAQ,253,14,14,50.0,231,15938,12.0
065170,비엘팜텍,KOSDAQ,15,0,5,-91.0,904,27913,12.0
065350,신성델타테크,KOSDAQ,2766,61,77,10.0,7187,27483,12.0
065370,위세아이텍,KOSDAQ,79,4,-1,9.0,230,7383,12.0
065420,에스아이리소스,KOSDAQ,105,-37,-21,-24.0,90,71577,12.0
065440,이루온,KOSDAQ,111,-12,-10,0.0,359,27275,12.0
065450,빅텍,KOSDAQ,209,2,-5,8.0,861,29495,12.0
065500,오리엔트정공,KOSDAQ,375,-1,-25,-2.0,362,33242,12.0
065510,휴비츠,KOSDAQ,297,26,38,-3.0,730,10877,12.0
065530,와이어블,KOSDAQ,120,13,11,7.0,506,47838,12.0
065570,삼영이엔씨,KOSDAQ,0,0,0,0.0,122,16093,12.0
065650,하이퍼코퍼레이션,KOSDAQ,235,-5,-24,-14.0,214,10945,12.0
065660,안트로젠,KOSDAQ,69,-37,-23,-2.0,1688,10006,12.0
065680,우주일렉트로,KOSDAQ,493,46,87,9.0,2360,9240,12.0
065690,파커스,KOSDAQ,117,-1,9,-1.0,182,14049,12.0
065710,서호전기,KOSDAQ,259,80,62,19.0,2144,5150,12.0
065770,CS,KOSDAQ,33,-4,-2,-3.0,154,9705,12.0
065950,웰크론,KOSDAQ,591,6,-51,-39.0,289,28231,12.0
066130,하츠,KOSDAQ,1865,107,105,8.0,422,12800,12.0
066310,큐에스아이,KOSDAQ,61,5,26,5.0,638,9271,12.0
066360,체리부로,KOSDAQ,947,32,0,28.0,323,47952,12.0
066410,버킷스튜디오,KOSDAQ,45,-12,-158,-34.0,1596,138453,12.0
