종목코드,종목명,시장구분,매출액,영업이익,경상이익,ROE,시가총액,상장주수,결산월,고유번호,재무제표종류,매출액_당기,매출액_전기,영업이익_당기,영업이익_전기,영업이익_전전기,부채총계,자본총계,유동자산,유동부채,매출액성장률(%),영업이익성장률(%),부채비율(%),유동비율(%),3년연속흑자
000020,동화약품,KOSPI,1306,112,81,4.93,1395,27931,12.0,00119195,CFS,388660153296.0,363797312192.0,6271840710.0,17746658046.0,17048701533.0,185262878943.0,388527092932.0,161587027534.0,161847362834.0,6.83,-64.66,47.68,99.84,True
000040,KR모터스,KOSPI,26,-7,194,40.62,230,86375,12.0,00112378,CFS,13823191334.0,16024969823.0,-2924370754.0,-5500524246.0,-6234269871.0,50841134911.0,43713527804.0,18519208804.0,29021731931.0,-13.74,46.83,116.31,63.81,False
000050,경방,KOSPI,1110,178,260,8.01,2269,27415,12.0,00101628,CFS,267539272770.0,281655078380.0,36711542005.0,30069929870.0,35802156356.0,351068854943.0,829121410431.0,102675659448.0,176420698700.0,-5.01,22.09,42.34,58.2,True
000070,삼양홀딩스,KOSPI,8383,292,481,-10.06,4230,7763,12.0,00126937,CFS,46952079842.0,97572587123.0,-215909985262.0,42347359890.0,51208033752.0,373674733642.0,1854508149622.0,247320665953.0,154324161959.0,-51.88,-609.85,20.15,160.26,False
000080,하이트진로,KOSPI,5908,559,506,3.54,10253,70133,12.0,00150244,CFS,2240431695323.0,2329034671293.0,172346258316.0,201512999874.0,101834028295.0,1924802118657.0,1108611293089.0,774741917061.0,1352868560122.0,-3.8,-14.47,173.62,57.27,True
000087,하이트진로2우B,KOSPI,0,0,0,0.0,139,1130,12.0,,,,,,,,,,,,,,,,
000100,유한양행,KOSPI,5268,88,288,9.75,55434,79647,12.0,00145109,CFS,2105660561260.0,2008355122464.0,110196047503.0,70105856912.0,57206940556.0,475069634553.0,2238767814892.0,1233431879884.0,439833704170.0,4.85,57.19,21.22,280.43,True
000105,유한양행우,KOSPI,0,0,0,0.0,687,1180,12.0,,,,,,,,,,,,,,,,
000120,CJ대한통운,KOSPI,32145,921,554,5.92,16265,22812,12.0,00113410,CFS,8353852873161.0,8366258767136.0,353127836029.0,380094745176.0,330671488073.0,4160243102967.0,3918563115805.0,1489573709765.0,2000921097193.0,-0.15,-7.09,106.17,74.44,True
000140,하이트진로홀딩스,KOSPI,5883,557,439,-0.85,1863,23206,12.0,00148993,CFS,31017268792.0,40573566580.0,26338025024.0,34721341885.0,35685096883.0,635676011734.0,996976573863.0,988103846.0,401545243764.0,-23.55,-24.14,63.76,0.25,True
000145,하이트진로홀딩스우,KOSPI,0,0,0,0.0,43,470,12.0,,,,,,,,,,,,,,,,
000150,두산,KOSPI,50603,3408,1535,4.93,181856,16193,12.0,00117212,CFS,1767596000000.0,1066495000000.0,328201000000.0,81611000000.0,20885000000.0,3521779000000.0,3232177000000.0,2234991000000.0,2578749000000.0,65.74,302.15,108.96,86.67,True
000155,두산우,KOSPI,0,0,0,0.0,15686,3996,12.0,,,,,,,,,,,,,,,,
000157,두산2우B,KOSPI,0,0,0,0.0,2795,893,12.0,,,,,,,,,,,,,,,,
000180,성창기업지주,KOSPI,331,-16,-15,-3.28,708,13950,12.0,00133335,CFS,6677916525.0,8764952676.0,362403644.0,455039175.0,455816327.0,60408763415.0,348861537376.0,33327231751.0,1257218893.0,-23.81,-20.36,17.32,2650.87,True
000210,DL,KOSPI,12828,1129,83,-1.39,9639,20955,12.0,00109693,CFS,174580444927.0,110207197903.0,160559882521.0,91164808060.0,91067298703.0,391547254037.0,3460417033746.0,269437211148.0,271603030687.0,58.41,76.12,11.32,99.2,True
000215,DL우,KOSPI,0,0,0,0.0,344,1686,12.0,,,,,,,,,,,,,,,,
000220,유유제약,KOSPI,355,43,40,7.05,573,15747,12.0,00144818,CFS,96720963639.0,92855015488.0,9237232252.0,7920789302.0,-3057326253.0,51901326807.0,117591968039.0,76406768323.0,47723555715.0,4.16,16.62,44.14,160.1,False
000225,유유제약1우,KOSPI,0,0,0,0.0,80,2266,12.0,,,,,,,,,,,,,,,,
000227,유유제약2우B,KOSPI,0,0,0,0.0,26,322,12.0,,,,,,,,,,,,,,,,
000230,일동홀딩스,KOSPI,1489,89,65,10.97,685,11540,12.0,00146083,CFS,18813154156.0,17560185216.0,1589009060.0,1971329454.0,1105117732.0,97873616976.0,198872210129.0,5931683978.0,73291603520.0,7.14,-19.39,49.21,8.09,True
000240,한국앤컴퍼니,KOSPI,3784,1217,1376,7.54,23876,94935,12.0,00160047,CFS,1100783620887.0,998718006829.0,201515027248.0,141038105619.0,110202775979.0,265008293167.0,2690080177109.0,552974743279.0,164957664604.0,10.22,42.88,9.85,335.22,True
000270,기아,KOSPI,295019,22051,26352,11.9,564537,390412,12.0,00106641,CFS,65148676000000.0,63256745000000.0,5954083000000.0,8499530000000.0,6305665000000.0,21298112000000.0,38915017000000.0,21139947000000.0,17027063000000.0,2.99,-29.95,54.73,124.15,True
000300,DH오토넥스,KOSPI,144,3,2,10.95,1740,41437,12.0,00126089,CFS,,,220482931.0,-4952660612.0,-15000394656.0,16589515297.0,33522803164.0,17785006244.0,7928911130.0,,104.45,49.49,224.31,False
000320,노루홀딩스,KOSPI,2988,162,210,6.76,2111,13291,12.0,00113508,CFS,25053077881.0,22215240435.0,7780709408.0,4150800762.0,3115783286.0,43036622013.0,346384265232.0,31124000775.0,21108534985.0,12.77,87.45,12.42,147.45,True
000325,노루홀딩스우,KOSPI,0,0,0,0.0,58,243,12.0,,,,,,,,,,,,,,,,
000370,한화손해보험,KOSPI,20907,1359,1359,0.0,6479,116738,12.0,00135917,CFS,,,,,,17558925048000.0,2720126457000.0,,,,,645.52,,
000390,SP삼화,KOSPI,1443,18,40,3.64,1599,27203,12.0,00129387,CFS,520834500803.0,555601008443.0,1618692546.0,18007369701.0,25589905292.0,245989811394.0,300297947273.0,262587918034.0,182972559261.0,-6.26,-91.01,81.92,143.51,True
000400,롯데손해보험,KOSPI,0,0,0,0.0,6765,310336,12.0,00113562,CFS,,,,,,13796795000000.0,613504000000.0,,,,,2248.85,,
000430,대원강업,KOSPI,4328,233,263,9.68,2176,62000,12.0,00111847,CFS,781507649000.0,759508640000.0,18438756000.0,-10362550000.0,26389278000.0,268929666000.0,467633995000.0,205060044000.0,251762217000.0,2.9,277.94,57.51,81.45,False
000480,CR홀딩스,KOSPI,2057,102,104,-3.32,2168,46890,12.0,00148984,CFS,18718900000.0,14236538000.0,6234409000.0,1264490000.0,-9102659000.0,138057458000.0,510797940000.0,30662830000.0,135983957000.0,31.48,393.04,27.03,22.55,False
000490,대동,KOSPI,3777,60,-53,-6.74,1859,28826,12.0,00109286,CFS,863154294296.0,838966031369.0,14886916018.0,18806903764.0,36115131901.0,861420026566.0,355605746863.0,707009703715.0,615805444598.0,2.88,-20.84,242.24,114.81,True
000500,가온전선,KOSPI,7636,278,223,11.96,29959,16543,12.0,00104768,CFS,1411696404000.0,1405185748000.0,35879194000.0,36003459000.0,38267943000.0,530705224000.0,726763054000.0,647795612000.0,394570877000.0,0.46,-0.35,73.02,164.18,True
000520,삼일제약,KOSPI,525,-84,-106,-24.71,1351,21691,12.0,00128032,CFS,210253472993.0,219699586442.0,20866711.0,11213845239.0,11401120383.0,207563189733.0,155456171844.0,72754825131.0,176667071104.0,-4.3,-99.81,133.52,41.18,True
000540,흥국화재,KOSPI,33740,1488,1437,9.97,2001,64242,12.0,00103176,CFS,,,,,,11665273000000.0,836868000000.0,,,,,1393.92,,
000545,흥국화재우,KOSPI,0,0,0,0.0,41,768,12.0,,,,,,,,,,,,,,,,
000590,CS홀딩스,KOSPI,317,46,110,5.59,780,1154,12.0,00149026,CFS,134870815287.0,141950747269.0,-730278222.0,676190784.0,1554971665.0,7926016222.0,167329946086.0,38894239574.0,664676382.0,-4.99,-208.0,4.74,5851.61,False
000640,동아쏘시오홀딩스,KOSPI,3510,191,195,8.41,5311,6732,12.0,00116824,CFS,88615113984.0,68862371474.0,52415157574.0,36854260786.0,40771144988.0,287048432847.0,683444803167.0,60556747940.0,193520091476.0,28.68,42.22,42.0,31.29,True
000650,천일고속,KOSPI,447,-53,-42,-25.32,2202,1429,12.0,00151395,CFS,45550266479.0,44716883420.0,-5940519077.0,-5269198646.0,-5148165928.0,43950854975.0,9583544196.0,2994531764.0,24093313239.0,1.86,-12.74,458.61,12.43,False
000660,SK하이닉스,KOSPI,525763,376103,516169,61.16,13085215,712702,12.0,00164779,CFS,86852117000000.0,55736287000000.0,44007409000000.0,21331452000000.0,-4672124000000.0,51585367000000.0,117318562000000.0,46296938000000.0,34536586000000.0,55.83,106.3,43.97,134.05,False
000670,영풍,KOSPI,8511,433,25,-7.82,6195,18410,12.0,00141307,CFS,1192666327316.0,1053314451951.0,-277694016036.0,-88395799459.0,-142395500339.0,681865339840.0,1287775434666.0,407263807898.0,327214456756.0,13.23,-214.15,52.95,124.46,False
000680,LS네트웍스,KOSPI,17048,433,359,-1.81,2198,78803,12.0,00104698,CFS,175854690682.0,204594843291.0,861479471.0,9196877453.0,6591102222.0,893023320840.0,919837597582.0,105165925636.0,167848564739.0,-14.05,-90.63,97.08,62.66,True
000700,유수홀딩스,KOSPI,1063,100,173,3.05,1531,26041,12.0,00163691,CFS,12837651188.0,10374610976.0,4439674584.0,1958958379.0,1987571915.0,9213812662.0,244383168540.0,15223755578.0,7444688598.0,23.74,126.63,3.77,204.49,True
000720,현대건설,KOSPI,62813,1809,2735,4.95,104451,111355,12.0,00164478,CFS,16512462000000.0,16730103000000.0,251183000000.0,-215525000000.0,340527000000.0,10158739000000.0,7032544000000.0,12964896000000.0,7977680000000.0,-1.3,216.54,144.45,162.51,False
000725,현대건설우,KOSPI,0,0,0,0.0,501,1054,12.0,,,,,,,,,,,,,,,,
000760,이화산업,KOSPI,111,8,8,-1.11,328,2800,12.0,00145686,CFS,34535440083.0,37395900823.0,-1105100498.0,-1354636564.0,-1906908968.0,24660362161.0,66698765940.0,29247547375.0,23225288105.0,-7.65,18.42,36.97,125.93,False
000810,삼성화재,KOSPI,66763,8611,8577,0.0,275921,44647,12.0,00139214,CFS,,,,,,73181267241130.0,20627777238043.0,,,,,354.77,,
000815,삼성화재우,KOSPI,0,0,0,0.0,11607,3007,12.0,,,,,,,,,,,,,,,,
000850,화천기공,KOSPI,552,19,61,4.29,716,2200,12.0,00166519,CFS,194713374468.0,185194019103.0,3347587286.0,-2611703943.0,101078718.0,64491916383.0,301499956259.0,144349794853.0,42279730212.0,5.14,228.18,21.39,341.42,False
000860,강남제비스코,KOSPI,1469,9,0,-0.65,1593,13000,12.0,00100939,CFS,272938057132.0,313072053266.0,-24169044079.0,-14848719027.0,-9045170369.0,181844465730.0,250675747670.0,111834755196.0,165221760397.0,-12.82,-62.77,72.54,67.69,False
000880,한화,KOSPI,214514,12667,9216,3.87,61130,70507,12.0,00160588,CFS,4315204000000.0,5882542000000.0,341497000000.0,308229000000.0,188982000000.0,7583721000000.0,3617389000000.0,3229697000000.0,4451747000000.0,-26.64,10.79,209.65,72.55,True
00088K,한화3우B,KOSPI,0,0,0,0.0,5918,19404,12.0,,,,,,,,,,,,,,,,
000890,보해양조,KOSPI,432,25,21,8.75,404,27624,12.0,00123541,CFS,89878693356.0,87624248943.0,3812302057.0,2300656654.0,-2803701933.0,56328552974.0,90222397527.0,60296276268.0,49811165636.0,2.57,65.7,62.43,121.05,False
000910,유니온,KOSPI,452,-7,430,47.05,434,15611,12.0,00144252,CFS,100286221018.0,108495691681.0,3175730.0,3698213322.0,720058174.0,77476876576.0,128963323129.0,37250417008.0,58809312125.0,-7.57,-99.91,60.08,63.34,True
000950,전방,KOSPI,79,-9,8,-1.06,442,1680,12.0,00147222,CFS,40776455996.0,57235842614.0,-7301147654.0,-8469009865.0,-32521860599.0,10505111430.0,227574213316.0,157951956048.0,4087166425.0,-28.76,13.79,4.62,3864.58,False
000970,한국주철관,KOSPI,921,25,35,4.49,1479,22800,12.0,00159573,CFS,119570203864.0,120927947827.0,9364481065.0,11767113295.0,14906932238.0,48425986758.0,283128777190.0,149309337299.0,39463711138.0,-1.12,-20.42,17.1,378.35,True
000990,DB하이텍,KOSPI,3746,637,969,14.17,45549,43504,12.0,00160843,CFS,1213775673521.0,991586676882.0,301938727418.0,177700691734.0,257926800324.0,419156120226.0,2095066218221.0,758254745187.0,279432877961.0,22.41,69.91,20.01,271.35,True
001020,페이퍼코리아,KOSPI,672,12,-7,-6.65,662,35596,12.0,00134723,CFS,238650960108.0,259435421547.0,-2551926635.0,3129214989.0,12988802562.0,154088542568.0,264893827624.0,216693338349.0,98982435311.0,-8.01,-181.55,58.17,218.92,False
001040,CJ,KOSPI,114512,4607,2822,2.81,37959,29176,12.0,00148540,CFS,262158191000.0,246090215000.0,146483268000.0,136262575000.0,132419635000.0,380079325000.0,3005438656000.0,68483485000.0,201727201000.0,6.53,7.5,12.65,33.95,True
001045,CJ우,KOSPI,0,0,0,0.0,1455,2260,12.0,,,,,,,,,,,,,,,,
00104K,CJ4우(전환),KOSPI,0,0,0,0.0,5443,4226,12.0,,,,,,,,,,,,,,,,
001060,JW중외제약,KOSPI,1999,336,352,20.07,5518,23285,12.0,00149947,CFS,767150151569.0,710598608151.0,96629807078.0,81787095620.0,104993588073.0,218185323658.0,377750154621.0,275802803514.0,193635388797.0,7.96,18.15,57.76,142.43,True
001065,JW중외제약우,KOSPI,0,0,0,0.0,70,341,12.0,,,,,,,,,,,,,,,,
001067,JW중외제약2우B,KOSPI,0,0,0,0.0,87,209,12.0,,,,,,,,,,,,,,,,
001070,대한방직,KOSPI,349,4,-3,0.01,325,5300,12.0,00112970,CFS,152834773503.0,121143990267.0,563067802.0,1221832955.0,-2675560329.0,78985435059.0,152719644695.0,88428968174.0,54526223884.0,26.16,-53.92,51.72,162.18,False
001080,만호제강,KOSPI,0,0,0,0.0,1676,41500,12.0,00120872,CFS,152953052398.0,179904428905.0,-11976544318.0,-30795040915.0,-12394036561.0,22593210389.0,188570901745.0,121071760175.0,17629494257.0,-14.98,61.11,11.98,686.76,False
001120,LX인터내셔널,KOSPI,42113,1089,1225,3.76,14535,38760,12.0,00120076,CFS,3510584973316.0,3649841578121.0,-30138053827.0,-17989343549.0,7094311508.0,1913473352025.0,2814857897788.0,880919930149.0,796858239170.0,-3.82,-67.53,67.98,110.55,False
001130,대한제분,KOSPI,3343,70,101,-2.85,1875,16900,12.0,00113243,CFS,456569839266.0,467835944747.0,37315526490.0,47472799975.0,37960465998.0,249863430473.0,793986128945.0,319760884181.0,238656017840.0,-2.41,-21.4,31.47,133.98,True
001200,유진투자증권,KOSPI,10657,666,686,0.0,4000,96866,12.0,00131054,CFS,1419851860959.0,1343275053857.0,,,,9317704718466.0,1051275121320.0,,,5.7,,886.32,,
