종목코드,종목명,시장구분,매출액,영업이익,경상이익,ROE,시가총액,상장주수,결산월,현재가,PER,PBR,EPS,BPS,등락률
085620,미래에셋생명,KOSPI,27964,684,663,6.52,21534,135180,12.0,16100.0,24.39,0.86,660.0,18762.0,1.26
086280,현대글로비스,KOSPI,78127,5215,4451,17.34,142275,75000,12.0,207000.0,8.95,1.5,23117.0,138016.0,0.0
086790,하나금융지주,KOSPI,290048,16536,17110,9.2,363811,274367,12.0,129800.0,9.2,0.79,14110.0,164776.0,-1.96
088350,한화생명,KOSPI,99852,4808,4846,6.95,37694,868530,12.0,4587.0,6.22,0.25,738.0,18466.0,-0.07
088790,진도,KOSPI,442,11,11,0.84,299,12447,12.0,2365.0,32.4,0.27,73.0,8660.0,-1.46
089470,HDC현대EP,KOSPI,2549,78,92,8.82,1138,31900,12.0,3800.0,3.66,0.28,1039.0,13772.0,-0.78
089590,제주항공,KOSPI,5162,690,192,-23.05,3362,80640,12.0,4265.0,-2.96,1.25,-1443.0,3415.0,1.79
089860,롯데렌탈,KOSPI,7309,836,415,8.54,13325,36309,12.0,40050.0,11.4,0.93,3514.0,43125.0,0.12
090080,평화산업,KOSPI,1626,51,74,38.5,492,54902,12.0,980.0,3.43,0.87,286.0,1132.0,1.03
090350,노루페인트,KOSPI,1762,79,93,4.87,1470,20000,12.0,7480.0,9.3,0.37,804.0,20328.0,0.27
090355,노루페인트우,KOSPI,0,0,0,0.0,47,463,12.0,10590.0,0.0,0.0,0.0,0.0,0.95
090370,메타랩스,KOSPI,304,5,-3,-13.2,285,27304,12.0,1070.0,-3.03,0.38,-353.0,2808.0,0.66
090430,아모레퍼시픽,KOSPI,11358,1267,1527,4.34,70015,58492,12.0,123500.0,36.19,1.56,3413.0,78989.0,4.66
090435,아모레퍼시픽우,KOSPI,0,0,0,0.0,4175,10557,12.0,42350.0,0.0,0.0,0.0,0.0,4.44
090460,비에이치,KOSPI,3716,107,370,11.25,5575,33711,12.0,16090.0,17.76,0.7,906.0,23055.0,-0.43
091810,트리니티항공,KOSPI,6121,192,-169,-439.24,2930,510530,12.0,583.0,-0.44,4.05,-1326.0,144.0,1.57
092200,디아이씨,KOSPI,1652,28,32,-8.55,1582,38888,12.0,4510.0,-16.64,1.23,-271.0,3657.0,-4.95
092220,KEC,KOSPI,643,-48,-51,-8.74,1062,40152,12.0,2520.0,-3.81,0.31,-662.0,8116.0,-2.14
092230,KPX홀딩스,KOSPI,3110,133,450,11.0,3468,4224,12.0,85000.0,4.53,0.3,18774.0,279950.0,0.35
092440,기신정기,KOSPI,1193,-37,-2,-0.31,551,29200,3.0,1851.0,-68.56,0.22,-27.0,8443.0,-1.44
092780,DYP,KOSPI,1171,30,40,6.87,433,13168,12.0,3285.0,5.55,0.29,592.0,11386.0,-0.76
092790,넥스틸,KOSPI,1006,27,43,3.97,2839,26002,12.0,11750.0,8.48,0.66,1386.0,17845.0,-0.42
093050,LF,KOSPI,4619,444,455,6.71,6593,29240,12.0,22900.0,6.77,0.37,3382.0,61158.0,2.23
093240,형지엘리트,KOSPI,1295,88,100,8.33,268,61390,6.0,425.0,-12.88,0.2,-33.0,2110.0,-0.47
093370,후성,KOSPI,1414,93,-9,-1.38,11444,107255,12.0,10080.0,201.6,3.23,50.0,3118.0,-1.47
094280,효성ITX,KOSPI,1303,34,31,20.45,1373,11558,12.0,12100.0,9.73,1.92,1243.0,6308.0,0.41
095570,AJ네트웍스,KOSPI,2872,219,115,7.07,1945,45252,12.0,4300.0,6.85,0.42,628.0,10216.0,1.3
095720,웅진씽크빅,KOSPI,1796,-34,-51,-6.17,662,56827,12.0,1172.0,-2.97,0.25,-394.0,4650.0,2.27
096760,JW홀딩스,KOSPI,2432,515,516,27.69,2820,73924,12.0,3825.0,4.84,0.99,791.0,3858.0,-0.91
096770,SK이노베이션,KOSPI,242121,20832,13949,-9.04,196608,169052,12.0,116700.0,-5.54,0.9,-21056.0,129848.0,-10.3
096775,SK이노베이션우,KOSPI,0,0,0,0.0,764,1248,12.0,62200.0,0.0,0.0,0.0,0.0,-5.04
097230,HJ중공업,KOSPI,5414,246,253,13.69,13092,90295,12.0,15690.0,25.93,2.12,605.0,7416.0,-2.36
097520,엠씨넥스,KOSPI,3035,114,164,12.14,3020,17401,12.0,18260.0,6.35,0.77,2877.0,23796.0,0.27
097950,CJ제일제당,KOSPI,71111,2381,1696,-6.6,28030,15054,12.0,194700.0,-5.58,0.44,-34884.0,440524.0,0.31
097955,CJ제일제당 우,KOSPI,0,0,0,0.0,1575,1327,12.0,124600.0,0.0,0.0,0.0,0.0,0.89
100090,SK오션플랜트,KOSPI,1747,169,139,5.63,8390,62478,12.0,15000.0,24.0,1.15,625.0,13037.0,-18.26
100220,비상교육,KOSPI,1042,350,346,11.53,593,12996,12.0,5070.0,3.1,0.31,1638.0,16305.0,3.36
100250,진양홀딩스,KOSPI,737,23,136,9.77,1881,63900,12.0,2945.0,9.41,0.45,313.0,6479.0,0.34
100840,SNT에너지,KOSPI,1236,228,351,29.48,4901,20680,12.0,26100.0,6.4,1.41,4080.0,18458.0,-3.33
101140,인바이오젠,KOSPI,70,-61,161,10.64,516,10044,12.0,5190.0,3.23,0.32,1605.0,16156.0,-0.19
101530,해태제과식품,KOSPI,1577,107,87,7.49,1586,29116,12.0,5620.0,7.03,0.48,800.0,11639.0,1.81
102260,동성케미컬,KOSPI,2870,254,269,7.73,1755,50669,12.0,3515.0,5.36,0.38,656.0,9162.0,-0.57
102460,이연제약,KOSPI,361,-68,-112,-17.66,1841,18586,12.0,9910.0,-6.22,0.83,-1594.0,12010.0,-0.5
103140,풍산,KOSPI,12709,902,1011,8.13,16758,28024,12.0,63600.0,12.11,0.76,5251.0,84137.0,-6.88
103590,일진전기,KOSPI,5061,508,426,21.03,28277,47685,12.0,61400.0,28.18,4.97,2179.0,12347.0,-3.61
104700,한국철강,KOSPI,0,0,0,0.0,3364,36450,12.0,9450.0,17.06,0.41,554.0,23132.0,-0.42
105560,KB금융,KOSPI,306296,27276,26311,10.25,617156,354687,12.0,171600.0,11.35,1.04,15116.0,164669.0,0.06
105630,한세실업,KOSPI,4672,105,-6,6.21,3576,40000,12.0,9320.0,6.51,0.5,1431.0,18656.0,0.54
105840,우진,KOSPI,372,50,53,7.02,2631,20197,12.0,13980.0,32.51,1.42,430.0,9841.0,-1.69
107590,미원홀딩스,KOSPI,1477,93,175,10.57,1238,2320,12.0,54800.0,4.86,0.44,11280.0,125024.0,0.0
108320,LX세미콘,KOSPI,3888,206,154,4.41,6237,16264,12.0,38200.0,7.52,0.55,5081.0,69207.0,-1.55
108670,LX하우시스,KOSPI,8147,459,385,-1.27,2820,8967,12.0,32950.0,-7.51,0.39,-4387.0,83591.0,-0.15
108675,LX하우시스우,KOSPI,0,0,0,0.0,167,1032,12.0,16730.0,0.0,0.0,0.0,0.0,0.0
109070,주성코퍼레이션,KOSPI,176,-3,12,6.94,699,52810,12.0,1387.0,35.56,2.53,39.0,548.0,1.24
111110,호전실업,KOSPI,892,-14,15,6.72,593,9066,12.0,6700.0,5.1,0.31,1315.0,21402.0,-0.74
111380,동인기연,KOSPI,620,65,92,10.71,772,6128,12.0,12530.0,6.66,0.49,1880.0,25695.0,-0.95
111770,영원무역,KOSPI,8958,1204,1892,13.88,38462,44311,12.0,87400.0,7.87,0.91,11109.0,96154.0,-0.34
112610,씨에스윈드,KOSPI,7111,743,541,-1.42,16320,42171,12.0,40250.0,48.91,1.45,823.0,27826.0,-6.83
114090,GKL,KOSPI,1107,181,193,10.83,5777,61855,12.0,9700.0,12.75,1.36,761.0,7137.0,2.0
117580,대성에너지,KOSPI,7235,231,243,8.18,1914,27500,12.0,7010.0,11.16,0.58,628.0,12094.0,-4.5
118000,메타케어,KOSPI,101,6,6,0.78,291,22055,12.0,1309.0,43.63,0.19,30.0,6953.0,-2.17
119650,KC코트렐,KOSPI,248,16,85,3.18,1007,109785,12.0,918.0,-7.06,1.97,-130.0,467.0,0.0
120030,조선선재,KOSPI,0,0,0,0.0,1069,1257,12.0,84300.0,0.0,0.0,0.0,0.0,-0.47
120110,코오롱인더,KOSPI,12374,619,840,2.46,14853,29946,12.0,54600.0,43.2,0.42,1264.0,129709.0,2.06
120115,코오롱인더우,KOSPI,0,0,0,0.0,626,2767,12.0,23800.0,0.0,0.0,0.0,0.0,0.42
122900,아이마켓코리아,KOSPI,8425,166,176,7.82,2430,33428,12.0,7310.0,11.66,0.62,627.0,11758.0,0.69
123690,한국화장품,KOSPI,209,19,21,3.93,965,16068,12.0,6050.0,86.43,2.9,70.0,2088.0,2.2
123700,SJM,KOSPI,531,31,82,6.03,525,15604,12.0,3380.0,4.35,0.23,777.0,14855.0,0.6
123890,한국자산신탁,KOSPI,688,108,158,4.46,2667,122373,12.0,2295.0,5.71,0.26,402.0,8853.0,0.66
126560,현대퓨처넷,KOSPI,709,43,68,1.36,3194,109201,12.0,2965.0,43.6,0.44,68.0,6666.0,-1.33
126720,수산인더스트리,KOSPI,857,136,291,11.61,2914,14286,12.0,21950.0,6.41,0.56,3423.0,39100.0,-0.68
128820,대성산업,KOSPI,4126,218,161,-9.74,1822,45235,12.0,3995.0,-2.97,0.24,-1346.0,16698.0,-3.03
128940,한미약품,KOSPI,3929,536,554,14.29,47720,12810,12.0,394000.0,29.77,4.0,13235.0,98560.0,0.51
129260,인터지스,KOSPI,1945,35,37,2.39,574,29747,12.0,1947.0,5.88,0.19,331.0,10387.0,-0.21
130660,한전산업,KOSPI,1074,63,66,3.48,3383,32600,12.0,10930.0,87.44,3.45,125.0,3167.0,-1.44
133820,화인베스틸,KOSPI,506,14,1,3.56,437,37114,12.0,1046.0,-6.62,0.77,-158.0,1356.0,-3.95
134380,미원화학,KOSPI,0,0,0,0.0,2188,21992,12.0,10130.0,0.0,0.0,0.0,0.0,-0.49
134790,시디즈,KOSPI,545,15,27,-0.14,387,2000,12.0,18980.0,-16.78,0.51,-1131.0,37349.0,-1.71
136490,선진,KOSPI,5330,614,459,20.59,2323,23779,12.0,9590.0,1.92,0.41,5002.0,23678.0,-1.03
137310,에스디바이오센서,KOSPI,1935,-116,199,-17.97,7232,120749,12.0,6245.0,-1.49,0.32,-4193.0,19476.0,1.38
138040,메리츠금융지주,KOSPI,78534,8548,9209,23.06,189102,167347,12.0,125600.0,9.89,2.05,12698.0,61335.0,1.87
138930,BNK금융지주,KOSPI,33927,2831,2831,8.07,56169,310327,12.0,18140.0,7.06,0.52,2570.0,34780.0,0.55
139130,iM금융지주,KOSPI,33571,1939,2012,7.3,28727,158363,12.0,18080.0,6.71,0.47,2696.0,38725.0,-0.93
139480,이마트,KOSPI,71234,1783,1155,1.15,22049,27595,12.0,82900.0,16.85,0.2,4921.0,410591.0,0.73
139990,아주스틸,KOSPI,2638,-9,-100,-23.15,794,38755,12.0,2125.0,-1.99,0.56,-1067.0,3813.0,-0.47
143210,핸즈코퍼레이션,KOSPI,1806,-91,-293,-99.28,335,27999,12.0,1199.0,-0.3,0.28,-4014.0,4306.0,0.0
145210,다이나믹디자인,KOSPI,270,11,7,-14.01,94,42236,12.0,2240.0,-9.22,2.12,-243.0,1059.0,0.0
145720,덴티움,KOSPI,714,159,210,3.64,3259,8623,12.0,40000.0,26.97,0.61,1483.0,65218.0,3.23
145990,삼양사,KOSPI,6083,211,407,-18.19,4465,10313,12.0,44550.0,-1.52,0.28,-29380.0,160501.0,-0.78
145995,삼양사우,KOSPI,0,0,0,0.0,122,370,12.0,33950.0,0.0,0.0,0.0,0.0,1.04
155660,DSR,KOSPI,763,67,123,8.42,732,16000,12.0,4600.0,4.92,0.3,935.0,15284.0,-1.92
161000,애경케미칼,KOSPI,3706,58,-3,-0.43,4208,48648,12.0,8830.0,-144.75,0.6,-61.0,14791.0,1.38
161390,한국타이어앤테크놀로지,KOSPI,53139,5070,5288,9.35,87827,123875,12.0,70600.0,8.03,0.71,8795.0,99234.0,0.14
161890,한국콜마,KOSPI,7280,789,778,18.19,24006,23605,12.0,103700.0,19.57,2.69,5299.0,38566.0,3.49
163560,동일고무벨트,KOSPI,954,78,131,8.03,779,13900,12.0,5740.0,7.48,0.34,767.0,17082.0,0.0
170900,동아에스티,KOSPI,2036,78,99,-1.8,3360,9727,12.0,36900.0,-12.67,0.55,-2913.0,66796.0,1.65
175330,JB금융지주,KOSPI,12150,2213,2253,12.37,48945,188253,12.0,28750.0,7.8,0.91,3688.0,31745.0,6.88
178920,PI첨단소재,KOSPI,2513,349,301,7.16,5142,29366,12.0,18480.0,23.22,1.61,796.0,11507.0,0.87
180640,한진칼,KOSPI,696,130,900,5.03,68631,66762,12.0,108100.0,46.94,2.18,2303.0,49668.0,2.95
18064K,한진칼우,KOSPI,0,0,0,0.0,149,536,12.0,28100.0,0.0,0.0,0.0,0.0,-0.35
181710,NHN,KOSPI,6714,263,506,4.02,11398,32753,12.0,37900.0,39.73,0.8,954.0,47466.0,4.12
183190,아세아시멘트,KOSPI,2406,114,38,1.93,3220,35978,12.0,9240.0,20.44,0.31,452.0,30144.0,1.54
185750,종근당,KOSPI,4478,141,137,8.2,9109,13802,12.0,69300.0,12.34,0.91,5615.0,76180.0,1.02
192080,더블유게임즈,KOSPI,2050,685,919,12.71,12534,21173,12.0,61500.0,10.07,1.0,6106.0,61507.0,1.15
192400,쿠쿠홀딩스,KOSPI,2327,220,498,12.07,9103,35562,12.0,26300.0,6.42,0.62,4094.0,42527.0,0.96
192650,드림텍,KOSPI,2607,4,-20,-2.04,2816,65886,12.0,4205.0,4205.0,0.75,1.0,5644.0,0.24
192820,코스맥스,KOSPI,6820,530,554,30.59,19543,11349,12.0,193700.0,17.86,3.94,10843.0,49196.0,8.58
194370,제이에스코퍼레이션,KOSPI,3080,308,164,15.45,3293,29016,12.0,12330.0,4.58,0.68,2691.0,18174.0,1.82
195870,해성디에스,KOSPI,1887,110,142,6.18,8925,17000,12.0,50100.0,35.76,1.51,1401.0,33198.0,1.21
200880,서연이화,KOSPI,11887,486,677,7.69,2827,27028,12.0,10840.0,4.88,0.25,2220.0,43348.0,-0.09
204320,HL만도,KOSPI,23117,936,860,4.58,20285,46957,12.0,44850.0,21.06,0.78,2130.0,57793.0,0.56
207940,삼성바이오로직스,KOSPI,12571,5808,6406,19.56,645758,46290,12.0,1543500.0,58.09,9.58,26572.0,161142.0,1.68
210540,디와이파워,KOSPI,1029,118,136,8.41,1180,11041,12.0,10940.0,4.8,0.39,2277.0,28321.0,1.39
210980,SK디앤디,KOSPI,703,-93,-281,-3.7,1044,18617,12.0,5650.0,14.83,0.18,381.0,30636.0,2.36
213500,한솔제지,KOSPI,5598,112,33,0.09,1637,23800,12.0,6860.0,42.09,0.23,163.0,29322.0,-1.15
214320,이노션,KOSPI,5238,398,472,11.07,7444,40000,12.0,19380.0,8.45,0.73,2294.0,26618.0,1.2
214330,금호에이치티,KOSPI,853,16,53,-7.07,531,10456,12.0,5090.0,-2.37,0.17,-2150.0,30689.0,0.79
214390,경보제약,KOSPI,2386,105,49,3.19,1240,23906,12.0,5240.0,27.01,0.86,194.0,6113.0,0.19
214420,토니모리,KOSPI,520,42,45,10.99,1183,24054,12.0,5140.0,11.1,1.04,463.0,4938.0,3.11
217590,티엠씨,KOSPI,939,10,28,0.0,3204,24094,12.0,12070.0,-548.64,2.6,-22.0,4647.0,-6.72
226320,잇츠한불,KOSPI,427,68,166,6.19,2063,21929,12.0,9420.0,12.36,0.43,762.0,22121.0,2.61
227840,현대코퍼레이션홀딩스,KOSPI,806,62,106,11.36,1092,9100,12.0,12310.0,3.06,0.34,4028.0,36290.0,2.16
229640,LS에코에너지,KOSPI,2855,201,195,20.67,13061,30624,12.0,44400.0,32.31,6.44,1374.0,6898.0,-4.62
234080,JW생명과학,KOSPI,635,93,90,13.98,1746,15834,12.0,11180.0,6.19,0.78,1807.0,14245.0,0.81
241560,두산밥캣,KOSPI,22473,2070,1837,5.88,58184,95856,12.0,63300.0,15.19,0.84,4168.0,75131.0,1.44
241590,화승엔터프라이즈,KOSPI,3509,-48,-69,-8.05,1863,60589,12.0,3110.0,-6.52,0.41,-477.0,7621.0,1.47
244920,에이플러스에셋,KOSPI,1866,159,170,17.5,2570,22607,12.0,11360.0,11.6,1.51,979.0,7506.0,-3.24
248070,솔루엠,KOSPI,4782,217,238,2.83,6856,47816,12.0,14160.0,54.67,1.42,259.0,9997.0,-1.39
248170,샘표식품,KOSPI,1037,68,96,10.62,1027,4568,12.0,22950.0,5.26,0.4,4366.0,58052.0,0.22
249420,일동제약,KOSPI,1420,92,92,17.06,4302,31638,12.0,14090.0,15.12,1.8,932.0,7821.0,0.93
251270,넷마블,KOSPI,6517,531,2772,6.43,28677,81934,12.0,37350.0,14.27,0.56,2618.0,66269.0,1.22
259960,크래프톤,KOSPI,13714,5616,7191,12.1,108193,46137,12.0,248000.0,16.06,1.57,15438.0,157747.0,2.27
264900,크라운제과,KOSPI,0,0,0,0.0,1005,12523,12.0,8070.0,0.0,0.0,0.0,0.0,0.37
26490K,크라운제과우,KOSPI,0,0,0,0.0,55,773,12.0,7475.0,0.0,0.0,0.0,0.0,1.98
267250,HD현대,KOSPI,196019,28348,28284,15.11,156406,78993,12.0,209000.0,17.15,1.46,12187.0,143153.0,-6.07
267260,HD현대일렉트릭,KOSPI,10365,2583,2842,43.9,280446,36047,12.0,789000.0,38.82,14.0,20324.0,56366.0,-2.59
267270,HD건설기계,KOSPI,23049,1907,2244,7.66,58560,47921,12.0,133500.0,23.78,1.28,5613.0,104016.0,0.6
267290,경동도시가스,KOSPI,5418,196,224,7.25,1124,5895,12.0,20200.0,3.63,0.25,5572.0,80675.0,-0.49
267850,아시아나IDT,KOSPI,1940,92,134,7.06,1032,11100,12.0,9330.0,8.8,0.61,1060.0,15201.0,1.52
268280,미원에스씨,KOSPI,1413,193,270,15.27,5705,5000,12.0,116900.0,9.53,1.26,12261.0,92934.0,-2.58
271560,오리온,KOSPI,9304,1655,1766,10.85,50596,39528,12.0,130300.0,13.46,1.35,9680.0,96352.0,-0.15
271940,일진하이솔루스,KOSPI,271,-20,-1,0.0,3540,36313,12.0,10540.0,-191.64,1.21,-55.0,8677.0,1.15
271980,제일약품,KOSPI,1303,4,32,10.08,1424,14704,12.0,9530.0,5.99,0.66,1590.0,14485.0,-1.55
272210,한화시스템,KOSPI,8071,343,-1157,3.6,114485,188919,12.0,62300.0,48.6,2.4,1282.0,25933.0,-8.65
272450,진에어,KOSPI,14613,1631,1227,51.15,2599,52200,12.0,5230.0,2.85,1.13,1834.0,4614.0,2.35
272550,삼양패키징,KOSPI,933,5,-8,5.48,1300,15068,12.0,8930.0,7.77,0.35,1149.0,25622.0,-0.11
278470,에이피알,KOSPI,5934,1456,1571,83.79,136649,37438,12.0,359500.0,46.66,30.18,7704.0,11910.0,1.55
279570,케이뱅크,KOSPI,0,0,0,0.0,25071,405695,12.0,6000.0,0.0,0.0,0.0,0.0,-3.54
280360,롯데웰푸드,KOSPI,10273,358,240,3.02,9250,9204,12.0,102800.0,13.29,0.41,7734.0,247808.0,0.78
281820,케이씨텍,KOSPI,1561,348,405,0.0,19858,19798,12.0,75100.0,29.13,2.79,2578.0,26877.0,0.0
282330,BGF리테일,KOSPI,21204,381,383,17.62,21380,17283,12.0,126500.0,11.2,1.66,11297.0,76009.0,2.51
284740,쿠쿠홈시스,KOSPI,2730,413,507,12.19,4745,22437,12.0,22050.0,4.14,0.46,5327.0,48373.0,2.08
285130,SK케미칼,KOSPI,6559,-189,-273,0.56,6435,17298,12.0,40100.0,17.4,0.34,2304.0,117452.0,-2.43
28513K,SK케미칼우,KOSPI,0,0,0,0.0,438,2115,12.0,21650.0,0.0,0.0,0.0,0.0,-0.46
286940,롯데이노베이트,KOSPI,2812,97,85,2.71,2453,15129,12.0,17270.0,26.29,0.61,657.0,28166.0,1.59
293480,하나제약,KOSPI,2253,252,254,7.24,1500,17772,12.0,8600.0,7.19,0.48,1196.0,18010.0,0.47
294870,IPARK현대산업개발,KOSPI,6739,801,710,4.84,13056,65907,12.0,21150.0,8.81,0.42,2400.0,50672.0,3.17
298000,효성화학,KOSPI,5870,3,-166,3.97,2248,3791,12.0,63800.0,0.62,0.65,103670.0,98013.0,-8.07
298020,효성티앤씨,KOSPI,20942,862,685,1.91,13632,4327,12.0,329000.0,131.65,0.9,2499.0,364612.0,2.49
298040,효성중공업,KOSPI,13582,1523,1291,23.16,240386,9324,12.0,2592000.0,46.49,10.26,55755.0,252555.0,-3.32
298050,HS효성첨단소재,KOSPI,8290,344,90,-1.85,6469,4479,12.0,164200.0,-34.0,0.91,-4830.0,180761.0,5.87
298690,에어부산,KOSPI,10068,1463,35,1.48,2329,162914,12.0,1487.0,70.81,1.24,21.0,1199.0,0.13
300720,한일시멘트,KOSPI,2930,170,135,4.26,10083,73545,12.0,14170.0,13.36,0.56,1061.0,25406.0,0.28
302440,SK바이오사이언스,KOSPI,1686,-445,-478,-4.65,25890,78456,12.0,34925.0,-47.65,1.53,-733.0,22806.0,1.67
306200,세아제강,KOSPI,4486,241,308,2.87,3551,2836,12.0,136200.0,12.88,0.34,10577.0,395605.0,1.19
307950,현대오토에버,KOSPI,9357,212,250,10.32,103251,27423,12.0,386500.0,58.09,5.74,6654.0,67357.0,1.98
308170,씨티알모빌리티,KOSPI,1095,3,-19,-5.2,297,8610,12.0,3940.0,-10.51,0.39,-375.0,10128.0,3.55
316140,우리금융지주,KOSPI,152433,8082,8482,8.68,222067,728089,12.0,33275.0,7.88,0.68,4221.0,49068.0,7.86
317400,자이에스앤디,KOSPI,2703,113,135,7.67,2326,38782,12.0,7170.0,9.86,0.61,727.0,11817.0,-5.16
317450,명인제약,KOSPI,721,251,300,0.0,5986,14600,12.0,42500.0,6.33,0.78,6713.0,54409.0,2.04
322000,HD현대에너지솔루션,KOSPI,1599,290,292,16.07,14560,11200,12.0,132200.0,35.53,3.54,3721.0,37302.0,-19.39
323410,카카오뱅크,KOSPI,0,0,0,0.0,105920,477120,12.0,22100.0,0.0,0.0,0.0,0.0,0.23
326030,SK바이오팜,KOSPI,2279,898,1000,46.52,60771,78313,12.0,80850.0,23.72,7.79,3409.0,10382.0,0.31
329180,HD현대중공업,KOSPI,59163,9054,10565,24.55,473899,104961,12.0,482000.0,30.7,5.41,15702.0,89025.0,-0.72
336260,두산퓨얼셀,KOSPI,1448,-13,-91,-32.18,25149,65493,12.0,30000.0,-18.48,6.68,-1623.0,4491.0,-29.91
33626K,두산퓨얼셀1우,KOSPI,0,0,0,0.0,732,13364,12.0,4560.0,0.0,0.0,0.0,0.0,-21.11
33626L,두산퓨얼셀2우B,KOSPI,0,0,0,0.0,202,2986,12.0,6600.0,0.0,0.0,0.0,0.0,-8.33
336370,솔루스첨단소재,KOSPI,1926,-220,-12,-5.9,4795,70217,12.0,6940.0,-9.43,0.92,-736.0,7584.0,-1.56
33637K,솔루스첨단소재1우,KOSPI,0,0,0,0.0,257,16908,12.0,1536.0,0.0,0.0,0.0,0.0,-0.52
33637L,솔루스첨단소재2우B,KOSPI,0,0,0,0.0,76,3778,12.0,2045.0,0.0,0.0,0.0,0.0,-0.24
339770,교촌에프앤비,KOSPI,1234,53,48,8.02,1763,49965,12.0,3675.0,10.47,0.97,351.0,3776.0,1.38
344820,KCC글라스,KOSPI,4666,-101,-24,-5.64,3593,15970,12.0,22600.0,-4.32,0.26,-5237.0,86505.0,0.44
352820,하이브,KOSPI,6983,-1966,-1326,-13.82,85514,43102,12.0,226500.0,-39.93,2.96,-5673.0,76643.0,6.84
353200,대덕전자,KOSPI,3463,513,596,11.18,59547,49416,12.0,106300.0,115.04,6.1,924.0,17419.0,-2.92
35320K,대덕전자1우,KOSPI,0,0,0,0.0,476,2095,12.0,21850.0,0.0,0.0,0.0,0.0,-2.02
361610,SK아이이테크놀로지,KOSPI,359,-732,-906,-10.92,10844,81787,12.0,13890.0,-4.96,0.44,-2799.0,31808.0,-1.77
363280,티와이홀딩스,KOSPI,132,-24,-125,-10.74,764,45497,12.0,1816.0,-1.0,0.08,-1820.0,22503.0,0.39
36328K,티와이홀딩스우,KOSPI,0,0,0,0.0,27,1174,12.0,2420.0,0.0,0.0,0.0,0.0,-0.82
372910,한컴라이프케어,KOSPI,60,-38,-27,-5.58,463,27674,12.0,1710.0,-6.13,0.37,-279.0,4590.0,0.65
373220,LG에너지솔루션,KOSPI,65550,-2078,-8586,-7.4,741780,234000,12.0,329500.0,-71.86,3.81,-4585.0,86391.0,0.0
375500,DL이앤씨,KOSPI,17252,1574,2123,9.73,22829,38693,12.0,65500.0,7.59,0.52,8625.0,126050.0,3.64
37550K,DL이앤씨우,KOSPI,0,0,0,0.0,449,2113,12.0,22900.0,0.0,0.0,0.0,0.0,1.1
37550L,DL이앤씨2우(전환),KOSPI,0,0,0,0.0,806,2111,12.0,42450.0,0.0,0.0,0.0,0.0,1.07
377300,카카오페이,KOSPI,3003,322,415,3.18,55190,135270,12.0,44200.0,131.94,3.14,335.0,14062.0,5.49
377740,바이오노트,KOSPI,326,63,416,-3.18,4518,101886,12.0,4655.0,-5.43,0.31,-857.0,15047.0,1.86
378850,화승알앤에이,KOSPI,1847,91,142,14.58,528,18993,12.0,2770.0,2.89,0.32,960.0,8788.0,-1.6
381970,케이카,KOSPI,0,0,0,0.0,3534,48820,12.0,7570.0,0.0,0.0,0.0,0.0,2.16
383220,F&F,KOSPI,5609,1535,2686,28.82,28883,38307,12.0,77900.0,7.49,1.55,10404.0,50123.0,2.37
383800,LX홀딩스,KOSPI,521,416,398,5.18,5774,76280,12.0,7890.0,4.52,0.31,1744.0,25746.0,-0.25
38380K,LX홀딩스1우,KOSPI,0,0,0,0.0,104,1465,12.0,7040.0,0.0,0.0,0.0,0.0,-0.71
402340,SK스퀘어,KOSPI,86314,82783,89297,55.09,1653438,131958,12.0,1050000.0,15.8,5.01,66468.0,209564.0,-5.32
403550,쏘카,KOSPI,971,14,-88,-14.14,3627,37939,12.0,9670.0,-17.27,1.93,-560.0,5020.0,0.21
439260,대한조선,KOSPI,3083,826,1020,32.23,16625,38088,12.0,49700.0,6.8,1.75,7310.0,28354.0,1.64
443060,HD현대마린솔루션,KOSPI,5746,934,1196,38.96,82628,44833,12.0,208500.0,34.67,11.33,6013.0,18396.0,-0.48
446070,유니드비티플러스,KOSPI,1949,31,82,3.31,332,10611,12.0,3175.0,5.27,0.17,603.0,18517.0,3.25
450080,에코프로머티,KOSPI,1665,157,265,0.0,23651,70813,12.0,34350.0,-55.58,3.25,-618.0,10577.0,-0.15
452260,한화갤러리아,KOSPI,1261,123,5,0.85,3745,193859,12.0,1904.0,112.0,0.45,17.0,4193.0,-0.31
45226K,한화갤러리아우,KOSPI,0,0,0,0.0,110,2904,12.0,3905.0,0.0,0.0,0.0,0.0,-0.26
453340,현대그린푸드,KOSPI,6215,464,479,13.61,5851,32471,12.0,18630.0,7.07,0.83,2635.0,22435.0,0.43
454910,두산로보틱스,KOSPI,153,-121,-92,-15.04,41419,64819,12.0,65500.0,-76.52,12.18,-856.0,5378.0,1.24
456040,OCI,KOSPI,5066,278,304,-1.9,7573,8952,12.0,72000.0,-10.29,0.57,-6994.0,125846.0,-6.13
457190,이수스페셜티케미컬,KOSPI,1086,35,30,0.0,16559,30218,12.0,56800.0,2272.0,12.91,25.0,4398.0,-1.05
460850,동국씨엠,KOSPI,6870,80,17,-4.71,1393,29898,12.0,5200.0,-2.94,0.16,-1770.0,32899.0,2.16
460860,동국제강,KOSPI,0,0,0,0.0,4162,49608,12.0,9130.0,0.0,0.0,0.0,0.0,-2.98
462520,조선내화,KOSPI,1319,90,100,5.21,1605,11855,12.0,14190.0,75.48,0.76,188.0,18686.0,1.94
