종목코드,3개월수익률(%),6개월수익률(%),12개월수익률(%),평균거래대금(억원)
066970,-58.74,-31.86,25.04,682.5
067830,-29.19,-21.92,-13.64,2.1
068270,-10.85,-12.11,4.68,1132.3
068290,-32.07,-41.59,-64.71,2.0
069260,-16.29,-18.09,-14.41,26.8
069460,0.0,-63.0,-71.47,0.0
069620,-16.27,-23.64,-20.55,48.8
069640,-25.3,-22.27,-49.23,1.1
069730,1.94,49.1,53.87,3.3
069960,31.57,42.42,77.78,275.7
070960,-29.06,-32.98,-46.25,1.8
071050,-17.76,8.78,44.8,671.9
071055,-15.89,2.86,59.16,30.3
071090,-33.71,-21.6,-49.91,19.6
071320,-14.54,-38.12,-25.89,11.1
071840,-20.54,-12.41,-25.44,2.3
071950,-5.17,-63.43,-82.21,4.0
071970,-41.01,-27.0,4.97,175.2
072130,-11.76,5.19,-11.92,4.1
072710,-6.97,3.19,8.49,5.1
073240,0.82,-0.49,29.6,233.1
074610,0.0,0.0,900.0,0.0
075180,-5.54,-9.94,-19.44,0.5
075580,-43.25,-37.09,2.26,34.4
077500,-24.83,-13.62,-5.11,41.5
077970,-55.41,-32.59,15.09,144.1
078000,-27.33,-21.51,-17.27,1.3
078520,-28.81,-0.39,11.14,11.7
078930,25.89,53.22,85.77,272.4
078935,3.36,15.64,26.54,4.2
079160,-2.02,-21.69,-7.87,19.9
079430,-27.97,-14.69,-27.97,11.3
079550,-22.95,44.32,27.42,1809.1
079900,-52.84,-40.34,-37.75,46.8
079980,-42.56,-23.53,-37.37,4.1
081000,-39.46,-27.53,-33.28,3.9
081660,7.37,-3.68,20.62,77.8
082640,-14.45,11.86,-11.98,11.6
082740,-35.46,-8.32,37.59,527.5
083420,-26.24,-25.28,-41.61,3.1
084010,-33.65,-26.34,-34.06,4.4
084670,-37.4,-52.07,184.13,181.7
084680,-68.75,-62.48,-63.33,7.4
084690,-25.13,-24.28,-28.47,6.8
084695,-22.88,-16.15,-16.45,1.4
084870,-5.91,57.61,38.29,0.6
085310,-30.09,-30.15,-0.25,1.9
085620,-7.67,75.11,116.03,301.9
086280,-6.97,-17.69,40.05,802.4
086790,7.38,30.96,43.14,1111.2
088350,-7.55,33.43,26.97,360.9
088790,-8.75,20.6,20.91,1.0
089470,-27.6,-17.1,-7.04,4.5
089590,-21.97,-27.0,-39.28,18.5
089860,17.13,30.51,24.61,20.1
090080,-3.58,-2.32,-10.43,1.8
090350,-16.83,-10.66,-17.29,5.8
090355,-23.54,-17.4,-29.74,0.1
090370,-26.44,-34.26,-21.55,1.0
090430,-18.0,-11.48,-11.87,335.9
090435,-19.86,-16.74,-9.89,8.0
090460,-52.47,-1.7,8.75,176.5
091810,-41.78,-59.38,-68.84,11.3
092200,-37.15,-56.35,13.11,102.0
092220,-72.47,-28.97,-34.39,51.3
092230,-3.64,16.51,21.0,2.2
092440,-19.05,-21.26,-26.21,1.1
092780,-34.84,-43.22,-24.52,1.8
092790,-25.6,4.42,-25.22,108.2
093050,-12.5,25.98,16.3,8.9
093240,-57.09,-70.69,-83.95,11.8
093370,-21.85,32.34,114.47,761.8
094280,-7.24,-4.21,-9.06,2.5
095570,-18.21,-7.31,0.35,9.1
095720,-50.37,-52.25,-73.31,1.1
096760,-10.96,4.18,4.18,3.5
096770,-2.11,16.79,13.72,729.8
096775,-12.67,-8.77,-13.13,3.3
097230,-49.86,-32.34,90.4,185.5
097520,-23.16,-39.7,-36.33,13.3
097950,-17.75,-9.93,-22.05,126.7
097955,-10.31,-12.04,-16.33,8.5
100090,-20.73,-4.53,-7.23,278.6
100220,-30.82,0.41,-21.65,4.0
100250,-4.71,-0.34,-8.82,4.5
100840,-53.12,-32.33,-47.57,67.9
101140,-41.51,-56.88,-46.78,1.0
101530,-14.95,-21.37,-24.38,13.9
102260,-20.02,-16.23,-17.04,5.5
102460,-9.29,-10.11,-15.16,11.0
103140,-32.04,-43.46,-57.02,106.0
103590,-33.99,3.24,61.27,440.9
104700,-5.57,-4.43,0.0,4.0
105560,8.96,26.47,44.36,2369.7
105630,-20.77,-33.26,-13.28,7.9
105840,-50.54,-42.66,34.15,67.2
107590,-14.77,-17.22,-27.8,0.2
108320,-40.22,-24.22,-32.29,62.0
108670,2.8,12.24,6.28,14.6
108675,3.66,0.72,-10.77,0.9
109070,-20.49,68.1,67.89,13.5
111110,-13.13,-12.56,-18.97,1.3
111380,-12.52,-7.46,-16.45,1.5
111770,5.16,3.42,48.14,66.4
112610,-40.98,5.88,-10.56,244.1
114090,-20.02,-26.56,-39.5,40.0
117580,-19.43,-8.82,-13.14,12.6
118000,-35.67,-54.33,-59.45,0.7
119650,0.0,0.0,0.0,0.0
120030,-17.85,-14.7,-16.14,1.1
120110,-38.79,13.11,22.57,204.8
120115,-19.93,-8.67,-3.85,3.2
122900,-4.1,-6.56,-13.37,8.3
123690,-34.22,-44.1,-44.41,6.3
123700,-11.58,-12.61,-6.15,1.0
123890,-15.87,-6.94,-10.41,10.6
126560,-12.9,-5.65,-10.16,2.7
126720,-34.62,-15.16,-5.35,11.5
128820,-41.64,-33.55,-11.3,48.3
128940,-21.21,-15.79,39.01,614.9
129260,-21.96,-19.05,-34.53,1.2
130660,-47.19,-8.42,-11.07,38.7
133820,-35.33,-42.95,18.89,1.6
134380,-19.46,6.04,18.51,0.9
134790,-1.28,-0.41,-33.53,0.3
136490,-11.18,-1.22,-29.27,12.6
137310,-27.53,-26.67,-37.97,9.1
138040,7.69,14.8,6.48,336.6
138930,-5.05,13.46,18.84,203.4
139130,-4.45,26.74,25.52,111.0
139480,-21.92,-5.62,-7.84,173.0
139990,-34.81,-32.22,-46.82,4.5
143210,0.0,2.3,-28.84,0.0
145210,900.0,254.99,138.55,0.0
145720,-28.24,-19.19,-42.68,14.4
145990,-5.97,-5.27,-15.92,5.0
145995,-0.44,-8.7,-8.07,0.3
155660,4.22,20.88,17.99,1.9
161000,-46.89,-6.34,-26.81,35.4
161390,12.44,4.91,52.93,302.0
161890,9.39,50.22,6.48,293.4
163560,-24.77,-16.93,-20.83,2.7
170900,-21.43,-26.81,-21.52,6.6
175330,-6.27,10.7,13.26,181.8
178920,-29.81,13.09,-9.53,34.1
180640,-8.06,-19.23,-8.7,195.3
18064K,-16.07,-32.94,-25.4,0.9
181710,-11.33,16.29,23.39,73.6
183190,-22.55,-23.66,-25.1,7.0
185750,-23.09,-20.6,-19.48,22.0
192080,5.74,15.81,8.19,59.2
192400,-10.48,-4.93,-15.01,6.7
192650,-38.76,-42.85,-29.97,28.1
192820,-21.41,-7.95,-24.73,140.2
194370,-14.11,6.04,2.89,14.4
195870,-39.41,-11.45,105.82,195.3
200880,-23.0,-28.19,-13.13,11.8
204320,-15.85,-31.91,24.76,578.0
207940,-0.65,-15.76,-3.24,845.2
210540,-28.83,-20.89,-21.13,8.3
210980,-57.11,-56.67,-45.35,5.4
213500,-18.64,-15.78,-21.14,6.6
214320,-0.67,2.13,-4.96,37.8
214330,-53.35,-65.43,-69.71,22.8
214390,-23.31,-10.75,1.75,3.3
214420,-33.89,-43.61,-56.88,8.5
217590,-56.28,-11.43,,121.5
226320,-20.93,-18.98,-31.7,4.4
227840,-9.67,0.25,-6.37,2.5
229640,-26.46,17.7,26.32,166.8
234080,-14.43,-14.1,-11.63,4.4
241560,-17.89,1.79,12.23,169.2
241590,-33.94,-40.37,-59.83,3.8
244920,9.62,11.7,96.65,10.2
248070,-27.25,-8.54,-10.75,61.2
248170,-15.81,-23.54,-15.03,5.1
249420,-49.78,-62.17,-36.4,34.8
251270,-26.79,-28.76,-37.77,91.9
259960,-11.66,1.68,-28.36,359.8
264900,-8.01,-5.85,-13.92,4.7
26490K,-21.01,-22.84,-26.26,0.3
267250,-22.74,-10.82,48.53,458.6
267260,-35.1,-8.37,65.64,1851.6
267270,-31.84,11.61,42.69,480.5
267290,-12.12,-4.69,-0.73,4.0
267850,-15.3,-16.45,-23.8,3.0
268280,-1.15,-12.47,-18.26,3.3
271560,-7.97,12.11,16.52,148.0
271940,-40.32,-24.77,-39.7,8.4
271980,-30.36,-33.47,-32.21,3.6
272210,-47.7,-24.56,19.44,721.6
272450,-20.53,-26.9,-43.72,13.8
272550,-24.94,-27.79,-35.4,4.1
278470,-21.33,28.03,106.17,1116.4
279570,-4.45,,,225.5
280360,-15.98,-10.99,-16.39,21.4
281820,26.22,93.81,172.1,200.5
282330,-8.25,5.29,6.56,100.8
284740,-12.9,-6.9,-22.99,3.9
285130,-29.98,-39.65,-41.2,30.6
28513K,-20.77,-22.74,-24.08,1.1
286940,-24.78,-20.37,-20.75,8.9
293480,-11.75,-17.05,-28.9,3.3
294870,-15.64,0.24,-10.87,42.7
298000,-10.8,-10.8,-10.8,60.0
298020,-39.43,-11.57,26.88,93.5
298040,-24.52,14.23,138.31,1930.5
298050,-34.83,-29.34,-21.98,31.3
298690,-28.95,-17.82,-27.74,5.1
300720,-17.27,-15.69,-25.44,17.8
302440,-22.46,-33.3,-27.22,51.5
306200,-12.77,12.45,-20.45,17.8
307950,-11.76,-15.31,141.25,1484.2
308170,-29.01,-52.85,-29.93,0.9
316140,-11.98,4.4,20.74,694.8
317400,50.9,88.76,112.36,23.8
317450,-27.44,-31.72,,9.0
322000,-14.14,192.86,222.83,765.0
323410,-12.85,-6.17,-23.3,246.9
326030,-21.21,-33.06,-21.44,257.0
329180,-27.65,-22.57,9.22,2523.5
336260,-15.25,12.34,79.45,559.3
33626K,-31.68,-22.52,-3.02,6.9
33626L,-30.03,-31.62,-36.4,1.7
336370,-56.02,-9.62,-19.06,51.3
33637K,-42.81,-28.52,-16.99,0.9
33637L,-47.57,-43.06,-52.33,0.5
339770,-18.54,-16.18,-31.21,5.3
344820,-21.6,-16.82,-30.88,6.0
352820,-15.87,-44.21,-17.35,595.3
353200,-4.95,116.83,440.74,1503.7
35320K,-11.68,48.27,163.28,13.8
361610,-48.95,-45.72,-50.99,38.8
363280,-36.53,-30.69,-47.41,1.3
36328K,-39.15,-42.45,-58.85,0.1
372910,-34.27,-42.11,-41.51,2.1
373220,-31.5,-20.02,-9.35,1819.3
375500,-36.16,40.13,32.77,446.5
37550K,-29.88,-0.66,-8.3,2.9
37550L,-29.29,20.69,26.89,3.5
377300,-24.23,-38.2,-35.64,175.2
377740,-11.95,-13.61,-13.28,3.8
378850,-17.57,-20.48,-15.08,5.7
381970,-32.64,-51.35,-53.04,11.4
383220,14.44,14.61,5.99,78.1
383800,-17.6,-4.93,-9.6,18.2
38380K,-21.05,-18.41,-22.26,0.3
402340,52.97,148.93,624.84,14645.3
403550,-22.55,-20.97,-27.39,18.4
439260,-48.69,-30.54,,57.7
443060,-17.36,12.27,6.08,531.0
446070,-2.84,-3.3,-29.23,2.2
450080,-58.5,-44.25,-34.23,333.3
452260,-42.81,-1.19,61.32,157.7
45226K,-53.83,-64.98,69.85,1.2
453340,13.25,22.28,6.79,11.6
454910,-31.24,-43.3,5.55,1815.8
456040,-47.29,7.12,31.34,76.2
457190,-52.8,-40.58,28.7,157.6
460850,-16.28,-3.6,-21.93,6.1
460860,-20.32,11.1,-20.19,35.7
462520,-3.47,1.9,-6.39,3.3
462870,-11.8,-10.25,-28.39,35.2
465770,-12.01,-26.6,-45.5,39.3
475150,48.44,304.7,224.25,2207.8
475560,-33.9,-41.99,-48.7,2.8
480370,-50.73,-54.91,-66.8,5.5
483650,-0.21,62.94,17.6,411.6
484870,-45.43,-55.44,-63.49,21.5
487570,-22.39,-29.61,-30.29,7.4
489790,-47.98,-21.35,-28.85,345.4
499790,-26.03,-10.95,-6.67,63.1
0001A0,-52.36,,,36.5
000250,-63.84,-58.67,-35.3,535.2
000440,-32.66,-5.23,-6.62,13.4
0004V0,-75.15,-68.08,,69.4
0004Y0,-1.72,-1.72,0.35,0.2
0007C0,-59.64,-58.5,,44.7
0007J0,-68.39,,,14.4
0008Z0,-49.16,-33.38,,25.2
0009K0,-58.07,-60.36,,70.8
001000,-59.93,-66.74,-58.81,12.9
0010F0,-67.94,,,12.0
0010V0,-31.61,-40.84,,1.4
0011A0,-65.83,,,25.6
0011T0,,,,193.3
0013V0,-35.35,-41.73,,6.4
001540,39.49,40.86,46.24,31.8
0015G0,-56.73,-51.35,,39.7
0015N0,-51.31,-46.13,,12.2
0015S0,-57.25,-71.28,,7.2
0017J0,,,,251.9
001810,-30.64,-21.82,-30.12,0.5
001840,0.0,0.0,37.07,0.0
002230,-52.29,-65.37,8.97,12.3
002290,-23.17,-12.09,-12.93,1.2
002680,-43.59,-41.74,-47.29,8.1
002800,-27.3,-24.65,-23.86,7.3
003100,-3.55,4.94,1.49,7.8
003310,-53.89,-57.36,-3.41,19.2
003380,-27.0,-16.47,-0.3,89.3
0037T0,-1.53,-1.04,-0.55,0.2
003800,-4.69,1.72,9.23,1.9
0039P0,,,,1012.6
0041B0,-1.22,-3.35,,0.3
0041J0,-1.19,-0.7,-0.7,0.1
0041L0,-0.5,-0.25,,0.2
0044K0,-2.02,-1.04,,0.3
004590,-1.54,2.4,-10.18,10.4
004650,-11.28,-4.0,-10.94,4.5
004780,1.13,13.03,4.4,2.1
005160,-31.19,-10.43,-40.02,4.0
005290,-34.73,0.86,38.42,422.4
0054V0,-1.95,0.25,,0.2
005670,-7.39,1.29,7.55,2.9
005710,-19.75,-15.45,-3.46,2.3
005860,-33.25,-11.78,-32.73,49.0
005990,-2.6,0.46,2.17,0.6
006050,-62.28,-60.53,-59.18,3.6
006140,-34.2,-43.31,-23.5,7.1
006620,-26.34,-25.48,-24.76,10.6
006730,-29.2,-32.71,9.61,65.2
0068Y0,-0.75,-0.1,,0.1
006910,-46.33,-16.24,106.68,392.0
006920,-40.42,-5.19,-4.13,41.2
0071M0,-1.68,-1.68,,0.2
0072Z0,-1.4,-0.9,,0.3
007330,-6.26,3.39,4.33,4.2
007370,-19.13,-21.18,-38.35,1.2
007390,19.9,15.04,-11.07,190.5
007530,-33.65,-29.85,-40.25,0.4
007680,-25.47,-20.45,-29.01,4.6
007720,-44.33,-60.95,-71.9,2.1
007770,-17.29,-18.76,-33.51,0.2
007820,-46.65,-51.76,-25.16,16.0
008290,-51.44,-53.97,-57.88,4.2
0082N0,-67.44,,,21.4
008370,-6.18,1.57,5.65,0.4
008470,-13.35,-11.26,-13.57,0.8
008830,-46.36,-40.25,-37.1,21.1
0088D0,-3.87,4.71,,0.3
0088M0,-70.79,,,34.7
0091W0,-3.89,-1.53,,0.2
009300,-23.08,-19.09,-32.14,0.9
0093G0,-0.55,1.22,,0.2
009520,-47.68,-43.96,-30.16,26.8
009620,-20.43,-59.21,-44.72,3.8
0096B0,-1.63,-2.12,,0.4
0096D0,-1.34,0.35,,0.2
009730,-64.95,-71.72,-84.64,1.1
009780,-16.18,-20.58,-25.19,1.9
0097F0,-0.1,1.42,,0.2
0098T0,-2.49,-1.28,,0.2
0099W0,-0.05,1.37,,0.3
0099X0,1.4,2.11,,0.3
010170,-25.75,231.22,1007.14,3807.9
0101C0,-0.6,1.22,,0.3
010240,-4.51,10.11,4.56,1.4
010280,-17.45,-9.02,-7.33,6.7
010470,-20.76,-16.06,-21.79,1.1
0105P0,-0.75,0.2,,0.2
011040,-11.63,-12.26,-18.04,1.7
011080,-57.65,-74.48,-81.41,8.2
011320,-17.98,-14.86,-6.22,2.9
011370,-29.36,-11.9,-14.52,3.1
011560,3.07,56.16,71.79,12.2
0115H0,-2.27,-52.08,,0.7
0117P0,,,,283.1
012210,-57.18,-31.91,51.58,25.3
012340,-41.11,-63.81,-69.16,6.4
012620,-24.28,-14.52,-13.65,0.5
012700,-19.56,-12.85,-34.85,2.2
012790,-18.52,-11.73,-21.95,1.4
012860,-40.37,-44.8,53.05,153.5
0129K0,,,,3.6
013030,-29.02,2.35,12.78,18.9
0130D0,-0.85,,,0.4
0130H0,-0.5,,,0.5
013120,-25.99,-27.36,-32.18,32.0
0131D0,-23.46,,,1.7
0132G0,-0.45,,,0.4
013310,-25.48,-28.73,-13.95,36.7
0134X0,,,,196.0
013720,-49.88,-61.17,-60.46,1.9
013810,-41.68,-30.04,-42.35,3.1
013990,-23.12,-5.32,-23.26,12.4
014100,6.84,10.5,-11.6,0.5
014190,-38.19,-45.5,-24.48,2.0
014470,-35.06,-28.24,-41.03,3.6
014570,-19.79,-19.11,-27.94,0.5
014620,-40.69,-3.42,-7.99,63.2
014940,-43.41,-42.02,-15.62,16.0
014950,-49.5,-71.46,,138.2
014970,-37.43,-31.25,-47.96,6.4
015710,-33.99,-22.5,-36.95,1.2
015750,-36.42,-23.73,-6.11,40.1
016100,-47.9,-39.08,-61.37,0.8
016250,-34.11,-21.14,-25.46,1.2
0164H0,,,,213.3
0165X0,,,,305.1
016600,-37.62,-21.36,-33.39,2.6
016670,-39.64,-32.92,-60.59,0.7
016790,0.0,0.0,0.0,0.0
016920,-6.23,-0.88,-19.49,1.4
017000,-29.85,-26.33,-15.71,7.6
017250,-8.35,-0.2,-4.4,0.6
017480,0.21,10.72,1.17,2.9
017510,-42.55,-31.57,-7.18,59.0
017650,-0.98,15.17,23.95,1.5
017890,-2.02,30.77,38.49,10.3
018000,-39.83,-17.26,-31.64,35.0
018120,-8.19,-4.85,-16.69,0.5
018290,-31.68,-34.02,-67.47,23.6
018310,-23.33,-25.98,-30.77,6.7
018620,-14.79,-23.77,-38.79,0.9
018680,-27.63,-28.86,-37.56,0.2
018700,-9.32,-42.01,-58.56,7.2
019010,-16.25,27.69,80.04,10.9
019210,11.05,201.48,220.38,174.1
019540,-12.79,31.95,42.63,7.2
019550,-21.47,-31.93,-37.06,3.3
019570,-46.2,-8.38,-23.16,2.4
019660,-22.68,-30.89,-31.68,0.6
019770,-26.68,-22.59,-23.75,1.4
019990,-50.0,-43.45,-35.34,9.9
020180,-34.12,-17.15,-22.09,7.6
020400,-48.41,-0.97,-8.09,3.5
020710,-29.34,-13.87,-9.58,6.8
021040,-24.65,-25.21,-33.09,0.9
021045,-1.33,-7.8,-8.45,0.1
021080,-40.98,-25.57,-13.88,18.9
021320,-25.45,-3.58,4.26,2.6
021650,-6.53,-11.2,-10.48,0.3
021880,-60.95,-67.68,-77.7,25.6
022220,-35.24,-13.36,-35.67,0.2
023160,-48.83,-5.13,19.65,79.5
023410,-21.33,-11.16,-6.71,57.4
023440,0.0,-29.97,-70.8,0.0
023600,-16.14,-10.08,-15.64,1.5
023760,-27.79,-10.43,-10.66,2.5
023770,-22.2,-22.46,-27.23,0.6
023790,-28.07,-32.49,23.48,27.1
023900,-30.17,-20.78,-24.39,3.2
023910,-11.23,-9.98,-19.18,3.5
024060,-20.81,12.69,12.51,401.0
024120,-20.65,-14.25,-12.84,1.0
024740,-40.88,-5.16,-0.23,9.1
024800,5.68,64.6,49.91,9.6
024830,-22.18,-21.61,-14.23,0.9
024840,72.01,162.8,139.36,393.0
024850,-63.03,-45.08,-5.11,50.3
024880,-36.96,-36.53,-22.67,7.0
024910,-28.53,-34.32,-14.08,4.0
024940,-39.97,-59.14,-54.11,3.2
024950,-37.45,-22.81,-26.13,2.8
025320,-42.26,-40.32,-45.65,36.3
025440,-15.54,-36.64,-19.77,0.9
025550,-42.11,-35.37,-33.18,15.3
025770,-35.23,-2.14,-17.45,13.3
025870,-52.78,-61.03,-63.39,1.4
025880,-13.08,-1.5,-4.89,2.1
025900,-51.89,-35.22,-37.16,9.2
025950,-39.44,-42.37,-48.49,33.8
025980,-48.37,-53.8,-59.49,53.8
026040,-39.56,-37.21,-40.57,3.1
026150,-45.33,-43.55,-49.93,6.4
026910,148.89,87.01,78.72,11.4
027040,-25.36,66.82,37.64,11.9
027050,-33.81,-37.39,-51.06,3.4
027360,-82.72,-4.01,40.96,839.4
027580,-52.11,-64.9,-71.92,5.6
027710,-19.02,-2.24,-13.49,12.9
027830,-40.79,-38.0,-45.71,2.0
028080,-25.0,-39.39,-45.27,4.1
028300,-48.01,-45.38,-37.4,418.5
029480,-36.8,-46.27,-43.95,5.9
030350,0.0,0.0,0.0,0.0
030520,-21.71,-31.07,-38.66,26.6
030530,-48.51,-58.06,184.72,267.3
030960,-34.23,-41.98,-45.08,32.7
031310,-47.8,-37.1,-44.44,5.9
031330,35.14,129.36,234.45,247.4
031510,6.1,9.01,5.4,1.4
031860,0.0,18.26,-34.13,0.0
031980,-6.7,75.33,223.85,328.1
032080,-20.79,-14.59,-23.45,0.5
032190,-23.01,-6.87,8.6,21.1
032280,-9.07,-5.06,-11.82,0.5
032300,-37.1,-40.59,-49.8,1.8
032500,-48.26,-3.04,9.45,140.7
032540,-9.04,-4.51,-14.55,0.4
032580,252.05,285.32,264.58,132.6
032620,-29.93,-25.16,-23.69,4.0
032680,-24.81,-25.37,-40.48,1.8
032685,-71.29,-73.52,-75.43,0.1
032750,-16.48,-14.57,-35.49,0.6
032790,-29.42,-44.63,-42.84,2.1
032800,-20.59,-43.44,-51.35,5.8
032820,-56.24,41.33,163.68,756.9
032850,-27.01,-17.79,-24.61,4.9
032860,-51.64,-58.1,-47.02,1.0
032940,-49.04,-61.12,-19.73,12.9
032960,-31.49,-35.71,-11.78,0.2
033050,-23.42,-6.99,-9.73,0.4
033100,-19.13,13.56,18.83,218.2
033130,-26.32,10.99,22.73,4.4
033160,-48.66,55.83,83.19,242.9
033170,-62.16,-50.13,-37.74,2.9
033200,-34.35,-34.18,-29.02,0.5
033230,-48.94,-41.72,-50.0,5.2
033290,-21.38,-22.34,-26.11,1.7
033310,-30.88,-24.05,-35.9,1.5
033320,-46.46,-31.83,-49.09,3.7
033340,-79.57,-79.67,-75.22,15.6
033500,-42.22,-36.33,-30.39,38.4
033540,-24.9,-33.36,-43.38,3.2
033560,28.69,58.49,56.88,2.0
033640,-49.41,11.02,65.53,110.5
033790,-57.58,2.53,37.53,179.1
033830,-47.47,-45.4,-54.7,0.7
034810,-20.99,-24.54,-22.28,2.9
03481K,-24.54,-31.55,-28.04,0.3
034940,-27.86,-25.86,-39.22,19.6
034950,-3.72,3.59,0.9,2.8
035080,-20.83,-19.88,-37.97,2.9
035200,-35.03,-24.12,-21.57,2.1
035290,-56.74,-53.01,-57.14,0.7
035460,-48.87,6.14,0.0,13.4
035600,-15.91,-9.3,-16.13,8.0
035610,25.53,29.49,10.67,2.5
035620,-27.26,-46.25,-64.14,4.0
035760,-45.01,-53.46,-53.53,35.8
035810,-19.67,-9.43,17.63,14.1
035890,-37.79,-37.79,-44.63,71.4
035900,-29.37,-35.28,-36.38,113.4
036000,-9.43,-2.33,-22.49,1.8
036010,-48.74,-25.0,4.59,48.2
036030,-12.04,-5.96,-9.38,2.1
036090,-41.85,-34.92,-40.13,12.8
036120,-21.53,-20.03,-30.28,3.5
036170,-62.75,75.14,184.07,86.8
036190,-17.83,1.56,1.4,4.3
036200,-37.39,-21.02,8.19,48.2
036220,-35.18,-44.95,-67.89,6.9
036480,-15.2,-8.36,-21.19,1.0
036540,-47.1,-2.49,66.94,527.0
036560,-19.97,-14.37,-7.63,1.3
036620,-38.09,-25.88,-30.98,27.4
036630,-35.35,-22.33,33.79,7.9
036640,-11.25,-7.28,-12.06,2.7
036670,-17.38,-18.04,-27.45,1.1
036690,0.0,0.0,0.0,0.0
036710,-14.12,34.23,103.82,37.1
036800,3.66,26.11,18.09,8.0
036810,-57.69,-46.33,-1.15,46.2
036830,-50.95,-24.05,-24.33,41.4
036890,-23.27,-3.95,12.56,29.9
036930,13.8,345.5,387.89,5117.2
037030,-38.48,30.44,39.06,138.8
037070,-30.37,-8.22,-14.45,121.3
037230,-42.63,-21.69,-32.85,3.5
037330,-41.6,-37.71,-34.43,0.9
037350,-42.52,18.84,65.46,31.8
037370,-44.93,-50.08,-50.99,1.0
037400,-32.55,-24.26,-35.91,0.9
037440,-40.52,-18.57,-22.96,64.3
037460,-1.03,92.24,192.03,138.1
037760,2.74,35.5,43.24,0.9
037950,-27.84,-37.75,-41.92,1.7
038010,-20.35,-9.33,-14.73,1.8
038060,-43.52,-3.75,-23.16,18.5
038070,-31.99,-34.43,-41.79,5.8
038110,-44.95,-39.49,-46.97,15.5
038290,-33.76,-30.22,-27.32,5.5
038390,-9.07,-16.14,-16.43,3.0
038460,-36.17,-31.11,-12.2,8.3
038500,-54.29,47.12,128.75,246.9
038530,-46.52,-28.84,-40.36,4.2
038540,-10.14,0.62,-1.52,1.7
038620,-20.87,-28.8,-34.54,1.4
038680,-23.13,2.05,-16.0,16.9
038870,-35.14,-33.98,-49.25,2.9
038880,-46.59,-51.28,-64.66,2.9
038950,-19.81,-1.69,-21.0,0.7
039010,-47.16,-23.3,-10.21,7.3
039020,-29.07,-40.02,-48.73,2.0
039030,-41.01,-0.33,39.49,760.6
039200,-39.0,-29.35,-8.94,95.7
039240,-29.96,-28.44,-34.18,3.9
039290,-35.94,-44.92,-48.88,0.8
039310,-31.81,-12.41,-28.1,1.5
039340,-3.82,-12.45,-19.26,0.6
039420,-16.64,-7.79,-14.73,1.7
039440,-44.83,-27.87,17.24,55.8
039560,-53.99,-35.03,-18.87,15.0
039610,-46.08,-37.75,-52.98,6.4
039740,-22.9,-2.84,6.02,5.6
039830,48.86,28.07,-1.36,18.9
039840,-28.38,-22.42,-31.6,4.0
039860,-32.71,-27.26,7.24,25.8
039980,-39.4,-52.59,-63.74,61.5
040160,-70.1,45.11,15.3,5.4
040300,-41.51,-42.5,-30.03,2.1
040350,104.92,87.03,23.4,19.0
040420,-3.81,-0.51,-9.52,1.6
040610,-30.0,-14.32,-17.97,1.2
040910,-31.78,5.5,3.34,3.7
041020,-41.94,-40.11,-52.35,31.1
041190,-34.19,-44.34,-53.87,46.1
041440,-33.59,-27.22,-23.22,40.7
041460,-19.81,-13.38,-19.43,3.4
041510,-25.11,-36.14,-44.03,90.0
041520,-24.46,30.51,-0.34,3.6
041590,0.0,0.0,0.0,0.0
041830,55.74,56.77,97.92,54.4
041910,-24.43,-23.1,-25.39,25.1
041920,-52.67,-35.0,58.43,15.4
041930,-33.03,-36.19,-27.71,8.4
041960,-28.93,-2.51,32.83,19.9
042000,-38.52,-50.83,-62.43,22.6
042040,-63.78,-73.51,-79.04,4.4
042110,-20.98,-5.18,-15.4,22.1
042370,-52.91,-26.51,-8.0,64.4
042420,1.1,-9.25,-8.35,5.2
042500,-18.64,6.45,8.24,20.5
042510,-39.61,-22.35,-36.15,32.7
042520,-34.77,-21.04,126.96,67.4
042600,-57.07,-32.77,-3.83,5.3
042940,-47.96,-43.29,-53.15,36.7
043090,200.0,200.0,200.0,0.0
043100,0.0,-71.32,-89.56,0.0
043150,-25.89,-10.77,-28.65,6.0
043200,-41.61,-23.23,-53.95,6.3
043220,0.0,0.0,900.0,0.0
043260,-61.39,31.9,1458.04,1151.4
043340,-26.23,-2.64,-21.66,1.0
043360,-18.61,-16.73,-7.48,1.0
043370,-18.96,-10.59,-7.72,4.1
043590,-12.78,-10.26,-10.78,2.8
043610,-21.44,-23.58,-33.66,1.1
043650,-16.45,-9.48,-24.79,17.1
043710,-34.36,-31.65,-45.65,0.4
043910,-37.2,-47.05,-56.33,1.4
044180,0.0,-64.16,-62.32,0.0
044340,-9.17,-3.63,-26.57,31.6
044480,-64.36,-41.9,-47.66,4.7
044490,-48.97,-12.4,-31.05,69.4
044780,-18.36,1.17,-1.14,1.5
044960,-25.22,-27.46,-31.48,3.0
044990,-38.45,-41.5,-32.11,12.0
045060,-12.33,-6.57,-15.52,1.2
045100,-10.72,24.95,67.94,53.6
045300,-23.47,-21.63,-20.57,1.5
045340,-11.75,-10.03,-10.28,3.5
045390,-43.76,-42.73,-48.87,30.9
045510,-22.29,8.3,-0.63,1.8
045520,-22.51,-16.93,-38.37,2.5
045660,-21.91,-18.94,-41.38,3.1
045970,-57.5,-53.07,-31.71,6.0
046070,0.0,0.0,0.0,0.0
046120,-63.62,1.68,16.41,49.8
