종목코드,3개월수익률(%),6개월수익률(%),12개월수익률(%),평균거래대금(억원)
187220,-25.54,0.21,-15.09,0.9
187270,-27.24,-21.34,-24.45,0.7
187420,-43.83,-40.77,-46.34,4.4
187660,-61.05,70.61,197.51,74.2
187790,-51.48,-4.02,67.48,32.3
187870,-40.16,51.43,101.45,61.2
188040,-20.94,-33.31,-69.91,1.3
188260,3.87,6.22,-18.59,0.5
189300,-53.3,-19.55,21.07,175.1
189330,45.27,112.96,34.04,70.4
189690,-24.53,-23.24,-32.06,1.0
189860,-38.73,-0.61,5.74,36.4
189980,-30.39,-25.54,-37.54,1.3
190510,-32.75,-45.44,-6.92,16.3
190650,-22.68,-8.16,-7.53,1.5
191410,-58.57,-57.0,-29.73,3.2
191420,-51.82,-55.83,-64.92,1.7
192250,-46.12,-27.76,-43.27,10.8
192390,-9.07,-16.98,-37.56,1.0
192410,-38.98,149.42,24.89,14.0
192440,8.89,32.13,8.09,4.4
193250,-11.76,-8.17,-31.61,0.8
194480,-27.83,-50.75,-59.91,11.7
194700,-14.68,-8.94,-33.66,21.8
195500,-44.99,-42.66,-46.51,4.0
195940,-26.05,-21.02,-10.16,70.6
195990,-51.98,-60.87,-70.91,2.3
196170,-18.56,-22.45,-34.96,1747.9
196300,-46.59,-53.34,-49.61,1.1
196450,-34.76,2.55,31.26,5.6
196490,2900.0,2900.0,2900.0,0.0
196700,-40.45,-41.24,-6.97,2.5
197140,-2.78,-4.98,-2.1,0.6
198080,-28.55,-9.32,-12.92,3.3
198440,-6.41,0.54,-15.65,85.0
198940,-7.85,-15.28,-17.53,13.7
199430,-54.06,-69.29,-0.81,10.2
199480,-47.36,-51.71,-67.71,1.2
199550,-54.37,-55.38,-60.64,2.8
199730,-63.26,-66.33,-71.68,0.7
199800,-56.96,-27.75,41.3,37.9
199820,-42.06,-29.86,-45.22,147.2
200130,-31.18,-34.8,-43.13,9.6
200230,-64.28,-74.29,-86.73,2.4
200350,-70.88,-65.32,-81.11,2.2
200470,-52.15,-41.78,91.42,86.8
200670,-30.62,-40.62,-64.96,11.3
200710,-57.11,-27.0,30.4,88.8
200780,-30.47,-34.8,-22.21,0.6
201490,-36.76,-50.36,-65.91,9.3
203400,-67.74,-77.95,-77.76,15.6
203450,-19.14,-28.22,-21.08,0.8
203650,-39.34,11.44,2.62,305.9
204020,-14.41,-7.43,-43.73,1.0
204270,-30.63,-33.04,-20.57,96.0
204610,-15.74,50.39,34.51,8.2
204620,-14.59,0.11,-38.71,59.6
204840,-22.48,-22.11,-29.95,1.5
205100,-23.79,-29.68,-34.02,12.2
205470,-46.32,-55.62,-69.31,5.0
205500,-14.83,-24.34,-59.36,11.4
206400,-35.4,-57.11,-64.59,1.7
206560,-61.73,-73.92,-81.13,1.8
206640,-7.75,-12.96,-22.51,4.8
206650,-43.28,-32.58,-42.47,23.0
207760,-58.31,-68.04,-73.48,1.7
208140,-12.62,-12.45,-19.01,1.6
208350,-8.33,6.21,9.41,0.9
208370,-45.31,-57.17,-43.02,4.2
208640,-43.92,-63.89,-58.76,5.1
208710,-34.62,-27.41,-13.76,29.2
208860,-25.76,-31.3,-45.46,0.8
209640,-59.44,-34.05,-12.86,68.4
210120,-37.67,-48.73,-77.29,3.1
211050,-14.4,-28.72,-19.95,13.9
211270,-57.19,-59.41,-39.31,40.2
212560,32.11,-3.75,85.54,30.6
212710,-3.59,0.24,-22.6,27.6
213420,-44.44,-19.4,-27.16,70.5
214150,-25.17,-29.22,-23.76,125.4
214180,-29.84,-19.35,-13.38,12.2
214260,-9.8,-31.88,-42.61,2.9
214270,-32.42,-23.47,-50.83,3.0
214370,-47.45,-34.22,-0.53,73.4
214430,-40.13,-30.74,-43.81,38.4
214450,10.53,-24.6,-36.02,435.5
214610,0.0,-35.22,-59.68,0.0
214680,-49.78,-52.53,-44.61,4.0
215000,-23.5,-28.23,-42.06,12.5
215090,-46.86,-50.6,-64.96,4.1
215100,-49.53,-68.1,-23.06,31.6
215200,-12.25,-3.52,-20.1,16.8
215360,-31.45,-30.08,-30.0,2.6
215380,-19.33,14.51,53.59,3.2
215480,-13.33,-3.45,-14.45,1.1
215600,-44.19,-38.83,-34.19,18.0
215790,-53.77,40.14,77.26,145.3
216050,-30.81,-31.31,-41.02,2.3
216080,-41.67,-51.45,-40.34,11.4
217190,-29.25,-1.18,8.83,13.5
217270,-42.39,-56.74,-67.78,1.8
217330,-38.32,-61.21,9.68,10.7
217480,0.0,0.0,0.0,0.0
217500,-50.63,-64.16,-16.24,9.7
217730,-48.54,2.17,51.4,20.3
217820,-52.99,-54.37,-44.42,7.3
218150,-22.59,-16.81,-33.87,30.8
218410,-55.04,28.9,61.47,313.3
219130,54.52,100.29,276.52,55.4
219420,-33.92,-40.35,-33.13,3.3
219550,-31.17,-26.64,-42.87,1.5
219750,-54.71,-49.58,-68.07,0.8
220100,-58.02,-66.92,-58.5,14.9
220180,-31.74,-22.75,-52.87,0.4
220260,-48.14,-48.89,-27.38,10.4
221800,-78.0,-5.26,45.16,13.0
221840,-36.24,-5.2,-29.32,0.7
221980,-7.93,-7.75,-16.86,0.2
222040,50.45,139.42,76.39,21.1
222080,-57.91,-23.9,-7.84,159.3
222110,-19.87,-10.45,-27.27,3.4
222420,-42.71,-17.11,-0.8,6.2
222800,-0.45,75.6,292.46,991.4
222980,-18.13,-24.35,-43.99,0.4
223250,-42.71,-54.08,-16.81,72.0
223310,-62.87,-60.71,-82.12,12.5
224060,-22.04,23.92,40.14,2.3
224110,-15.52,-17.08,-32.3,1.6
225190,-74.37,-58.95,-66.81,12.0
225220,-33.57,-30.56,-40.05,1.0
225430,-44.1,-43.0,-53.69,4.6
225530,-48.21,-30.56,-47.57,7.3
225570,-27.6,-29.35,-39.29,14.0
225590,-33.02,-26.8,-34.86,0.7
226330,-42.3,-49.86,-66.31,5.3
226340,-63.15,-47.92,-67.17,1.6
226400,-33.06,-28.78,-34.51,9.6
226590,-59.24,-26.35,10.01,33.0
226950,-39.93,-14.05,128.36,473.6
227610,-5.05,-8.07,-36.31,0.9
227950,-55.71,-31.45,-38.45,1.4
228340,26.29,37.58,28.69,41.0
228670,-44.65,-17.77,-38.68,7.2
228760,-34.42,-50.13,-15.21,13.4
228850,-3.07,18.61,-12.04,2.6
229000,-28.52,-9.65,3.32,51.2
230240,-42.14,18.59,-0.12,110.4
232140,-61.03,-37.72,-15.53,123.1
232680,-51.94,-47.83,13.66,92.0
232830,-63.92,-43.04,-42.69,5.3
234030,-59.27,-69.63,-71.34,6.9
234100,-47.89,-57.94,-61.31,1.8
234300,-23.82,-19.58,-25.77,2.9
234340,-47.0,-14.92,-18.07,112.2
234690,-45.29,-14.24,-18.04,14.5
234920,0.0,0.0,-2.39,0.0
235980,-49.35,-54.06,-37.15,5.2
236200,-15.8,1.85,41.27,14.3
236810,-46.05,-50.19,-70.98,0.7
237690,-21.15,-16.4,30.25,158.8
237750,-23.95,-23.72,-14.57,3.6
237820,-41.68,-34.95,-44.81,0.7
237880,-25.8,-24.28,-35.39,7.3
238090,-37.41,20.45,4.62,3.5
238120,-29.3,-16.37,-8.64,0.9
238200,-18.29,-22.35,-33.57,0.5
238490,-37.79,-27.97,-35.07,0.9
239340,-55.48,-61.24,-67.59,1.0
239610,-35.59,-29.95,-53.61,0.1
239890,-46.95,-31.9,-37.52,2.6
240550,-27.58,-31.4,-57.31,11.3
240600,-28.31,-35.67,-38.81,4.2
240810,-13.44,31.2,268.13,2113.5
241520,-52.81,-1.94,11.49,92.5
241690,-37.24,-31.28,-17.73,2.5
241710,-6.16,-0.49,20.99,63.4
241770,-19.28,43.58,156.12,13.5
241790,-44.87,-32.46,-35.47,10.8
241820,0.0,0.0,1900.0,0.0
241840,-57.3,-68.53,-76.11,1.7
242040,-27.49,79.71,150.67,226.3
243070,-5.96,-5.08,-14.55,20.6
243840,-58.83,-25.09,6.94,23.7
244460,0.0,0.0,0.0,0.0
245620,78.55,78.55,78.55,0.0
246250,0.0,0.0,0.0,0.0
246690,-57.34,-41.35,-48.07,19.1
246710,-24.64,-28.98,-14.63,6.3
246720,0.0,-28.34,-1.46,0.0
246960,-24.37,-27.51,-39.19,1.1
247540,-47.93,-37.87,-5.5,1087.0
247660,-42.05,-44.62,-46.96,1.2
250000,-32.01,-32.44,-46.08,1.0
250060,-47.85,-61.94,0.99,19.7
250930,-25.42,-18.38,-27.21,0.6
251120,-46.09,-49.9,-58.65,3.3
251370,-52.23,-23.11,-7.73,38.0
251630,-42.66,-55.73,-30.67,7.4
251970,0.11,-26.3,-30.38,19.8
252500,-37.78,-36.22,-40.19,0.7
252990,-1.74,63.22,186.5,123.8
253450,-42.44,-55.33,-56.0,20.5
253590,-51.97,-19.93,7.75,105.2
253840,-31.34,-32.61,-36.55,129.5
254120,-45.24,-48.26,-46.67,11.6
254490,-28.18,-8.92,-20.13,170.4
255220,-50.5,-52.17,-38.06,34.7
255440,-34.79,-32.81,-7.25,4.0
256150,-17.04,-13.68,-26.44,0.5
256630,-29.07,-18.14,-28.77,0.7
256840,-41.61,-50.1,-53.4,15.2
256940,-32.04,-41.22,-59.23,4.4
257370,-31.57,-30.27,-30.27,0.8
257720,-27.77,-28.5,-29.29,231.7
258610,-24.96,-18.15,-42.98,1.8
258790,-56.05,-35.82,-32.25,1.7
258830,0.0,0.0,0.0,0.0
259630,-46.69,-25.02,3.73,21.8
260660,-35.13,-42.45,-48.23,3.0
260930,-35.38,-40.09,-56.17,1.4
260970,-14.58,-31.57,-54.49,23.9
261200,-37.31,-40.17,-61.08,1.6
261520,-47.91,-57.65,,4.3
261780,-39.41,-19.29,-23.65,112.8
262260,-66.49,-47.86,-57.63,19.7
262840,-16.01,-13.43,-35.0,2.7
263020,-3.46,1.15,5.68,8.0
263050,0.0,37.59,-47.54,0.0
263600,-48.96,-35.13,-33.44,3.0
263690,-11.71,-7.34,-8.68,1.7
263700,-30.92,-30.28,-63.31,0.9
263720,-42.1,-44.57,-57.86,2.5
263750,-42.28,-25.14,-14.32,207.3
263770,-25.84,-16.71,-26.01,0.4
263800,0.56,9.04,0.56,77.3
263810,-19.72,-17.92,-17.12,6.7
263860,-24.82,-34.14,-47.11,11.1
263920,2.89,7.05,-22.5,0.5
264450,-34.37,-17.88,17.99,16.0
264660,-42.18,-31.46,-0.73,22.4
264850,-26.9,-44.04,-0.88,177.3
265520,-22.82,-2.0,2.98,28.7
265560,-30.98,-10.66,-13.3,3.0
265740,-21.71,8.5,8.05,8.5
267320,-45.88,-40.9,-46.03,53.8
267790,-4.89,-6.76,-22.75,0.6
267980,-6.11,-2.31,-10.11,2.2
269620,0.0,0.0,0.0,0.0
270520,35.96,-15.76,-78.17,9.4
270660,-33.66,-54.91,-28.29,13.6
270870,5.08,-5.29,-21.63,0.7
271830,-42.03,-43.89,-46.07,43.9
272110,-33.12,13.64,48.31,42.6
272290,-43.87,-26.86,-28.67,66.6
273060,-22.2,-4.75,-23.1,4.2
273640,-51.73,-38.56,-45.14,8.2
274090,-58.78,-59.14,-21.04,263.1
274400,-47.5,-47.04,-56.57,0.6
275630,-8.85,32.39,13.25,0.7
276040,0.0,-69.0,-85.27,0.0
276730,45.96,-11.93,-44.17,4.9
277070,-30.44,-31.52,-38.05,0.3
277410,-53.1,-52.28,-59.63,1.6
277810,-31.62,-22.36,56.74,1129.8
277880,-45.86,-45.47,-41.52,3.6
278280,-50.44,-36.19,-27.57,28.6
278650,-70.28,-76.2,-73.57,3.6
279600,-33.0,-35.05,-68.51,0.3
281740,-51.37,-42.27,-4.95,91.6
282720,-52.42,-31.64,-27.35,15.7
282880,-43.96,-51.35,-24.06,9.2
284620,0.0,0.0,-0.37,0.0
285490,-52.75,-56.11,-43.05,10.2
285800,-53.17,-38.42,-57.24,7.3
286750,17.55,7.16,-4.57,3.1
287840,-50.38,-61.72,-24.33,18.9
288180,,,,117.5
288330,0.0,-60.94,-83.19,0.0
288620,-57.67,-59.56,-62.09,4.7
288980,-47.1,-10.5,-39.32,8.7
289010,-46.22,-45.66,-54.14,0.9
289080,-58.31,-16.22,11.27,21.8
289220,-61.93,-70.53,-81.49,1.5
289930,-68.05,-33.58,-21.69,22.2
290090,-39.11,-41.62,-54.59,0.3
290120,-11.09,-13.95,-9.76,1.2
290270,-36.84,-31.32,-27.7,1.8
290520,-22.78,-9.37,-2.66,3.8
290550,-20.22,195.83,210.5,88.0
290560,-45.2,-37.5,-23.61,1.9
290650,-19.6,-1.4,62.9,266.3
290660,-21.86,14.66,-41.35,16.0
290670,-63.13,-63.38,-73.38,2.8
290690,9.03,0.6,-17.85,212.4
290720,-8.85,66.84,40.48,3.1
290740,-62.36,-62.28,28.8,12.3
291230,-29.83,-33.18,-61.87,3.3
291650,-40.99,-17.32,-15.25,1.6
291810,-62.74,-69.45,-68.81,12.7
293490,-38.06,-49.0,-55.75,42.2
293580,-46.67,-16.19,-2.0,25.2
293780,-39.29,-43.11,-48.58,6.4
294090,0.0,0.0,0.0,0.0
294140,-45.91,-76.22,-53.18,1.3
294570,-42.64,-47.25,-54.96,6.0
294630,-43.18,-14.99,-8.58,14.4
295310,-54.27,-56.66,32.6,258.5
296640,-41.54,-11.48,-35.48,1.1
297090,-54.72,-34.92,-43.86,13.3
297570,-51.37,-4.73,8.57,3.8
297890,-29.46,-24.92,-28.69,16.9
298060,-42.93,-32.7,-57.71,0.8
298380,-53.94,-63.43,-13.6,437.4
298540,-19.45,-17.3,-46.33,1.7
298830,-50.2,-59.82,-26.28,47.1
299030,-63.33,-60.2,-48.01,8.1
299170,-49.17,-62.94,-22.58,8.4
299660,-67.83,-59.92,-72.99,21.4
299900,-46.19,-64.86,-75.53,1.8
300080,-34.67,-54.73,-17.02,9.9
300120,-52.11,-66.08,-78.34,3.2
301300,-41.43,-51.82,-69.29,1.6
302430,-35.68,-29.27,-31.07,8.3
302550,-10.13,0.0,-18.27,2.2
303030,-52.57,-45.08,-62.61,3.5
303360,1.42,-9.27,19.66,1.3
303530,-50.25,-52.67,-61.79,1.6
303810,-32.91,-32.54,-51.12,2.4
304100,-54.07,-59.6,-71.69,16.3
304360,-50.58,-49.1,-17.92,19.3
304840,-48.72,-34.42,-68.62,4.5
305090,-71.04,-79.29,-83.08,5.2
306040,-77.8,-85.44,-62.61,6.4
306620,-49.62,-32.53,-20.1,42.1
307180,-22.37,19.27,81.39,85.2
307280,-23.96,-16.18,2.04,2.2
307750,-48.58,-35.8,-51.12,6.0
307870,-30.25,-31.12,-53.62,7.5
307930,-40.37,-5.21,-11.55,18.0
308080,-53.48,-39.98,41.38,59.0
308100,-55.58,-67.49,-89.37,6.5
308430,-66.1,-46.04,-54.47,14.8
309710,0.0,-34.88,,0.0
309930,-63.17,-44.54,-80.07,2.9
309960,-30.45,-26.77,-13.19,4.1
310200,-6.84,-12.52,-51.55,5.4
310210,-58.47,-36.0,-7.28,205.1
310870,-19.37,9.13,-4.6,9.5
311320,-18.9,-4.45,8.76,17.8
311390,-51.01,-54.55,-57.01,1.4
311690,-54.03,-57.25,-63.56,1.2
312610,-71.69,-72.88,-76.57,1.0
313760,0.0,-69.15,-90.43,0.0
314130,-38.85,-62.59,31.34,30.2
314140,-13.81,-15.68,-11.56,1.0
314930,-31.72,-31.72,-44.31,5.3
315640,-63.1,-60.18,-73.27,5.5
317120,-52.47,-43.97,-19.58,4.4
317240,-36.57,-58.12,-8.84,10.1
317330,-58.19,-46.5,-42.09,38.6
317530,-31.53,-45.93,-40.95,0.6
317690,-45.33,-52.52,-52.42,2.9
317770,-41.03,-17.83,-41.34,16.4
317830,-56.48,-67.57,-30.86,10.7
317850,-38.78,-29.98,-22.45,10.0
317870,-57.53,-61.95,-72.41,1.3
318000,-37.3,-36.07,-41.5,0.8
318010,1.1,7.89,-8.44,0.5
318020,-44.23,-40.61,-57.23,0.7
318060,-59.59,-51.77,,32.5
318160,-24.97,-30.12,-10.63,3.2
318410,-24.32,-21.14,-38.61,0.9
319400,-36.98,-42.71,312.0,888.0
319660,54.73,262.01,633.06,892.4
320000,65.6,32.21,6.44,208.4
321260,-38.3,-8.46,-20.15,88.6
321370,-54.71,-54.4,0.65,104.3
321550,-61.89,-25.74,-17.97,23.7
321820,-56.59,-40.28,-65.08,4.0
322180,-55.41,-57.67,-24.66,15.8
322310,-53.16,-35.98,-15.93,80.5
322510,-21.19,-25.21,-12.87,11.0
322780,-13.45,-52.64,-65.7,4.5
323280,-58.5,-35.01,-0.16,167.5
323350,-36.65,-12.83,11.97,28.4
323990,-48.65,-56.62,-59.51,9.4
327260,-50.69,59.15,698.65,162.1
328130,-48.92,-49.41,-58.1,69.3
328380,-37.06,-32.4,-50.8,3.9
330350,-31.3,-24.23,-15.44,49.3
330730,-31.66,-16.23,-2.71,6.1
330860,-27.31,75.54,108.76,174.9
331380,-13.21,-20.08,-24.31,2.1
331520,-18.7,-23.24,-29.24,1.4
331740,-61.4,-62.36,-69.85,7.5
331920,-41.44,216.55,180.54,13.2
332290,-39.14,-27.76,-34.79,2.8
332370,-1.5,3.35,11.61,0.8
332570,-22.56,-8.18,138.45,397.9
333050,-24.67,-19.16,-27.13,0.9
333430,-35.07,-33.28,-2.61,6.7
333620,-19.04,-17.43,-28.48,2.0
334970,-27.09,-39.69,-54.27,2.7
335810,-41.56,-49.44,-56.24,0.4
335870,-50.97,-58.17,-48.43,0.7
336060,-40.04,-41.18,-49.01,1.7
336570,-34.28,-41.92,-62.3,98.8
336680,-37.55,-43.93,-38.09,1.0
337930,-31.97,-41.63,-51.77,5.2
338220,-60.58,-63.65,-58.96,9.1
338840,-61.84,-60.38,-20.32,16.9
339950,2.11,46.16,45.79,3.0
340360,-49.14,-43.42,-45.76,6.0
340440,-58.51,-33.08,-42.77,15.1
340450,-37.82,-30.7,-41.0,9.3
340570,-11.2,15.37,-5.38,30.8
340810,-18.14,-22.15,-37.88,6.0
340930,0.0,-47.63,-33.77,0.0
342870,-41.49,-44.65,,0.5
344860,-18.52,-23.34,-31.96,1.8
347000,-25.29,-20.83,-27.65,3.9
347700,-59.88,-20.7,66.08,497.9
347740,-32.32,-26.81,-41.27,1.4
347770,-45.04,-6.62,-34.51,2.9
347850,-27.14,-30.54,61.03,1234.9
347860,-46.59,-29.05,-47.96,8.5
347890,-26.68,-36.94,-23.33,4.9
348030,22.7,7.73,-24.28,2.3
348080,-74.39,-79.06,-77.61,1.5
348150,-39.59,-45.24,-41.13,2.6
348210,-56.63,-54.73,-27.52,60.3
348340,-59.76,-76.89,22.82,191.8
348350,-13.3,4.62,-0.21,7.2
348370,-64.13,-71.99,-71.24,58.7
351320,-34.0,-21.71,-54.03,2.3
351330,-52.6,-61.56,-45.26,2.9
351870,-58.08,-63.5,-75.8,0.9
352090,-8.79,2.92,-8.79,1.7
352480,-38.85,-44.04,-55.12,6.5
352700,-34.33,-35.98,-49.2,0.6
352770,0.0,0.0,0.0,0.0
352910,-31.24,-38.3,-14.97,1.7
352940,-13.15,-4.05,-18.42,0.4
353190,-9.38,-11.72,-18.77,0.8
353590,-52.37,-61.12,-57.06,0.5
353810,-23.0,-3.14,9.41,8.4
354200,-37.55,-38.14,-46.36,6.9
354320,-72.55,-48.65,2.92,98.1
355150,-54.52,30.61,49.01,73.4
355390,-50.65,-56.18,-80.11,8.0
355690,-19.62,18.08,-14.36,13.0
356680,-19.8,37.72,33.81,417.5
356860,-26.79,6.91,127.02,196.3
356890,-44.42,-43.92,-32.16,5.6
357230,-17.22,-14.37,-14.55,7.5
357550,-40.34,-41.14,-38.35,3.5
357580,-74.91,-53.87,-27.73,22.9
357780,-42.43,-18.18,34.33,306.1
357880,-37.66,19.27,-6.29,110.4
358570,-52.93,-48.0,-63.57,79.6
359090,-50.46,-55.17,-62.18,0.7
360070,-60.52,-60.61,-66.14,4.0
360350,-57.52,11.07,-22.04,4.7
361390,-58.75,-52.74,-26.81,19.9
361570,-30.04,-24.39,-34.31,0.8
361670,6.92,-3.68,-20.0,0.5
362320,-14.5,-17.91,-48.87,5.9
362990,-27.98,-31.78,-42.35,0.7
363250,-36.36,-23.9,-37.86,1.1
363260,-46.16,-48.51,-53.75,1.3
364950,-43.0,-50.43,-51.04,2.0
365270,-45.87,-6.46,82.89,35.8
365330,-62.2,-58.15,-62.27,24.3
365340,-62.7,-47.81,-21.99,33.9
365590,-54.98,-61.46,-64.88,1.4
365660,,,,1366.3
365900,-13.25,-6.3,-19.12,0.7
366030,-29.45,-24.83,0.35,7.4
367000,-32.54,-26.68,-37.46,0.3
368600,-32.34,-35.68,-66.94,2.2
368770,-47.93,-25.0,107.92,68.8
368970,-8.65,-12.5,-38.9,1.2
369370,-36.33,-46.5,-47.0,1.3
370090,-56.35,-62.27,-56.41,7.2
371950,-52.48,-54.62,-54.69,4.7
372170,-57.66,-52.87,-52.65,4.0
372320,-63.15,-48.8,-36.27,42.3
372800,-34.16,-47.38,-55.37,1.9
373110,-30.38,-26.2,-60.04,6.6
373160,-32.41,-24.28,-43.8,0.8
373170,-49.61,-36.63,-38.71,0.8
373200,-55.74,-52.33,-56.48,6.3
376180,-53.04,-40.3,-60.65,1.8
376270,-32.14,-41.32,112.01,11.5
376290,-8.14,-10.67,-22.42,0.6
376300,-37.73,-41.63,-58.66,19.7
376900,-50.45,-33.48,178.58,135.9
376930,-62.49,-66.61,-65.01,4.8
376980,-28.98,-22.35,-40.58,1.7
377030,-43.16,-82.07,-91.97,3.1
377220,-60.84,-61.97,-73.6,3.3
377330,-35.25,-25.6,-41.61,0.6
377450,-0.5,-5.2,-34.07,3.9
377460,0.0,0.0,141.28,0.0
377480,-46.85,-55.9,-55.73,49.8
378340,-52.18,-34.18,-22.56,15.8
378800,-71.19,-72.04,-79.18,12.0
380540,0.0,18.35,115.78,0.0
380550,-62.82,-63.59,-61.08,37.3
381620,-39.51,-59.79,-22.42,94.1
382150,-63.12,-64.8,-67.06,3.7
382480,-37.79,-26.22,-15.7,11.2
382800,-51.3,31.26,14.62,62.5
382840,-57.72,-45.58,-52.82,36.7
382900,-49.89,-47.63,-8.6,39.2
383310,-21.85,3.67,-2.5,83.2
383930,-51.51,-28.09,-53.95,5.7
384470,-18.75,-30.85,-43.97,3.4
387570,-41.22,-43.52,-44.27,0.8
387690,,,,1106.5
388050,-52.37,-20.41,-27.48,76.0
388210,-46.03,-19.94,,95.1
388610,-41.2,-53.26,-68.97,1.1
388720,-38.45,-42.54,-17.08,60.6
388790,-31.11,45.31,54.36,124.6
388870,-46.06,-49.34,-16.67,7.4
389020,-65.7,-49.84,-54.59,33.7
389030,-63.0,-46.09,9.59,11.7
389140,-48.44,-44.22,-66.6,19.0
389260,-31.39,-9.38,-39.85,58.3
389470,-52.8,-61.25,-11.83,36.4
389500,-51.93,-55.06,54.34,152.4
389650,-44.88,-55.95,-39.88,26.8
389680,-42.0,-56.14,-48.56,8.9
391710,-47.68,-57.85,-26.53,3.6
393210,-54.66,-59.26,-68.71,2.3
393890,-59.85,-2.86,-1.45,73.9
393970,0.0,-31.27,-69.02,0.0
394280,-51.6,-27.08,-20.84,26.3
394420,-61.47,,,73.5
394800,-59.94,-62.5,-18.18,15.7
